N	2gram	Medvedev_V_1	Dialekti
1	т е	18	46
2	и не	19	30
3	и есть	5	19
4	а не	7	18
5	и т	23	17
6	может быть	22	17
7	то что	6	16
8	т д	14	15
9	и в	26	15
10	как бы	5	14
11	точки зрения	3	14
12	не имеет	1	14
13	по себе	2	13
14	того что	3	13
15	это не	7	12
16	в этом	26	11
17	говорить о	2	11
18	в том	15	11
19	прежде всего	13	11
20	не может	17	11
21	и все	1	11
22	том что	8	10
23	в основе	1	10
24	потому что	1	10
25	с ее	1	10
26	личности и	1	10
27	это и	6	9
28	то же	10	9
29	было бы	7	9
30	в виду	4	9
31	и что	1	9
32	уже не	1	9
33	значит что	2	9
34	все это	10	9
35	в чем	2	8
36	не в	6	8
37	в себе	6	8
38	не только	25	8
39	ни в	1	8
40	и это	1	8
41	и ее	4	8
42	это значит	1	8
43	как и	7	7
44	по крайней	2	7
45	и его	6	7
46	что оно	3	7
47	только в	7	7
48	крайней мере	2	7
49	что мы	2	7
50	или в	3	7
51	что он	4	7
52	что в	10	7
53	перед нами	4	6
54	хотя и	2	6
55	если бы	3	6
56	в то	6	6
57	же время	5	6
58	что и	3	6
59	вовсе не	3	6
60	и даже	2	6
61	а именно	1	6
62	нет ничего	1	6
63	в результате	5	6
64	сказать что	5	6
65	в сфере	2	5
66	мы имеем	3	5
67	быть в	1	5
68	с его	3	5
69	только тогда	1	5
70	сама по	1	5
71	в своем	8	5
72	то в	1	5
73	на то	1	5
74	что она	2	5
75	в нем	6	5
76	в жизни	2	5
77	выйти за	1	5
78	что такое	2	5
79	в ней	2	5
80	на себе	1	5
81	но что	1	5
82	но только	1	5
83	того чтобы	3	5
84	тогда когда	2	5
85	в каком	1	5
86	таким образом	31	5
87	о том	10	5
88	так и	5	5
89	можно сказать	4	5
90	именно в	2	5
91	в свете	1	5
92	и чисто	1	5
93	для того	3	5
94	как же	1	5
95	личности в	1	5
96	и для	2	5
97	есть то	1	5
98	также и	2	4
99	хотя бы	19	4
100	что они	3	4
101	в этой	4	4
102	в течение	2	4
103	и как	3	4
104	к религии	1	4
105	идеи и	6	4
106	не как	1	4
107	в силу	11	4
108	подобно тому	2	4
109	этом смысле	1	4
110	с тем	3	4
111	она не	3	4
112	видим что	1	4
113	так то	1	4
114	уже о	1	4
115	той или	1	4
116	ничего общего	1	4
117	что все	3	4
118	еще не	2	4
119	в его	14	4
120	мы видим	1	4
121	с ними	4	4
122	есть в	1	4
123	в одном	4	4
124	не о	2	4
125	как раз	3	4
126	отнюдь не	3	4
127	так же	3	4
128	в особенности	2	4
129	тому как	2	4
130	но это	1	4
131	один из	5	4
132	бы в	3	4
133	жизни и	3	4
134	но и	10	4
135	должны быть	2	4
136	и то	1	3
137	что если	1	3
138	в истории	1	3
139	общего с	1	3
140	как в	1	3
141	с этим	3	3
142	когда он	3	3
143	и наконец	2	3
144	но в	2	3
145	бы и	6	3
146	все эти	6	3
147	и если	1	3
148	на этом	1	3
149	об этом	9	3
150	не всегда	1	3
151	в данном	1	3
152	в своей	4	3
153	в их	5	3
154	и той	1	3
155	только для	1	3
156	нет никакого	1	3
157	та или	1	3
158	идею и	1	3
159	нет ни	2	3
160	могут быть	5	3
161	лежит в	1	3
162	говоря уже	1	3
163	то или	1	3
164	вот почему	4	3
165	и та	1	3
166	быть и	1	3
167	от всего	1	3
168	без того	1	3
169	в виде	1	3
170	при помощи	3	3
171	ни просто	1	3
172	даже и	3	3
173	или иное	1	3
174	в области	2	3
175	за пределы	1	3
176	себя и	1	3
177	что не	3	3
178	говорит о	7	3
179	смысла и	1	3
180	у нас	2	3
181	на основании	8	3
182	и потому	2	3
183	из которых	2	3
184	оно и	1	3
185	художественного образа	1	3
186	от него	1	3
187	или вообще	1	3
188	с ним	1	3
189	личность и	1	3
190	в свою	1	3
191	не говоря	1	3
192	совершенно не	1	3
193	есть и	1	3
194	только о	2	3
195	только не	2	3
196	это понятие	1	3
197	к этому	9	3
198	можно назвать	1	3
199	можно говорить	1	2
200	человека и	3	2
201	и без	1	2
202	очень много	1	2
203	мы говорим	1	2
204	он всегда	1	2
205	вопрос о	1	2
206	сам по	1	2
207	во всех	6	2
208	бы не	2	2
209	но как	3	2
210	себе и	2	2
211	нет и	3	2
212	чем же	4	2
213	вот как	4	2
214	все же	5	2
215	кроме того	1	2
216	понять и	1	2
217	что по	1	2
218	и механизм	1	2
219	или иную	1	2
220	в самом	4	2
221	в которой	2	2
222	ни один	7	2
223	мы получаем	1	2
224	из этих	7	2
225	ни одна	2	2
226	что даже	2	2
227	собственно говоря	1	2
228	с этой	1	2
229	лишь в	2	2
230	это было	1	2
231	заключается в	2	2
232	время и	1	2
233	в них	4	2
234	показывает что	1	2
235	между собою	2	2
236	если так	1	2
237	должно быть	2	2
238	в диалектике	1	2
239	том как	3	2
240	имеет ничего	1	2
241	в котором	3	2
242	по сравнению	1	2
243	если есть	1	2
244	говорил о	1	2
245	что есть	1	2
246	не менее	2	2
247	вообще но	1	2
248	что эта	1	2
249	как о	2	2
250	того как	1	2
251	может только	1	2
252	иметь в	2	2
253	никогда не	4	2
254	или иная	1	2
255	и по	3	2
256	как не	1	2
257	е не	1	2
258	не по	2	2
259	как будто	1	2
260	что на	1	2
261	и искусство	1	2
262	не могут	7	2
263	можно и	1	2
264	свою очередь	1	2
265	в ее	4	2
266	и может	2	2
267	не значит	1	2
268	жизнь и	1	2
269	этой жизни	1	2
270	для этого	1	2
271	даже не	2	2
272	о нем	1	2
273	познания и	4	2
274	ее в	4	2
275	никак не	1	2
276	в пользу	2	2
277	и во	1	2
278	во всей	2	2
279	мы хотим	1	2
280	одной из	1	2
281	как нечто	1	2
282	и так	1	2
283	образа в	2	2
284	в качестве	11	2
285	же и	2	2
286	конечно не	1	2
287	в нашей	4	2
288	по законам	1	2
289	не дает	1	2
290	из них	9	2
291	ту или	1	2
292	и их	3	2
293	тем что	1	2
294	от того	2	2
295	в целях	2	2
296	не было	7	2
297	и из	1	2
298	свою историю	1	2
299	или иначе	1	2
300	и тех	1	2
301	же о	2	2
302	идеи в	2	2
303	другой стороны	8	2
304	е в	2	2
305	в частности	11	2
306	вместе с	7	2
307	как это	12	2
308	сравнению с	1	2
309	да и	1	2
310	этой точки	2	2
311	или другого	1	2
312	художественное произведение	5	2
313	но для	2	2
314	за его	1	2
315	мы только	1	2
316	такое понимание	2	2
317	это как	1	2
318	у достоевского	1	2
319	и ни	1	2
320	главным образом	7	2
321	только что	4	2
322	а как	2	2
323	что этот	1	2
324	природы не	1	2
325	и при	5	2
326	равно как	4	2
327	природе и	1	2
328	и идеи	1	2
329	видим в	1	2
330	того или	2	2
331	в противоположность	3	2
332	которая не	2	2
333	во всяком	1	2
334	а между	1	1
335	смысле слова	2	1
336	речь идет	1	1
337	говоря о	1	1
338	же как	2	1
339	чтобы не	2	1
340	и через	2	1
341	и движение	1	1
342	не признать	1	1
343	во-вторых поскольку	1	1
344	он может	2	1
345	сил и	3	1
346	зависит как	1	1
347	обычного хода	1	1
348	дело не	1	1
349	еще важнее	1	1
350	все те	1	1
351	видеть в	2	1
352	действительности и	7	1
353	в зависимости	6	1
354	и этот	2	1
355	его не	3	1
356	их и	4	1
357	бы уже	1	1
358	путь для	1	1
359	это что	1	1
360	из своих	2	1
361	имеет свою	3	1
362	но она	1	1
363	нельзя ограничиться	1	1
364	из того	1	1
365	то это	2	1
366	жизни это	1	1
367	и он	2	1
368	это время	1	1
369	очень часто	1	1
370	собою и	2	1
371	к общему	1	1
372	действительности когда	1	1
373	собой в	1	1
374	может не	2	1
375	он сам	2	1
376	именно эти	1	1
377	знаем что	2	1
378	себя до	1	1
379	как один	1	1
380	где же	1	1
381	того чего	1	1
382	видели что	3	1
383	явлений и	3	1
384	значение и	1	1
385	силу этого	4	1
386	протекать в	1	1
387	в общем	2	1
388	очевидно что	7	1
389	отношение к	1	1
390	само же	1	1
391	в едином	1	1
392	полнее и	1	1
393	как говорит	5	1
394	стороны и	2	1
395	нужно найти	1	1
396	что нет	2	1
397	целый ряд	1	1
398	и художественного	3	1
399	не приходится	2	1
400	быть выражена	1	1
401	за это	1	1
402	напряжения и	1	1
403	и основной	1	1
404	только два	1	1
405	достоевского в	1	1
406	ничего и	1	1
407	роль в	4	1
408	не механически	1	1
409	имеем в	1	1
410	в философии	4	1
411	но ведь	1	1
412	лица и	2	1
413	если он	1	1
414	дальше и	1	1
415	как совершенно	1	1
416	как он	2	1
417	он не	2	1
418	раз навсегда	1	1
419	что должно	1	1
420	путаницу и	1	1
421	когда все	1	1
422	всех этих	2	1
423	момента в	1	1
424	и еще	1	1
425	из сферы	1	1
426	как абсолютная	1	1
427	его от	2	1
428	одно и	1	1
429	и заключается	2	1
430	как оно	1	1
431	а вместе	1	1
432	однако все	1	1
433	этим самым	1	1
434	приходится говорить	2	1
435	же не	1	1
436	не требуется	1	1
437	они должны	2	1
438	том случае	1	1
439	фактов не	1	1
440	вообще типы	1	1
441	что перед	1	1
442	художественный образ	5	1
443	его в	3	1
444	входит в	1	1
445	с другими	2	1
446	данном случае	1	1
447	художественном образе	1	1
448	только лишь	1	1
449	само собою	2	1
450	ни одной	1	1
451	реальный процесс	1	1
452	мы видели	3	1
453	же самый	1	1
454	ею и	1	1
455	ясно из	1	1
456	потому и	1	1
457	никаких оснований	2	1
458	в которые	1	1
459	почти не	1	1
460	знает и	1	1
461	в которых	3	1
462	и значит	2	1
463	понятно что	1	1
464	бытие как	1	1
465	которые в	2	1
466	но он	1	1
467	друг другу	1	1
468	их в	6	1
469	том же	6	1
470	не должна	1	1
471	зрения и	1	1
472	даже в	5	1
473	теми или	1	1
474	ее нужно	1	1
475	вплоть до	2	1
476	о значении	1	1
477	с которой	1	1
478	виду что	1	1
479	в процессе	16	1
480	и имеет	1	1
481	можно ли	2	1
482	это мы	3	1
483	для творчества	1	1
484	то вполне	1	1
485	одна из	4	1
486	это то	1	1
487	имеем дело	1	1
488	и весь	2	1
489	или как	1	1
490	один путь	1	1
491	его можно	1	1
492	частности об	1	1
493	и чувства	1	1
494	связи с	4	1
495	какой-то особый	1	1
496	даже самая	2	1
497	если только	1	1
498	а в	3	1
499	а во-вторых	1	1
500	нет даже	1	1
501	именно это	1	1
502	и оригинальность	1	1
503	в духе	1	1
504	человека в	2	1
505	ли не	2	1
506	зависимости от	5	1
507	жизнью и	1	1
508	они и	1	1
509	и смутное	1	1
510	и которая	1	1
511	приходит к	1	1
512	как мы	1	1
513	определенной цели	1	1
514	всего этого	1	1
515	его это	1	1
516	только то	2	1
517	в пределах	5	1
518	в дальнейшем	1	1
519	мы наблюдаем	2	1
520	его самого	1	1
521	что может	1	1
522	можно было	2	1
523	было в	2	1
524	реальной жизни	1	1
525	вещи в	1	1
526	и никем	1	1
527	лишь о	1	1
528	это только	4	1
529	мы в	1	1
530	и трудно	1	1
531	может избрать	1	1
532	силу того	1	1
533	о котором	1	1
534	на отвлеченной	1	1
535	перед собою	1	1
536	говорил что	2	1
537	образом в	3	1
538	есть планы	1	1
539	представления об	2	1
540	говорить не	3	1
541	говорит об	2	1
542	с одной	2	1
543	были бы	1	1
544	после того	1	1
545	все его	2	1
546	с целью	1	1
547	д но	1	1
548	учения о	1	1
549	бытием и	1	1
550	под именем	1	1
551	доходит до	1	1
552	не могло	1	1
553	он например	1	1
554	от них	2	1
555	все кроме	1	1
556	перевоплощение в	1	1
557	вслед за	2	1
558	самые факты	1	1
559	у которого	1	1
560	в него	1	1
561	наконец и	1	1
562	но с	2	1
563	почти все	1	1
564	большею частью	1	1
565	этот вопрос	3	1
566	но этим	1	1
567	самый принцип	1	1
568	будто бы	2	1
569	эти отдельные	1	1
570	во времени	1	1
571	это совсем	1	1
572	своего собственного	1	1
573	без этого	1	1
574	с нею	2	1
575	и у	2	1
576	уже в	1	1
577	и насколько	1	1
578	положение что	1	1
579	еще одну	1	1
580	в понятие	1	1
581	слова не	1	1
582	и ночью	1	1
583	проще и	1	1
584	и других	1	1
585	его и	1	1
586	сущность и	1	1
587	можно конечно	1	1
588	себе в	1	1
589	и главным	2	1
590	в конце	3	1
591	не для	1	1
592	себя от	1	1
593	и никакой	1	1
594	и вдруг	1	1
595	заметить что	1	1
596	и вместе	1	1
597	себя это	1	1
598	или иной	2	1
599	говорим о	1	1
600	состояние именно	1	1
601	с другой	11	1
602	фактов и	1	1
603	совершенно точно	1	1
604	к ее	1	1
605	исторического развития	1	1
606	от обычного	1	1
607	говорят об	1	1
608	что для	3	1
609	что будет	1	1
610	естественно что	2	1
611	них и	1	1
612	через это	2	1
613	на этот	1	1
614	и самый	1	1
615	этих терминов	1	1
616	он вполне	1	1
617	должны получить	1	1
618	жизнь в	1	1
619	теперь более	1	1
620	самый факт	2	1
621	или с	1	1
622	совершенно очевидно	1	1
623	мира в	1	1
624	в связи	3	1
625	если это	1	1
626	нет никаких	2	1
627	отличается от	2	1
628	из мира	1	1
629	некоторые из	3	1
630	эта теория	2	1
631	е чисто	1	1
632	и самые	1	1
633	механически и	1	1
634	их к	1	1
635	в плоскости	1	1
636	значит не	1	1
637	в той	1	1
638	и дальше	2	1
639	в чистом	1	1
640	думается что	4	1
641	это его	1	1
642	по существу	3	1
643	то уже	1	1
644	и наглядно	1	1
645	ней не	1	1
646	исходя из	1	1
647	в состоянии	1	1
648	с отдельными	1	1
649	однако чтобы	1	1
650	религии и	1	1
651	поэтому что	1	1
652	к двум	1	1
653	не полным	1	1
654	плоти и	1	1
655	дает возможность	1	1
656	и явно	1	1
657	при всем	3	1
658	в заключение	1	1
659	не является	5	1
660	вскрыть в	1	1
661	какие же?	1	1
662	и от	3	1
663	так или	1	1
664	единой и	1	1
665	в известном	1	1
666	в точном	2	1
667	место для	1	1
668	мира и	3	1
669	чтобы понять	1	1
670	ее и	1	1
671	из себя	2	1
672	у них	2	1
673	то о	2	1
674	наконец все	1	1
675	конце концов	2	1
676	стороны в	2	1
677	все они	2	1
678	хотя в	1	1
679	но вот	1	1
680	в нечто	1	1
681	лишь те	1	1
682	о своем	2	1
683	в романе	4	1
684	из тех	1	1
685	не быть	2	1
686	в глаза	1	1
687	разум и	1	1
688	быть противопоставлено	1	1
689	явления в	2	1
690	на своем	1	1
691	ничего иного	1	1
692	сущности в	1	1
693	как на	3	1
694	случае если	1	1
695	в своих	2	1
696	во сне	21	1
