N	2gram	Vygotskiy__6	formyVre
1	и в	28	46
2	в этом	27	22
3	прежде всего	2	14
4	вовсе не	1	13
5	и его	3	12
6	во всех	4	11
7	не только	16	11
8	только в	18	11
9	как бы	11	10
10	во время	1	10
11	точки зрения	13	10
12	в том	28	10
13	но в	5	10
14	мы уже	2	9
15	не в	4	9
16	у него	2	9
17	но и	10	9
18	вместе с	7	9
19	и не	11	9
20	то же	7	8
21	как и	6	8
22	с точки	10	8
23	для того	8	8
24	того чтобы	10	8
25	потому что	22	8
26	связи с	3	8
27	в его	3	8
28	из них	2	8
29	в связи	2	8
30	в основном	1	8
31	и на	5	7
32	всех этих	1	7
33	так и	6	7
34	в них	3	7
35	может быть	13	7
36	в одном	2	7
37	то что	28	7
38	как мы	10	6
39	еще не	8	6
40	все же	2	6
41	и наконец	2	6
42	при этом	3	6
43	человека в	1	6
44	и с	1	6
45	его в	6	6
46	в основе	3	6
47	никогда не	8	6
48	те же	3	6
49	и во	1	6
50	этого ряда	1	6
51	так как	10	6
52	здесь в	1	6
53	по вертикали	3	6
54	все это	2	6
55	и все	5	6
56	но не	10	5
57	с этим	4	5
58	в своем	7	5
59	все эти	2	5
60	связанные с	3	5
61	он не	7	5
62	в нем	7	5
63	в то	6	5
64	и у	1	5
65	и др	2	5
66	в частности	4	5
67	в пределах	5	5
68	по существу	2	5
69	что в	17	5
70	отношения к	3	4
71	и самое	1	4
72	и он	1	4
73	что они	2	4
74	в истории	1	4
75	как в	3	4
76	из этих	3	4
77	в себе	4	4
78	их в	1	4
79	том что	19	4
80	в котором	2	4
81	том же	5	4
82	с ним	2	4
83	о том	1	4
84	все его	1	4
85	к ряду	2	4
86	так что	6	4
87	конечно не	1	4
88	с другом	5	4
89	и их	1	4
90	а не	3	4
91	отнюдь не	1	4
92	в ряду	2	4
93	друг с	5	4
94	с этой	2	4
95	есть и	1	4
96	ему в	1	3
97	того же	7	3
98	точка зрения	1	3
99	отношение к	7	3
100	нет и	1	3
101	хотя и	3	3
102	этот ряд	1	3
103	целый ряд	4	3
104	и как	6	3
105	в этот	1	3
106	уже не	1	3
107	новое и	1	3
108	и по	3	3
109	прежде чем	1	3
110	таким образом	18	3
111	в совершенно	2	3
112	связанных с	1	3
113	на первый	1	3
114	в их	3	3
115	в которых	2	3
116	не могли	5	3
117	как можно	1	3
118	кроме того	1	3
119	же самое	6	3
120	к тому	10	3
121	имеет место	2	3
122	на основе	4	3
123	мы наблюдаем	1	3
124	том как	2	3
125	жизнь и	1	3
126	в другом	2	3
127	как у	1	3
128	что и	4	3
129	на развитие	5	3
130	того что	24	3
131	тот же	1	3
132	что он	18	3
133	в качестве	4	3
134	для него	6	3
135	в прошлом	1	3
136	тем что	8	3
137	что на	4	3
138	и даже	1	3
139	не на	2	3
140	о чем	1	3
141	вещами и	1	3
142	с помощью	13	3
143	еще нет	1	3
144	в это	1	3
145	тем более	1	3
146	в этих	2	3
147	ее в	2	3
148	а в	2	3
149	в море	1	3
150	но эти	1	3
151	и другие	2	3
152	к этому	1	3
153	том числе	1	3
154	смысле слова	1	2
155	ту же	3	2
156	связи между	6	2
