N	2gram	Vygotskiy__3	Problema
1	и в	38	30
2	в своей	5	22
3	то есть	15	21
4	не только	12	18
5	то что	35	18
6	в этом	13	17
7	том что	14	17
8	и даже	4	14
9	таким образом	12	13
10	но и	5	13
11	потому что	14	13
12	о том	6	12
13	в его	5	12
14	а именно	1	12
15	в том	25	12
16	и не	10	12
17	так что	8	11
18	в своем	5	11
19	у него	4	11
20	в этой	13	10
21	в виде	2	10
22	для нас	8	10
23	точки зрения	16	10
24	все же	8	9
25	но в	3	9
26	и вообще	1	9
27	только в	4	9
28	и все	10	9
29	сказать что	4	9
30	хотя и	1	8
31	с точки	9	8
32	никак не	7	8
33	в конце	2	8
34	вовсе не	8	8
35	но не	1	7
36	как и	8	7
37	не в	12	7
38	никогда не	4	7
39	у нас	2	7
40	здесь не	3	7
41	так и	1	7
42	что он	11	7
43	может быть	19	7
44	говорит о	2	7
45	в результате	1	7
46	вместе с	5	7
47	и на	6	6
48	тут же	1	6
49	и как	8	6
50	в нем	4	6
51	при помощи	4	6
52	его в	3	6
53	несмотря на	5	6
54	уже у	1	6
55	и его	6	6
56	можно сказать	1	6
57	и что	18	6
58	что и	4	6
59	мы читаем	2	6
60	уже не	2	6
61	так как	6	6
62	с другой	7	6
63	как бы	14	6
64	и для	4	6
65	а в	7	6
66	другой стороны	5	6
67	и то	8	5
68	не просто	2	5
69	в которой	5	5
70	за это	1	5
71	в силу	2	5
72	и с	1	5
73	с тем	8	5
74	он и	1	5
75	нисколько не	1	5
76	но он	2	5
77	что этот	4	5
78	и притом	1	5
79	того как	3	5
80	и о	3	5
81	что у	7	5
82	и у	1	5
83	и их	1	5
84	мы можем	7	5
85	а не	7	5
86	не может	7	5
87	так же	2	5
88	как раз	8	5
89	будто бы	1	5
90	в самом	25	5
91	что в	20	5
92	того же	3	4
93	едва ли	3	4
94	и он	1	4
95	отнюдь не	2	4
96	и к	3	4
97	в себе	4	4
98	при этом	4	4
99	но все	1	4
100	было бы	12	4
101	ни в	3	4
102	не мог	4	4
103	не так	3	4
104	в то	3	4
105	как о	1	4
106	в трагедии	1	4
107	все еще	1	4
108	ясно что	6	4
109	нас в	1	4
110	оказывается что	1	4
111	или в	5	4
112	в качестве	2	4
113	далеко не	3	4
114	еще и	2	4
115	а с	2	4
116	если не	1	4
117	в частности	1	4
118	как именно	1	4
119	из этого	8	4
120	гораздо более	1	4
121	и людей	1	3
122	время как	4	3
123	в виду	4	3
124	в ней	15	3
125	еще не	1	3
126	что его	2	3
127	в ее	7	3
128	совсем не	3	3
129	что они	4	3
130	от этого	1	3
131	он в	2	3
132	бы не	3	3
133	с одной	6	3
134	он не	6	3
135	в другом	5	3
136	знает что	1	3
137	всю свою	1	3
138	нас не	1	3
139	или вернее	2	3
140	однако в	1	3
141	нет никакого	2	3
142	и другое	4	3
143	в русской	2	3
144	но только	8	3
145	в самой	4	3
146	как будто	4	3
147	есть только	2	3
148	указывает на	6	3
149	он видит	2	3
150	и которая	2	3
151	то время	2	3
152	с ним	2	3
153	внимание на	2	3
154	и который	2	3
155	и хочет	1	3
156	все время	30	3
157	же в	2	3
158	того что	4	3
159	тот же	3	3
160	и тем	3	3
161	в начале	1	3
162	обратить внимание	1	3
163	в одном	8	3
164	для них	1	3
165	в других	1	3
166	для того	8	3
167	именно в	1	3
168	одной стороны	5	3
169	жизнь в	1	3
170	небольшой поэме	1	3
171	быть только	1	3
172	о котором	5	3
173	еще более	1	3
174	и другие	2	3
175	перейти к	1	3
176	он считает	1	2
177	кто иной	1	2
178	самом деле	21	2
179	мере в	1	2
180	и до	1	2
181	то же	10	2
182	по его	3	2
183	из всех	3	2
184	мы имеем	1	2
185	мы не	5	2
186	и тут	1	2
187	равно как	1	2
188	я не	5	2
189	в древности	1	2
190	в таком	3	2
191	все эти	4	2
192	в чем	1	2
193	мы будем	1	2
194	не то	4	2
195	не все	1	2
196	отношение к	1	2
197	на то	16	2
198	в одной	2	2
199	как в	4	2
200	что именно	2	2
201	кроме того	1	2
202	когда он	4	2
203	в нашей	1	2
204	и каждое	1	2
205	стороны это	1	2
206	раз в	4	2
207	если он	4	2
208	на его	1	2
209	он все	2	2
210	не к	3	2
211	факт что	1	2
212	и дальше	2	2
213	это не	1	2
214	но уже	1	2
215	в них	3	2
216	с такой	5	2
217	и тогда	1	2
218	со всей	3	2
219	бы на	1	2
220	во времена	1	2
221	в котором	6	2
222	в поэме	3	2
223	доказывает что	1	2
224	борьбу с	1	2
225	и более	2	2
226	дошла до	1	2
227	мудрости и	1	2
228	в таких	1	2
229	и ясно	1	2
230	дело в	1	2
231	на него	1	2
232	читаем что	1	2
233	того чтобы	9	2
234	упоминания о	1	2
235	ничего не	2	2
236	больше чем	4	2
237	он хочет	2	2
238	тем что	3	2
239	за ними	1	2
240	не могут	2	2
241	и другой	1	2
242	это конечно	1	2
243	к тому	6	2
244	как мы	7	2
245	данном случае	2	2
246	всей своей	1	2
247	можно было	1	2
248	не за	1	2
249	и которые	3	2
250	он был	3	2
251	не кто	1	2
252	нас и	1	2
253	в глаза	2	2
254	и просто	1	2
255	нет у	1	2
256	между тем	7	2
257	и только	3	2
258	вслед за	1	2
259	здесь в	2	2
260	находим и	1	2
261	что здесь	2	2
262	что только	2	2
263	в какой	5	2
264	трагедии и	1	2
265	по мнению	2	2
266	иной как	1	2
267	или же	1	2
268	по этому	1	2
269	именно на	1	2
270	со всеми	2	2
271	этому поводу	1	2
272	есть в	2	2
273	конечно не	4	2
274	из них	6	2
275	участие в	1	2
276	всяком случае	2	2
277	доказать что	1	2
278	до сих	6	2
279	ее в	4	2
280	что не	3	2
281	то и	3	2
282	него не	1	2
283	о себе	1	2
284	рода и	1	2
285	он говорит	6	2
286	в данном	2	2
287	на тот	1	2
288	наряду с	3	2
289	в первой	2	2
290	по существу	2	2
291	бросается в	1	2
292	с этой	2	2
293	сих пор	5	2
294	только для	3	2
295	один из	6	2
296	ли в	1	2
297	человек и	1	2
298	всякого рода	1	2
299	хотя бы	2	2
300	гораздо больше	1	2
301	не будет	1	2
302	в свою	4	2
303	была бы	2	2
304	в заключение	1	2
305	жизни и	1	2
306	но еще	1	2
307	к этому	3	2
308	во всяком	2	2
309	все что	1	2
310	они не	2	2
311	отношения к	2	1
312	и т	14	1
313	в обычном	1	1
314	дел и	1	1
315	хочет вызвать	1	1
316	должен быть	3	1
317	на самом	2	1
318	с крайним	1	1
319	это и	1	1
320	так у	1	1
321	он хотел	1	1
322	и есть	1	1
323	доказывают что	1	1
324	ему что	1	1
