N	2gram	Vygotskiy__5	EvropaiE
1	и в	30	37
2	в отношении	2	32
3	точки зрения	7	23
4	что в	24	21
5	не только	16	18
6	с точки	2	17
7	в то	2	16
8	то же	7	15
9	хотя бы	3	15
10	в своем	6	14
11	но в	5	14
12	в качестве	2	14
13	но и	6	14
14	и не	6	14
15	в этом	14	12
16	в их	3	11
17	в области	1	11
18	в том	27	11
19	с и	5	10
20	так и	3	10
21	в себе	5	9
22	только в	5	9
23	прежде всего	4	9
24	все более	1	9
25	не может	9	9
26	так же	13	9
27	в смысле	1	9
28	в ее	3	8
29	было бы	5	8
30	в своей	4	8
31	к тому	8	8
32	между тем	1	8
33	с одной	12	8
34	одной стороны	12	8
35	нам кажется	2	7
36	того что	8	7
37	так как	9	7
38	с другой	9	7
39	как и	6	7
40	по своему	1	7
41	может быть	11	6
42	и на	3	6
43	во всех	2	6
44	стороны и	4	6
45	на то	17	6
46	то есть	13	6
47	том что	21	6
48	эти области	1	6
49	того чтобы	20	6
50	вслед за	1	6
51	вовсе не	3	6
52	для того	20	6
53	в последние	1	6
54	и даже	2	6
55	как бы	19	6
56	с этой	2	6
57	то что	37	6
58	же как	2	5
59	которую мы	2	5
60	столь же	1	5
61	но не	7	5
62	не в	8	5
63	в россии	1	5
64	к которым	2	5
65	как мы	5	5
66	одной из	1	5
67	в виде	1	5
68	со стороны	3	5
69	от этого	1	5
70	в частности	4	5
71	и потому	5	5
72	в течение	2	5
73	в той	3	5
74	как нам	1	5
75	этой точки	1	5
76	то в	1	4
77	мы не	3	4
78	вопрос о	3	4
79	в полной	2	4
80	в ней	4	4
81	в самом	14	4
82	во многих	1	4
83	того или	1	4
84	несмотря на	5	4
85	чем в	2	4
86	весьма вероятно	1	4
87	даже в	1	4
88	не имеет	1	4
89	в процессе	1	4
90	к ней	1	4
91	той или	2	4
92	по себе	7	4
93	можно сказать	2	4
94	тем более	1	4
95	именно в	6	4
96	на всем	1	4
97	само по	2	4
98	или иной	2	4
99	как это	7	4
100	для нас	3	4
101	сказать что	9	4
102	или иного	1	4
103	в каком	3	4
104	в применении	1	3
105	в сфере	1	3
106	идет о	1	3
107	из всех	1	3
108	того же	2	3
109	как в	3	3
110	когда он	5	3
111	и к	4	3
112	себе не	2	3
113	представляет собой	1	3
114	в известном	1	3
115	мы можем	7	3
116	не дает	2	3
117	и мы	16	3
118	этом смысле	2	3
119	и тем	6	3
120	в них	4	3
121	с тем	8	3
122	мы видели	1	3
123	она в	1	3
124	в которых	2	3
125	дело в	2	3
126	никогда не	9	3
127	потому что	23	3
128	заключает в	4	3
129	с другом	3	3
130	во все	1	3
131	можно было	3	3
132	по признаку	1	3
133	о том	10	3
134	что и	3	3
135	и только	3	3
136	в стороне	1	3
137	не из	1	3
138	из них	2	3
139	очевидно что	2	3
140	тем что	6	3
141	этом отношении	3	3
142	в свою	3	3
143	говорит о	4	3
144	связано с	1	3
145	там где	4	3
146	ни на	1	3
147	в данном	3	3
148	применении к	1	3
149	друг с	3	3
150	не является	2	3
151	известной степени	1	3
152	и для	6	3
153	и от	1	3
154	в результате	4	3
155	обстоит дело	3	3
156	в психологии	3	3
157	как на	11	3
158	в таком	3	3
159	во всяком	1	3
160	и отчасти	1	2
161	и то	9	2
162	по преимуществу	2	2
163	что эти	2	2
164	должна быть	2	2
165	с в	1	2
166	есть не	4	2
167	что если	6	2
168	из того	3	2
169	не имеющим	1	2
170	на них	1	2
171	между собой	2	2
172	совершенно прав	7	2
173	но как	1	2
174	точка зрения	1	2
175	друг от	2	2
176	его на	2	2
177	с этим	2	2
178	хотя и	1	2
179	целый ряд	3	2
180	и как	7	2
181	что это	8	2
182	чем больше	3	2
183	большей части	1	2
184	в этой	5	2
185	этот процесс	1	2
186	и если	6	2
187	главным образом	1	2
188	но именно	1	2
189	он не	3	2
190	в силу	3	2
191	таким образом	20	2
192	поскольку она	1	2
193	это значит	2	2
194	и с	2	2
195	выпадает на	1	2
196	заключается в	8	2
197	окажется что	1	2
198	сказывается в	1	2
199	далеко не	1	2
200	нас к	1	2
201	в своих	5	2
202	видим как	1	2
203	иначе говоря	1	2
204	и того	2	2
205	в эту	1	2
206	в этих	3	2
207	и сейчас	3	2
208	в котором	2	2
209	представление о	1	2
210	не к	1	2
211	или вернее	2	2
212	одном из	1	2
213	тому чтобы	1	2
214	она не	1	2
215	тогда когда	1	2
216	то окажется	1	2
217	ними и	1	2
218	на язык	1	2
219	как будто	6	2
220	именно потому	3	2
221	что на	3	2
222	к той	1	2
223	не могут	3	2
224	могут быть	8	2
225	всего в	1	2
226	одну и	1	2
227	только одно	1	2
228	имеет место	3	2
229	но по	1	2
230	которого мы	2	2
231	от друга	2	2
232	как не	1	2
233	свою очередь	1	2
234	данном случае	3	2
235	мог бы	2	2
236	во многом	1	2
237	наше внимание	2	2
238	по сравнению	4	2
239	ценность в	1	2
240	если бы	11	2
241	и поэтому	3	2
242	и та	2	2
243	и что	23	2
244	кажется что	1	2
245	в значительной	1	2
246	и во	1	2
247	к нему	1	2
248	в его	4	2
249	и можно	2	2
250	мы должны	3	2
251	в сферу	2	2
252	эти последние	1	2
253	же к	1	2
254	этот вопрос	4	2
255	в какой	1	2
256	и теперь	1	2
257	центральной и	1	2
258	не можем	4	2
259	если в	1	2
260	при помощи	1	2
261	бы совершенно	1	2
262	в одном	2	2
263	заметить что	1	2
264	в других	1	2
265	другой и	1	2
266	как же	1	2
267	в некоторых	1	2
268	на этот	3	2
269	а не	8	2
270	которое существует	2	2
271	что все	6	2
272	вместе с	12	2
273	или по	1	2
274	близко подходит	1	2
275	сравнению с	4	2
276	что же	1	2
277	ко всему	1	2
278	для понимания	1	2
279	совершенно очевидно	5	2
280	и таким	2	2
281	с мы	2	2
282	или в	6	2
283	и все	4	2
284	но еще	2	2
285	бы в	5	2
286	еще более	1	2
287	всех прочих	1	2
288	и наконец	3	2
289	исключительно в	1	2
290	же в	2	2
291	мы видим	8	2
292	а в	4	2
293	не есть	4	2
294	имеет в	1	2
295	между ними	2	2
296	другой стороны	5	2
297	частности в	1	2
298	жизни и	6	2
299	и эта	2	2
300	ту же	2	1
301	ко всем	1	1
302	и т	7	1
303	например в	1	1
304	связана с	1	1
305	исключительно к	1	1
306	не делает	1	1
307	и это	8	1
308	которая ее	1	1
309	если обратиться	1	1
310	и до	2	1
311	речь идет	1	1
312	исходит из	4	1
