N	2gram	Losev_Vlad_1	Analitik
1	не только	24	22
2	тогда как	1	20
3	и в	31	18
4	как и	4	14
5	так и	6	14
6	в этом	14	14
7	и его	7	13
8	но и	19	13
9	том что	14	12
10	в качестве	6	12
11	и не	17	12
12	в частности	2	12
13	при этом	2	11
14	то есть	3	10
15	а в	9	10
16	что в	14	9
17	может быть	6	9
18	со стороны	2	9
19	а не	1	9
20	в том	11	9
21	со своей	3	8
22	с его	11	8
23	и даже	15	8
24	по отношению	1	7
25	как раз	7	7
26	в его	12	7
27	с другой	3	7
28	во второй	1	7
29	но не	3	7
30	и самого	1	6
31	еще не	2	6
32	в этой	4	6
33	он не	10	6
34	в их	1	6
35	не в	5	6
36	к тому	3	6
37	для него	7	6
38	о том	11	6
39	в начале	3	6
40	того же	6	5
41	той же	2	5
42	мы имеем	1	5
43	в самом	2	5
44	лишь в	2	5
45	а а	4	5
46	что и	5	5
47	уже не	3	5
48	в конце	9	5
49	никогда не	9	5
50	в свою	1	5
51	прежде всего	1	5
52	я в	1	5
53	такого рода	4	5
54	в результате	2	5
55	другой стороны	3	5
56	представляет собой	1	5
57	и на	3	4
58	столь же	1	4
59	а и	1	4
60	что он	12	4
61	отнюдь не	3	4
62	в своем	4	4
63	и как	4	4
64	что по	1	4
65	и к	6	4
66	таким образом	3	4
67	в итоге	1	4
68	тем самым	2	4
69	в одном	1	4
70	имеем дело	1	4
71	не менее	2	4
72	свою очередь	1	4
73	и сам	6	4
74	внимание на	1	4
75	можно сказать	6	4
76	себя в	4	4
77	не есть	1	4
78	далеко не	1	4
79	и а	2	4
80	о чем	1	4
81	в данном	1	4
82	все же	3	4
83	едва ли	3	3
84	по его	2	3
85	который в	1	3
86	мы не	1	3
87	всех без	1	3
88	в целом	3	3
89	уже в	7	3
90	здесь не	3	3
91	но как	5	3
92	ответ на	2	3
93	что они	3	3
94	как в	3	3
95	что касается	3	3
96	из этих	2	3
97	роль в	1	3
98	тому же	2	3
99	в году	30	3
100	то же	6	3
101	в каждом	1	3
102	не будет	1	3
103	и того	1	3
104	точки зрения	2	3
105	и без	1	3
106	не столько	2	3
107	все это	5	3
108	в то	8	3
109	дело не	2	3
110	только не	1	3
111	ничего не	3	3
112	же время	4	3
113	личности в	1	3
114	указывает на	2	3
115	с ее	1	3
116	в произведении	1	3
117	так в	1	3
118	жизнь и	3	3
119	мысль о	1	3
120	именно в	1	3
121	было бы	2	3
122	дело с	1	3
123	на языке	1	3
124	во всем	4	3
125	этом отношении	1	3
126	в особенности	4	3
127	еще и	7	3
128	что не	1	3
129	не было	5	3
130	однако и	1	3
131	он и	6	3
132	его как	1	3
133	как это	7	3
134	к жизни	2	3
135	пока еще	2	3
136	известной степени	1	3
137	по поводу	12	3
138	к этому	6	3
139	только к	3	2
140	отношения к	1	2
141	самом деле	1	2
142	есть не	1	2
143	на себя	3	2
144	и он	3	2
145	в ней	1	2
146	нам представляется	3	2
147	во всех	1	2
148	со всеми	1	2
149	свою жизнь	1	2
150	в общем	3	2
151	это и	2	2
152	как к	2	2
153	и той	1	2
154	нам кажется	1	2
155	когда он	5	2
156	как уже	1	2
157	но в	12	2
158	в противоположность	1	2
159	все эти	3	2
160	в ответ	2	2
161	в тех	2	2
162	в себе	4	2
163	не могла	1	2
164	так сказать	1	2
165	на его	3	2
166	что она	2	2
167	в нем	4	2
168	о которой	3	2
169	видеть в	1	2
170	не как	1	2
171	и вот	3	2
172	о его	2	2
173	свое время	6	2
174	одной и	1	2
175	и по	8	2
176	это не	1	2
177	с самим	1	2
178	в жизни	3	2
179	а вот	1	2
180	в них	2	2
181	о которых	1	2
182	пушкина и	1	2
183	с тем	2	2
184	несмотря на	4	2
185	не мог	3	2
186	от его	1	2
187	тем не	2	2
188	даже в	2	2
189	вплоть до	1	2
190	дело в	4	2
191	одна из	1	2
192	на два	1	2
193	которого он	2	2
194	судя по	1	2
195	по своей	4	2
196	сводится к	1	2
197	в момент	2	2
198	сравнении с	1	2
199	подход к	1	2
200	в дальнейшем	8	2
201	те же	1	2
202	не с	1	2
203	поэтому в	1	2
204	об этом	7	2
205	произведения как	1	2
206	и здесь	3	2
207	любви к	1	2
208	в значительной	1	2
209	тех пор	1	2
210	можно отметить	1	2
211	один из	4	2
212	но с	1	2
213	только в	9	2
214	то в	1	2
215	который как	1	2
216	с одной	1	2
217	для всех	1	2
218	всяком случае	2	2
219	не для	1	2
220	мы можем	1	2
221	на меня	1	2
222	тем что	2	2
223	одной стороны	1	2
224	как сам	1	2
225	говорит о	1	2
226	на эту	1	2
227	что мы	2	2
228	связь с	1	2
229	не может	6	2
230	о своих	1	2
231	вместе с	3	2
232	и потому	6	2
233	по своему	3	2
234	да и	4	2
235	я с	1	2
236	этого слова	1	2
237	на пути	1	2
238	и для	2	2
239	и от	5	2
240	хотя и	4	2
241	и все	4	2
242	в сравнении	1	2
243	же в	1	2
244	хотя в	1	2
245	личности и	1	2
246	то что	18	2
247	о своем	1	2
248	сказать что	7	2
249	совершенно не	2	2
250	в свое	5	2
251	а также	5	2
252	во всяком	2	2
253	оба они	2	1
254	как известно	1	1
255	которого в	1	1
256	на самом	1	1
257	и есть	1	1
258	и до	2	1
259	на две	1	1
260	из его	4	1
261	не имеют	1	1
262	в доме	7	1
263	мы уже	7	1
264	на первом	2	1
265	что если	1	1
266	ни у	1	1
267	вопрос о	1	1
268	никак не	4	1
269	что иное	1	1
270	как было	2	1
271	в полной	2	1
272	я не	4	1
273	мы и	4	1
274	не способен	1	1
275	проведенное в	1	1
276	и был	6	1
277	во мне	2	1
278	в таком	1	1
279	с удовольствием	1	1
280	он был	14	1
281	он сам	2	1
282	иное как	1	1
283	этом и	2	1
284	всего этого	1	1
285	жениться на	1	1
286	то мы	3	1
287	итак мы	1	1
288	мы будем	2	1
289	к богу	1	1
