N	3gram	Propp_Isto_3	Dialekti
1	и т д	15	19
2	с точки зрения	1	12
3	в том что	5	7
4	можно было бы	1	4
5	с другой стороны	7	4
6	на то что	1	4
7	только то что	1	3
8	что в нем	1	3
9	может быть и	1	3
10	не может быть	1	3
11	ничего общего с	1	3
12	можно сказать что	1	3
13	на самом деле	1	2
14	до сих пор	5	2
15	точно так же	2	2
16	с одной стороны	2	2
17	мы должны считать	1	2
18	во всяком случае	2	2
19	же можно сказать	1	2
20	это и есть	1	2
21	о том что	2	2
22	и даже не	1	2
23	хотя и не	1	1
24	в чем же	1	1
25	мы имеем дело	1	1
26	а не с	1	1
27	то время как	2	1
28	и той же	1	1
29	что в данном	1	1
30	так или иначе	1	1
31	с этим я	1	1
32	т е не	1	1
33	мы уже знаем	2	1
34	то же можно	1	1
35	что человек и	1	1
36	сами по себе	1	1
37	как мы увидим	1	1
38	на самом же	1	1
39	чтобы убедиться что	1	1
40	из того что	1	1
41	ничего не говорят	1	1
42	не говорит и	1	1
43	что там где	1	1
44	в них нет	1	1
45	можно сказать о	1	1
46	не говорят о	1	1
47	к своему собственному	1	1
48	в то время	2	1
49	именно так и	1	1
50	она или не	1	1
51	мы найдем что	1	1
52	в связи с	3	1
53	таким образом и	2	1
54	самом же деле	1	1
55	однако это не	1	1
56	это мы видим	1	1
57	сих пор не	1	1
58	есть не что	1	1
59	не с живыми	1	1
60	вступить в брак	1	1
61	т д или	1	1
62	с самого начала	1	1
63	мы должны поставить	1	1
64	при известных условиях	1	1
65	что иное как	3	1
66	но все же	2	1
67	есть частный случай	1	1
68	это далеко не	1	1
69	друг от друга	1	1
70	заметить что в	1	1
71	в этих случаях	7	1
72	одной и той	1	1
73	уже знаем что	1	1
74	не что иное	3	1
75	было у него	1	1
76	тем не менее	5	1
77	друг с другом	1	1
78	если бы это	1	1
79	можно найти много	1	1
80	она не может	1	1
81	т д в	1	1
82	к тому же	2	1
