N	2gram	Medvedev_F_3	Psycholo
1	и в	27	38
2	то что	8	35
3	все время	6	30
4	в том	7	25
5	в самом	11	25
6	самом деле	16	21
7	что в	8	20
8	может быть	25	19
9	и что	3	18
10	на то	1	16
11	что она	2	16
12	точки зрения	16	16
13	в ней	5	15
14	и т	11	14
15	том что	4	14
16	если бы	12	14
17	как бы	8	14
18	потому что	7	14
19	в этом	18	13
20	в этой	2	13
21	совершенно ясно	1	13
22	не только	9	12
23	таким образом	18	12
24	было бы	6	12
25	не в	12	12
26	мы видим	1	12
27	мы увидим	2	12
28	что он	6	11
29	то же	15	10
30	в сущности	2	10
31	что это	3	10
32	и не	30	10
33	же самое	3	10
34	и все	8	10
35	увидим что	2	9
36	о которых	1	9
37	с точки	14	9
38	того чтобы	5	9
39	в двух	1	9
40	и то	1	8
41	с этим	1	8
42	все же	6	8
43	и как	4	8
44	с тем	7	8
45	как и	14	8
46	в одном	1	8
47	и это	2	8
48	но только	1	8
49	так что	1	8
50	вовсе не	28	8
51	как раз	8	8
52	для того	4	8
53	для нас	3	8
54	из этого	4	8
55	мы уже	3	7
56	с другой	6	7
57	мы можем	4	7
58	не может	24	7
59	все то	1	7
60	как мы	8	7
61	в ее	4	7
62	никак не	3	7
63	между тем	7	7
64	а не	17	7
65	а в	1	7
66	и на	3	6
67	в которых	3	6
68	как это	4	6
69	и если	1	6
70	он не	1	6
71	мы видели	4	6
72	в котором	2	6
73	тому что	3	6
74	она не	4	6
75	самого начала	1	6
76	и его	19	6
77	к тому	4	6
78	с самого	1	6
79	ясно что	3	6
80	и здесь	1	6
81	о том	4	6
82	один из	1	6
83	с одной	1	6
84	если мы	7	6
85	из них	2	6
86	так как	9	6
87	до сих	1	6
88	там где	7	6
89	он говорит	1	6
90	должна быть	3	5
91	мы не	4	5
92	время в	3	5
93	в своем	2	5
94	так сказать	5	5
95	на этом	2	5
96	с такой	2	5
97	в своей	6	5
98	т п	5	5
99	в его	7	5
100	в какой	3	5
101	но и	10	5
102	действующих лиц	2	5
103	одной стороны	1	5
104	вместе с	6	5
105	в той	3	5
106	сих пор	1	5
107	о котором	1	5
108	другой стороны	5	5
109	совершенно не	7	5
110	во всех	3	4
111	что они	5	4
112	как в	4	4
113	в целом	4	4
114	все эти	6	4
115	в себе	3	4
116	если он	1	4
117	в нем	15	4
118	при этом	8	4
119	т д	6	4
120	смысл и	4	4
121	но если	2	4
122	что этот	2	4
123	что эта	1	4
124	одна из	2	4
125	в нас	2	4
126	никогда не	5	4
127	больше чем	1	4
128	в самой	2	4
129	мы все	1	4
130	тех двух	1	4
131	и совершенно	1	4
132	в виду	3	4
133	что и	2	4
134	с той	1	4
135	только в	8	4
136	конечно не	4	4
137	не можем	2	4
138	и даже	2	4
139	и между	5	4
140	в течение	1	4
141	того что	3	4
142	и для	6	4
143	сказать что	3	4
144	ее в	3	4
145	в своих	6	4
146	должен быть	2	3
147	того же	3	3
148	и этот	1	3
149	на тему	2	3
150	совсем не	5	3
151	что как	1	3
152	где она	2	3
153	но в	6	3
154	та же	1	3
155	из этих	2	3
156	не к	1	3
157	одно и	1	3
158	бы в	6	3
159	его в	7	3
160	и тем	3	3
161	ни в	8	3
162	в них	3	3
163	в такой	2	3
164	она в	1	3
165	мы говорили	1	3
166	место в	10	3
167	бы не	2	3
168	у этих	1	3
169	в то	7	3
170	того как	1	3
171	весь этот	2	3
172	в основе	3	3
173	именно это	2	3
174	и конечно	1	3
175	и о	1	3
176	из двух	1	3
177	он был	4	3
178	из одного	2	3
179	и только	2	3
180	здесь не	2	3
181	тот же	1	3
182	которое мы	1	3
183	был бы	2	3
184	не так	1	3
185	тем что	5	3
186	то и	1	3
187	в стихах	2	3
188	в речи	1	3
189	это только	2	3
190	только для	1	3
191	но это	2	3
192	все это	7	3
193	она должна	2	3
194	она может	1	3
195	главным образом	2	3
196	такой степени	1	3
197	что под	1	3
198	прав когда	1	3
199	к этому	2	3
200	в таком	2	3
201	от этой	1	2
202	не иначе	1	2
203	отношения к	2	2
204	на самом	14	2
205	он может	2	2
206	что смысл	1	2
207	не имеют	1	2
208	все те	1	2
209	той же	3	2
210	нам в	1	2
211	совпадает с	2	2
212	оно есть	1	2
213	и столь	1	2
214	между собой	4	2
215	столь же	3	2
216	всего этого	1	2
217	что его	1	2
218	совершенно прав	1	2
219	видели что	2	2
220	в общем	2	2
221	очевидно что	2	2
222	не просто	1	2
223	всему тому	1	2
224	и чем	1	2
225	отнюдь не	8	2
226	в истории	5	2
227	в одной	5	2
228	что именно	5	2
229	цели к	1	2
230	более и	1	2
231	для поэтической	1	2
232	со своей	1	2
233	лучшем случае	1	2
234	что так	1	2
235	остановиться на	1	2
236	не могла	1	2
237	а вовсе	4	2
238	все другие	1	2
239	всех этих	2	2
240	одной и	2	2
241	и по	1	2
242	так например	1	2
243	в нее	1	2
244	и может	1	2
245	с каждой	1	2
246	не совпадает	1	2
247	из нее	2	2
248	такой же	2	2
249	автора и	1	2
250	в эту	2	2
251	и ее	6	2
252	должны были	1	2
253	и той	1	2
254	жанра и	3	2
255	но он	1	2
