N	2gram	Trubetskoy_1	FransuaR
1	и в	14	41
2	то есть	1	20
3	таким образом	11	19
4	в этом	17	15
5	как и	4	14
6	и все	1	14
7	то же	11	13
8	все эти	2	13
9	в этой	4	13
10	мы уже	2	12
11	в его	4	12
12	в себе	9	11
13	как мы	1	11
14	в том	17	11
15	прежде всего	8	11
16	так и	1	10
17	в то	10	10
18	все это	6	10
19	в своем	6	9
20	не в	4	9
21	же время	10	9
22	в качестве	3	9
23	но и	10	9
24	что в	4	9
25	но в	2	8
26	в конце	3	8
27	то что	13	8
28	и от	2	8
29	по существу	5	8
30	в нем	5	7
31	в эпоху	1	7
32	вовсе не	1	7
33	как бы	4	7
34	и не	19	7
35	ни в	2	6
36	о том	7	6
37	только в	5	6
38	это не	1	6
39	для него	6	6
40	у него	2	6
41	все они	3	6
42	и к	6	5
43	не только	9	5
44	точки зрения	11	5
45	потому что	5	5
46	всего в	1	5
47	и это	1	5
48	в ней	2	5
49	к нему	2	5
50	и у	1	5
51	что и	3	5
52	вместе с	4	5
53	так же	2	5
54	и для	6	5
55	в другое	4	5
56	а в	5	5
57	к этому	1	5
58	на место	1	4
59	место в	2	4
60	в сущности	1	4
61	и на	5	4
62	целый ряд	2	4
63	и наконец	2	4
64	что это	3	4
65	он не	5	4
66	на земле	4	4
67	но все	1	4
68	и с	7	4
69	на этой	2	4
70	должно быть	3	4
71	том что	9	4
72	одна из	3	4
73	в одну	1	4
74	из одного	1	4
75	влияние на	1	4
76	может быть	9	4
77	было бы	5	4
78	конце концов	3	4
79	все что	4	4
80	том числе	1	4
81	он может	1	3
82	и есть	2	3
83	с точки	9	3
84	с ее	1	3
85	проявляется в	2	3
86	он был	1	3
87	на них	1	3
88	во всех	5	3
89	от этого	1	3
90	выражение в	1	3
91	и те	2	3
92	при этом	5	3
93	и по	3	3
94	в мире	4	3
95	его в	4	3
96	несмотря на	3	3
97	во время	2	3
98	в своей	5	3
99	таким же	3	3
100	в их	4	3
101	оказывается что	1	3
102	тем самым	2	3
103	тем что	3	3
104	свою очередь	1	3
105	можно было	4	3
106	за то	2	3
107	что у	1	3
108	и вся	1	3
109	в свете	1	3
110	что он	6	3
111	по этому	2	3
112	из них	3	3
113	и их	1	3
114	так как	4	3
115	не на	1	3
116	не было	3	3
117	ничем не	1	3
118	в руках	1	3
119	не может	22	3
120	и потому	3	3
121	в область	1	3
122	такой же	1	3
123	но это	2	3
124	не подлежит	2	3
125	с ними	1	3
126	в свою	1	3
127	того же	1	3
128	есть и	2	3
129	жизни и	4	3
130	это в	2	3
131	ту же	1	2
132	также и	1	2
133	и то	4	2
134	на самом	6	2
135	из всех	2	2
136	есть не	1	2
137	мы не	1	2
138	в которой	1	2
139	но по	1	2
140	еще не	3	2
141	в которых	1	2
142	время в	2	2
143	а следовательно	3	2
144	а только	1	2
145	точка зрения	1	2
146	по отношению	2	2
147	не просто	2	2
148	в течение	2	2
149	в одной	1	2
150	перед нами	1	2
151	более или	4	2
152	они в	1	2
153	и вот	2	2
154	никому не	1	2
155	человека в	1	2
156	значительной степени	1	2
157	что все	3	2
158	с этим	2	2
159	которой он	4	2
160	числе и	1	2
161	что значит	1	2
162	в этих	2	2
163	весьма часто	2	2
164	все элементы	1	2
165	мы в	1	2
166	или менее	4	2
167	этой новой	1	2
168	их в	2	2
169	том и	2	2
170	его целом	1	2
171	дело в	1	2
172	и сама	1	2
173	человек может	1	2
174	следовательно и	2	2
175	и всегда	1	2
176	явление в	1	2
177	особое значение	1	2
178	прямо в	1	2
179	этом отношении	1	2
180	в области	2	2
181	нет ни	1	2
182	не знаем	1	2
183	к тому	7	2
184	не есть	3	2
185	должен быть	1	2
186	всего этого	1	2
187	в себя	1	2
188	с самого	1	2
189	в индии	1	2
190	роль в	1	2
191	на том	3	2
192	никогда не	5	2
193	на службу	1	2
194	в разных	1	2
195	это название	1	2
196	и т.д	4	2
197	в будущее	1	2
198	одного из	1	2
199	в значительной	3	2
200	и во	3	2
201	вся эта	2	2
202	бы в	1	2
203	движения в	1	2
204	в лице	1	2
205	того что	3	2
206	на которой	2	2
207	оно и	1	2
208	одной из	3	2
209	и оба	1	2
210	для всех	6	2
211	уже не	2	2
212	в большинстве	3	2
213	только на	2	2
214	большинстве случаев	2	2
215	и обратно	1	2
216	и других	1	2
217	дает ему	1	2
218	связано с	1	2
219	отношению к	1	2
220	к самому	1	2
221	связан с	1	2
222	связаны с	1	2
223	именно в	3	2
224	те кто	1	2
225	а на	1	2
226	был в	1	2
227	до конца	1	2
228	а не	2	2
229	власти и	1	2
230	в связи	1	2
231	может иметь	1	2
232	но особенно	1	2
233	из которых	5	2
234	по своему	1	2
235	в данном	7	2
236	в состоянии	1	2
237	новой и	1	2
238	или в	3	2
239	в результате	2	2
240	о котором	3	2
241	и как	3	2
242	с ним	2	2
243	ни было	1	2
244	есть то	1	2
245	благодаря этому	2	2
246	нас не	1	2
247	во всяком	9	2
248	от этой	2	1
249	отношения к	2	1
250	он считает	1	1
251	в такой	1	1
252	самом деле	7	1
253	тех же	1	1
254	это и	1	1
255	вряд ли	3	1
256	и друг	1	1
257	должна быть	2	1
258	был и	3	1
259	с таким	1	1
260	на эти	1	1
261	он как	1	1
262	так чтобы	3	1
263	а во-вторых	2	1
264	бы ни	2	1
265	они были	1	1
266	но даже	2	1
267	нем все	1	1
268	он сам	3	1
269	иное как	1	1
270	не был	1	1
271	там и	2	1
272	наиболее совершенным	1	1
273	в ее	1	1
274	при жизни	1	1
275	но не	4	1
276	бы его	2	1
277	к которой	6	1
278	значение и	1	1
279	тогда как	2	1
280	себе и	4	1
281	трудно видеть	1	1
282	друг от	2	1
283	что они	3	1
284	что хотя	1	1
285	в истории	1	1
286	что во	1	1
287	к данному	2	1
288	общую черту	1	1
289	все же	4	1
290	на отрицании	1	1
291	себе на	1	1
292	не являются	1	1
