N	2gram	Tiupa_Lite_3	Dialekti
1	не есть	1	40
2	и не	22	30
3	по себе	2	25
4	и т	1	21
5	и в	16	18
6	точки зрения	7	17
7	может быть	12	17
8	и есть	1	16
9	в нем	2	16
10	не имеет	1	15
11	так что	1	15
12	потому что	3	14
13	а не	12	14
14	не только	14	13
15	и даже	2	13
16	то что	12	13
17	что в	2	13
18	в этом	14	12
19	было бы	2	12
20	с точки	3	12
21	если бы	2	12
22	не может	8	12
23	в себе	6	11
24	что он	5	11
25	так как	1	11
26	как бы	8	11
27	это значит	1	11
28	все это	1	11
29	то же	9	10
30	несмотря на	2	10
31	что такое	1	10
32	прежде всего	3	10
33	сказать что	1	10
34	и то	1	9
35	отнюдь не	3	9
36	так и	9	9
37	это не	5	9
38	том что	8	9
39	никогда не	4	9
40	в том	12	9
41	сама по	1	8
42	но это	1	8
43	к нему	1	8
44	совершенно не	3	8
45	и как	3	7
46	то в	3	7
47	что не	2	7
48	той или	2	7
49	вовсе не	1	7
50	не просто	1	7
51	но и	14	7
52	его не	1	6
53	хотя бы	1	6
54	в чем	1	6
55	но в	3	6
56	с другой	6	6
57	и вот	2	6
58	не в	10	6
59	она не	1	6
60	в то	9	6
61	можно сказать	2	6
62	ни с	2	6
63	не было	1	6
64	говорить о	1	5
65	я не	2	5
66	и он	1	5
67	отношение к	2	5
68	общего с	1	5
69	в своем	1	5
70	все же	2	5
71	в противоположность	2	5
72	на то	2	5
73	и с	2	5
74	в этих	1	5
75	в отношении	1	5
76	в виду	1	5
77	есть только	1	5
78	не с	2	5
79	он сам	1	5
80	есть и	1	5
81	а в	5	5
82	это и	1	4
83	то это	2	4
84	как он	1	4
85	нисколько не	1	4
86	и более	1	4
87	миф и	1	4
88	и притом	1	4
89	же время	7	4
90	к тому	6	4
91	ничего общего	1	4
92	как мы	2	4
93	не могу	2	4
94	быть может	2	4
95	о том	6	4
96	и об	2	4
97	но не	4	4
98	и жизни	3	4
99	в котором	1	4
100	в конце	2	4
101	для меня	2	4
102	как раз	2	4
103	как это	3	4
104	хотя и	4	4
105	собственно говоря	1	4
106	так же	2	4
107	может и	1	4
108	другой стороны	2	4
109	отношения к	3	3
110	самом деле	3	3
111	от самого	1	3
112	есть не	1	3
113	в ней	1	3
114	мысли и	1	3
115	на самом	1	3
116	к богу	1	3
117	если в	1	3
118	все равно	1	3
119	что они	1	3
120	стороны и	2	3
121	склонность к	1	3
122	более или	1	3
123	конечно не	1	3
124	в самом	3	3
125	от бога	1	3
126	он не	1	3
127	и еще	1	3
128	содержит в	1	3
129	в них	1	3
130	должно быть	4	3
131	или менее	1	3
132	в их	1	3
133	что я	5	3
134	друг другу	1	3
135	даже в	4	3
136	тому что	1	3
137	вплоть до	2	3
138	в основе	5	3
139	случае не	1	3
140	а лишь	2	3
141	уже и	1	3
142	и всех	1	3
143	его с	1	3
144	и о	1	3
145	сознания и	2	3
146	жизнь и	1	3
147	нуждается в	1	3
148	что и	2	3
149	один из	2	3
150	но с	2	3
151	только в	7	3
152	только на	1	3
153	или иной	2	3
154	даже не	1	3
155	еще и	2	3
156	чувственное бытие	1	3
157	что для	1	3
158	ничем не	1	3
159	и потому	2	3
160	в данном	4	3
161	в его	6	3
162	и все	1	3
163	у них	1	3
164	бы в	1	3
165	еще более	1	3
166	но вот	1	3
167	отношении к	1	3
168	была бы	1	3
169	жизни и	3	3
170	для своего	2	2
171	своего реального	1	2
172	и состоит	1	2
173	вопрос о	2	2
174	мы и	2	2
175	быть в	1	2
176	нужно быть	1	2
177	себе и	1	2
178	с этим	1	2
179	что касается	1	2
180	и где	1	2
181	светом и	1	2
182	бы и	3	2
183	содержат в	1	2
184	тому же	5	2
185	если для	1	2
186	а просто	1	2
187	в первую	1	2
188	не как	2	2
189	в каждом	1	2
190	в мире	16	2
191	есть конечно	1	2
192	с другими	1	2
193	но уже	3	2
194	с этой	2	2
195	как и	5	2
196	и тогда	2	2
197	со всей	2	2
198	и при	2	2
199	в своей	7	2
200	нас не	1	2
201	во всем	1	2
202	и другого	2	2
203	в корне	1	2
204	я скажу	1	2
205	и от	1	2
206	ни было	2	2
207	образ не	1	2
208	не знает	2	2
209	не менее	2	2
210	как о	2	2
211	мысли в	1	2
212	отличное от	1	2
213	не лучше	1	2
214	и является	1	2
215	из того	2	2
216	этом отношении	5	2
217	нет ни	1	2
218	как только	1	2
219	всегда так	1	2
220	как некая	1	2
221	о которых	1	2
222	самого по	1	2
223	в другом	6	2
224	можно только	1	2
225	для этого	1	2
226	по мере	1	2
227	мы живем	1	2
228	тех кто	1	2
229	на точку	1	2
230	эти два	1	2
231	для того	2	2
232	вслед за	3	2
233	не зная	1	2
234	того что	9	2
235	что здесь	1	2
236	чем он	1	2
237	и быть	1	2
238	с ними	2	2
239	не идет	1	2
240	может оказаться	1	2
241	с одной	4	2
242	по небу	1	2
243	в качестве	5	2
244	уже не	3	2
245	и у	1	2
246	то и	1	2
247	из них	4	2
248	чего и	1	2
249	для него	2	2
