N	3gram	Berdyaev_M_2	FransuaR
1	после того как	2	4
2	в конце концов	1	4
3	с точки зрения	1	3
4	в том что	2	3
5	а следовательно и	1	2
6	по отношению к	2	2
7	жизнь и судьба	1	2
8	в этом отношении	1	2
9	и в этой	1	2
10	в значительной степени	1	2
11	как и в	2	2
12	что у него	1	2
13	по своей природе	1	1
14	в тот момент	1	1
15	что иное как	3	1
16	потому что он	2	1
17	в этом мире	1	1
18	но в нем	1	1
19	как и всегда	2	1
20	на самом деле	1	1
21	есть прежде всего	5	1
22	сам по себе	1	1
23	а также в	1	1
24	с ним как	1	1
25	но и в	1	1
26	отношения к самому	1	1
27	человек не есть	1	1
28	к человеку и	3	1
29	еще нигде не	1	1
30	но он не	1	1
31	они как и	1	1
32	не что иное	3	1
33	мы еще вернемся	2	1
34	со всеми его	1	1
35	и в этом	3	1
36	о том что	2	1
37	то же что	1	1
38	говорят о том	1	1
39	те которые были	1	1
40	есть не только	1	1
41	это не есть	1	1
42	хотя и в	1	1
43	и в словах	1	1
44	по ту сторону	1	1
45	в разных местах	1	1
46	есть не что	3	1
47	как и все	1	1
48	человека и человеческого	1	1
49	это и есть	3	1
50	не в силах	1	1
51	к которой он	1	1
52	как и во	2	1
53	именно потому что	1	1
54	еще вернемся в	1	1
55	она не имеет	2	1
56	жизни и от	1	1
57	мы увидим что	2	1
