N	3gram	Vinokur_Ku_3	VeschiIm
1	и т д	8	20
2	не может быть	3	18
3	бы то ни	1	9
4	т д и	1	7
5	т е в	1	7
6	д и т	1	7
7	по крайней мере	1	6
8	в том что	8	6
9	в чем же	1	5
10	в свою очередь	1	5
11	тем не менее	9	5
12	с точки зрения	16	4
13	было бы и	1	4
14	не только в	3	4
15	то же время	1	4
16	от того что	2	4
17	в то же	1	4
18	более или менее	2	3
19	в самом деле	11	3
20	что она есть	1	3
21	и в то	1	3
22	сам по себе	3	3
23	из того что	1	3
24	в собственном смысле	1	3
25	можно было бы	10	3
26	но если это	2	3
27	вместе с тем	1	3
28	если мы возьмем	1	3
29	только то что	2	3
30	само по себе	1	3
31	сама по себе	2	3
32	мы говорим что	1	2
33	это так то	1	2
34	этой точки зрения	1	2
35	мы находим в	1	2
36	а так как	1	2
37	с этой точки	1	2
38	ничего не значит	2	2
39	в данном случае	4	2
40	в первом случае	2	2
41	можно говорить о	3	2
42	что в ней	1	2
43	заключается в том	1	2
44	есть еще и	1	2
45	если это так	1	2
46	к тому что	1	2
47	это не есть	1	2
48	смысла и понимания	1	1
49	но тут же	1	1
50	я мог бы	1	1
51	и того же	2	1
52	имеется в виду	1	1
53	что она не	1	1
54	и с совершенно	1	1
55	со стороны ее	1	1
56	далеко не все	1	1
57	то ясно что	1	1
58	в этом смысле	1	1
59	есть прежде всего	1	1
60	при таких условиях	1	1
61	в этом случае	4	1
62	как раз и	2	1
63	и в той	1	1
64	до сих пор	8	1
65	и не может	1	1
66	тот или иной	2	1
67	в зависимости от	7	1
68	самом деле не	2	1
69	что он не	1	1
70	не то что	1	1
71	точка зрения на	1	1
72	перейти уже к	1	1
73	имеют в виду	1	1
74	в их конкретной	1	1
75	это и значит	2	1
76	в то или	1	1
77	не иметь никакого	1	1
78	меняется и что	1	1
79	что она сама	1	1
80	и тем не	3	1
81	ни в какой	2	1
82	может быть и	1	1
83	хотя бы и	1	1
84	ясно также что	1	1
85	что бы то	1	1
86	свой смысл и	1	1
87	потому что он	1	1
88	общем смысле этого	1	1
89	чтобы она была	1	1
90	так же как	1	1
91	есть собственно говоря	1	1
92	не потому что	1	1
93	в том чтобы	3	1
94	что есть еще	1	1
95	и о них	1	1
96	с одной стороны	4	1
97	смысле этого слова	2	1
98	и собственном смысле	1	1
99	и в этом	4	1
100	т е если	1	1
101	по природе своей	1	1
102	когда имеется в	1	1
103	т е на	2	1
104	не в том	2	1
105	той и другой	1	1
106	уже по одному	1	1
107	это не значит	1	1
108	так же просто	1	1
109	с другой стороны	3	1
110	первом случае мы	1	1
111	когда мы говорим	1	1
112	только о том	1	1
113	в чисто смысловом	1	1
114	вовсе еще не	1	1
115	и пр и	1	1
116	на вопрос о	1	1
117	может быть совершенно	1	1
118	а в том	1	1
119	т е к	2	1
120	поэтому когда мы	1	1
121	что я хочу	1	1
122	тому как в	1	1
123	от учения о	1	1
124	во всяком случае	1	1
125	мы не можем	1	1
126	и не надо	1	1
127	но также и	1	1
128	том смысле что	1	1
129	в то время	1	1
130	а потому в	1	1
131	и вместе с	1	1
132	о том что	3	1
133	же мы говорим	1	1
134	не только не	1	1
135	видно уже из	1	1
136	такой смысл который	1	1
137	и прежде всего	1	1
138	именно потому что	1	1
139	но все же	1	1
140	что самое содержание	1	1
141	одного и того	2	1
142	для того чтобы	11	1
143	конечно можно и	1	1
144	она не могла	1	1
145	в том смысле	1	1
146	тех или иных	1	1
147	ни на какие	1	1
148	самого последнего времени	1	1
149	а если мы	1	1
150	что и в	2	1
151	только тогда когда	4	1
152	до самого последнего	1	1
