N	2gram	Propp_Morf_1	Analitik
1	не только	4	22
2	тогда как	2	20
3	и в	13	18
4	как и	3	14
5	так и	6	14
6	в этом	14	14
7	и его	1	13
8	но и	4	13
9	том что	4	12
10	в качестве	5	12
11	и не	12	12
12	в частности	2	12
13	при этом	1	11
14	а в	7	10
15	как бы	3	10
16	что в	8	9
17	может быть	52	9
18	со стороны	3	9
19	а не	11	9
20	в том	6	9
21	с его	2	8
22	и даже	1	8
23	в первой	1	8
24	по отношению	4	7
25	в русской	1	7
26	как раз	1	7
27	в его	1	7
28	с другой	8	7
29	но не	4	7
30	отношению к	4	7
31	еще не	3	6
32	в этой	2	6
33	он не	3	6
34	не в	3	6
35	к тому	4	6
36	для него	1	6
37	о том	2	6
38	в начале	3	6
39	мы имеем	9	5
40	однако в	2	5
41	а а	2	5
42	в сущности	3	5
43	что и	7	5
44	между тем	5	5
45	уже не	2	5
46	прежде всего	9	5
47	не является	3	5
48	в результате	7	5
49	другой стороны	4	5
50	представляет собой	17	5
51	и на	1	4
52	а и	3	4
53	что он	4	4
54	и как	5	4
55	по пути	1	4
56	и к	4	4
57	таким образом	21	4
58	приводит к	2	4
59	в итоге	2	4
60	состоит в	2	4
61	в одном	1	4
62	не менее	5	4
63	в пределах	3	4
64	можно сказать	2	4
65	себя в	1	4
66	не есть	1	4
67	во втором	3	4
68	однако что	1	4
69	далеко не	5	4
70	о чем	1	4
71	в данном	1	4
72	все же	7	4
73	перед нами	10	4
74	по его	1	3
75	его не	1	3
76	который в	2	3
77	мы не	8	3
78	говорить о	3	3
79	в целом	3	3
80	здесь не	2	3
81	но как	2	3
82	если в	5	3
83	ответ на	1	3
84	что они	2	3
85	в рамках	1	3
86	как в	3	3
87	с этим	11	3
88	что касается	1	3
89	из этих	1	3
90	подобно тому	6	3
91	то же	7	3
92	в каждом	1	3
93	не будет	1	3
94	его в	2	3
95	ко второму	1	3
96	лишь на	2	3
97	точки зрения	2	3
98	не столько	1	3
99	целое то	1	3
100	до известной	1	3
101	в то	3	3
102	дело не	2	3
103	ничего не	4	3
104	с ее	1	3
105	данном случае	1	3
106	не должно	1	3
107	мысль о	1	3
108	путь к	2	3
109	было бы	3	3
110	дело с	1	3
111	во всем	1	3
112	этом отношении	1	3
113	были бы	1	3
114	в особенности	1	3
115	еще и	1	3
116	что не	1	3
117	однако и	1	3
118	не всегда	9	3
119	вступает в	1	3
120	как это	3	3
121	известной степени	1	3
122	кольцо с	1	3
123	к этому	3	3
124	например в	2	2
125	самом деле	4	2
126	в первом	3	2
127	уже по	1	2
128	а для	1	2
129	не от	2	2
130	во всех	4	2
131	со всеми	1	2
132	отличие от	1	2
133	это и	2	2
134	более чем	1	2
135	могли бы	1	2
