N	2gram	Vinokur_Vv_1	Psycholo
1	то что	17	44
2	и в	27	33
3	в этом	34	28
4	и что	4	25
5	как бы	5	25
6	все время	1	24
7	потому что	14	24
8	для того	21	23
9	том что	26	22
10	того чтобы	21	22
11	может быть	24	22
12	что в	11	21
13	в том	31	21
14	о том	15	20
15	что он	4	20
16	только что	4	15
17	как это	5	14
18	что это	3	13
19	таким образом	19	13
20	так же	3	13
21	и не	13	13
22	все это	6	13
23	сказать что	5	13
24	самом деле	6	12
25	в самом	12	12
26	было бы	5	12
27	все то	1	12
28	к тому	4	12
29	и все	1	12
30	так как	13	12
31	что все	1	11
32	говорит что	1	10
33	на то	1	10
34	что она	3	10
35	если бы	2	10
36	в его	10	10
37	как она	4	10
38	не может	13	10
39	то же	8	9
40	в этой	3	9
41	по себе	9	9
42	как раз	4	9
43	в конце	3	8
44	как будто	3	8
45	совершенно ясно	1	8
46	для этого	3	8
47	вместе с	6	8
48	в каком	1	8
49	в своем	3	7
50	раз в	1	7
51	не только	21	7
52	в нем	13	7
53	так что	5	7
54	до конца	3	7
55	и т	43	6
56	на самом	1	6
57	в сущности	3	6
58	в ней	3	6
59	все эти	3	6
60	в себе	4	6
61	после этого	2	6
62	и вот	3	6
63	во время	1	6
64	точки зрения	7	6
65	но он	1	6
66	тому что	2	6
67	в самой	1	6
68	когда мы	2	6
69	же самое	2	6
70	никак не	1	6
71	это не	8	6
72	мы видим	1	6
73	у него	1	6
74	а не	3	6
75	что мы	2	6
76	мы должны	1	6
77	как на	11	6
78	это и	1	5
79	мы уже	1	5
80	мы не	2	5
81	в целом	5	5
82	и на	3	5
83	только после	2	5
84	с этим	2	5
85	все же	8	5
86	и как	9	5
87	как он	6	5
88	ясно что	9	5
89	как и	5	5
90	нисколько не	3	5
91	самого начала	1	5
92	никогда не	3	5
93	и его	5	5
94	и это	6	5
95	с самого	1	5
96	и совершенно	2	5
97	казалось бы	2	5
98	с ним	1	5
99	заключается в	4	5
100	в какой	4	5
101	вовсе не	6	5
102	мы можем	2	5
103	и есть	3	4
104	той же	4	4
105	в которой	1	4
106	не то	1	4
107	говорит о	3	4
108	с именем	1	4
109	том чтобы	6	4
110	это было	1	4
111	с тем	6	4
112	и уже	3	4
113	слова и	1	4
114	в своей	4	4
115	с точки	2	4
116	одна из	2	4
117	ее с	1	4
118	а в	5	4
119	у нас	2	4
120	так например	6	4
121	как мы	9	4
122	и о	1	4
123	что у	1	4
124	можно было	7	4
125	жизнь и	1	4
126	об этом	5	4
127	исследования и	2	4
128	не просто	4	4
129	того что	12	4
130	этот вопрос	4	4
131	только в	13	4
132	и так	1	4
133	себя в	2	4
134	в жизни	1	4
135	при помощи	2	4
136	и других	3	4
137	но совершенно	1	4
138	из них	3	4
139	по поводу	1	4
140	что не	5	4
141	в частности	3	4
142	с этой	4	4
143	совершенно не	1	4
144	жизни и	2	4
145	ее в	1	4
146	это в	2	4
147	к этому	3	4
148	речь идет	2	3
149	например в	2	3
150	же как	3	3
151	и до	2	3
152	и за	1	3
153	что если	2	3
154	говорить о	3	3
155	то это	3	3
156	применительно к	2	3
157	что его	1	3
158	слова как	2	3
159	но не	7	3
160	в сторону	1	3
161	от действительности	2	3
162	сама по	3	3
163	конце концов	2	3
164	как в	1	3
165	что именно	2	3
166	увидим что	1	3
167	от этого	5	3
168	та же	1	3
169	какой бы	2	3
170	что может	3	3
171	на этом	3	3
172	в основу	2	3
173	его в	6	3
174	уже знаем	1	3
175	должен был	4	3
176	этого слова	2	3
177	ни одной	1	3
178	должно быть	2	3
179	но если	3	3
180	и сейчас	2	3
181	в которых	6	3
182	т п	5	3
183	что этот	1	3
184	в то	5	3
185	в самых	1	3
186	ли это	1	3
187	и для	4	3
188	нас от	1	3
189	так и	1	3
190	понятно что	3	3
191	это то	1	3
192	что и	3	3
193	во всей	1	3
194	том как	1	3
195	к делу	3	3
196	дело с	6	3
197	в уста	1	3
198	с одной	4	3
199	в виде	4	3
200	тому же	1	3
201	всяком случае	3	3
202	в одном	4	3
203	тем что	6	3
204	и из	1	3
205	до сих	5	3
206	но и	5	3
207	на этот	4	3
208	здесь в	1	3
209	обратиться к	1	3
210	не было	1	3
211	одной стороны	4	3
212	из которых	2	3
213	видит в	4	3
214	надо сказать	1	3
215	в той	7	3
216	смысле этого	8	3
217	рассказа в	1	3
218	да и	4	3
219	еще раз	1	3
220	сих пор	5	3
221	что оно	2	3
222	тот же	1	3
223	в своих	2	3
