N	3gram	Losev_Prob_4	Problemy
1	в то же	2	12
2	на самом деле	3	10
3	с самого начала	1	8
4	и т п	1	6
5	и в то	1	5
6	во всяком случае	4	5
7	в этом смысле	3	4
8	с точки зрения	11	4
9	бы то ни	1	4
10	то ни было	1	4
11	и прежде всего	2	4
12	по крайней мере	6	3
13	и не в	1	3
14	в братьях карамазовых	1	3
15	в конце концов	1	3
16	в романах достоевского	1	3
17	все это было	1	3
18	с другой стороны	6	3
19	может быть даже	1	3
20	в чем не	1	2
21	еще далеко не	1	2
22	в той или	7	2
23	как раз и	1	2
24	но все это	1	2
25	и не может	1	2
26	хотя бы и	2	2
27	вместе с тем	3	2
28	сама по себе	2	2
29	а может быть	1	2
30	к другому и	1	2
31	о том что	3	2
32	ни в чем	1	2
33	так и в	1	2
34	выходит за пределы	1	2
35	той или иной	11	2
36	у достоевского нет	1	2
37	тем не менее	10	2
38	к тому же	2	2
39	для этого необходимо	1	2
40	именно потому что	1	2
41	и т д	3	2
42	если бы он	1	1
43	должны были бы	1	1
44	в виду и	1	1
45	как и его	1	1
46	к самодовлению и	1	1
47	хотя и не	2	1
48	прежде всего как	1	1
49	в чем же	1	1
50	прежде всего в	1	1
51	легенда о великом	1	1
52	как и во	1	1
53	как нам кажется	1	1
54	если бы тот	1	1
55	но даже и	4	1
56	т д и	1	1
57	в редчайших случаях	2	1
58	что же касается	1	1
59	у меня в	2	1
60	в нем и	1	1
61	до сих пор	1	1
62	вообще нет ничего	1	1
63	как мы сказали	1	1
64	бы даже и	3	1
65	и в других	2	1
66	то что казалось	1	1
67	что он не	1	1
68	на самом же	2	1
69	сохранить за собой	1	1
70	в этом произведении	1	1
71	то что в	1	1
72	говорит о себе	1	1
73	всего то что	1	1
74	так как здесь	1	1
75	за то что	1	1
76	говорит что он	1	1
77	это вовсе не	1	1
78	и кажется что	1	1
79	почти никогда не	1	1
80	на первом плане	1	1
81	и то что	1	1
82	даже и не	2	1
83	к тому что	1	1
84	так же необходимо	1	1
85	в отношениях к	1	1
86	в данном случае	5	1
87	прежде всего с	1	1
88	как будто бы	2	1
89	и не было	2	1
90	и как бы	1	1
91	до того что	1	1
92	всяком случае не	1	1
93	не только для	2	1
94	братьях карамазовых в	1	1
95	одно и то	1	1
96	не в виде	1	1
97	друг к другу	1	1
98	себя но на	1	1
99	вовсе не являются	2	1
100	в себе все	1	1
101	по себе и	1	1
102	независимо от их	1	1
103	и во всяком	3	1
104	нет ни одного	1	1
105	очень далек от	1	1
106	и ни в	3	1
107	а вместе с	1	1
108	чем иным как	2	1
109	быть даже и	1	1
110	о великом инквизиторе	1	1
111	и вместе с	1	1
112	как и в	1	1
113	в свою очередь	1	1
114	не чем иным	2	1
115	но и для	1	1
116	не только не	4	1
117	друг друга но	1	1
118	ни один не	1	1
119	но все же	1	1
120	самом же деле	2	1
121	на то что	1	1
122	мы вовсе не	1	1
123	не может обойтись	2	1
124	вопрос о том	1	1
125	и больше ничего	2	1
126	вовсе не является	2	1
127	для того чтобы	2	1
128	она в то	1	1
129	в том что	8	1
130	и все эти	1	1
131	и только в	2	1
