1	в том что	5	9
2	и т д	1	8
3	не может быть	4	8
4	на то что	2	8
5	в самом деле	2	7
6	о том что	2	7
7	во всяком случае	2	6
8	в зависимости от	2	5
9	для того чтобы	3	5
10	само по себе	1	5
11	подобно тому как	3	5
12	с одной стороны	1	5
13	с другой стороны	1	5
14	как и в	1	4
15	до сих пор	2	3
16	в отличие от	2	3
17	что у него	1	3
18	в сущности говоря	1	3
19	точно так же	1	3
20	в конечном счете	1	3
21	с точки зрения	1	2
22	тем не менее	3	2
23	мы не можем	1	2
24	то же самое	2	2
25	в этом отношении	3	2
26	более или менее	1	2
27	на самом деле	1	2
28	по себе а	1	2
29	и в самом	1	2
30	состоит в том	2	2
31	в эстетике и	1	2
32	в том случае	1	2
33	тем или иным	2	2
34	в том числе	1	1
35	это все равно	1	1
36	в первом случае	3	1
37	дело в том	2	1
38	и столь же	1	1
39	существенную роль в	1	1
40	что иное как	1	1
41	и того же	1	1
42	в известном смысле	2	1
43	как и всякий	1	1
44	в одну из	1	1
45	едва ли не	1	1
46	и то что	1	1
47	он не может	1	1
48	бросается в глаза	1	1
49	одно и то	2	1
50	в связи с	2	1
51	одного и того	1	1
52	том числе и	1	1
53	то что обычно	1	1
54	столь же мало	1	1
55	не только в	6	1
56	один и тот	1	1
57	том что на	1	1
58	потому что в	1	1
59	и тот же	1	1
60	так как это	1	1
61	на этот раз	1	1
62	тем же самым	1	1
63	заключает в себе	2	1
64	каждого из нас	1	1
65	к тому же	5	1
66	бывает и в	1	1
67	не то что	1	1
68	ясно что для	1	1
69	можно сказать что	2	1
70	в нем не	1	1
71	в свою очередь	2	1
72	речь идет о	3	1
73	к жизни и	1	1
74	что и для	1	1
75	мы имеем дело	2	1
76	мы не знаем	1	1
77	случайное и бессмысленное	1	1
78	точки зрения в	1	1
79	сами по себе	2	1
80	могло бы составить	1	1
81	первом случае мы	1	1
82	том случае если	1	1
83	и то же	2	1
84	только то что	1	1
85	но для того	1	1
86	же как и	1	1
