N	3gram	Bakhtin_Pr_2	Mirosoze
1	не может быть	6	8
2	друг к другу	3	5
3	для того чтобы	1	4
4	же как и	2	3
5	до сих пор	2	3
6	так же как	3	3
7	у него нет	2	3
8	в высшей степени	1	3
9	и в этом	6	3
10	потому что она	1	3
11	в творчестве достоевского	1	3
12	у достоевского есть	1	3
13	у достоевского нет	1	2
14	что она не	1	2
15	к другу и	1	2
16	я никогда не	1	2
17	и той же	1	2
18	как и всегда	1	2
19	подобно тому как	2	2
20	которая ведет к	1	2
21	и для него	1	2
22	с самим собою	1	2
23	в братьях карамазовых	2	2
24	мы еще вернемся	1	2
25	так как он	1	2
26	в нем нет	1	2
27	все равно что	1	2
28	вот почему достоевский	1	2
29	в дневнике писателя	1	2
30	о том что	3	2
31	одной и той	1	2
32	по отношению к	8	2
33	для него нет	1	2
34	в том что	4	2
35	из подполья и	1	2
36	для него не	1	1
37	на определенный предмет	1	1
38	ли бы он	1	1
39	в образе христа	1	1
40	и ивана карамазова	1	1
41	записок из подполья	1	1
42	в нем и	1	1
43	в идиоте мышкин	1	1
44	с точки зрения	9	1
45	в этом мире	1	1
46	в своей книге	1	1
47	для него мысль	1	1
48	преступлении и наказании	2	1
49	у него есть	1	1
50	что он не	1	1
51	очень характерно для	1	1
52	в романах достоевского	5	1
53	а может быть	2	1
54	в этом отношении	2	1
55	тому как в	1	1
56	все те же	1	1
57	достоевского не только	1	1
58	во всех своих	1	1
59	в той мере	1	1
60	у достоевского все	1	1
61	на то что	2	1
62	в преступлении и	2	1
63	а не только	2	1
64	не потому что	1	1
65	преступления и наказания	1	1
66	в противоречии с	1	1
67	той мере в	1	1
68	смысле этого слова	2	1
69	так же не	1	1
70	еще вернемся в	1	1
71	в обычном смысле	1	1
72	по сравнению с	2	1
73	к нему нельзя	1	1
74	то стало быть	1	1
75	по природе своей	1	1
76	та же идея	1	1
77	что он сам	1	1
78	в xix веке	2	1
79	прошлое настоящее и	1	1
80	что у достоевского	1	1
81	их личности в	1	1
82	я не люблю	1	1
83	что у него	1	1
84	я не могу	1	1
85	мере в какой	1	1
86	хотя и в	1	1
87	если нет бессмертия	2	1
88	и в словах	1	1
89	по ту сторону	1	1
90	преступление и наказание	2	1
91	в этом есть	1	1
92	достоевского но это	1	1
93	а не о	1	1
94	но он не	1	1
95	настоящее и будущее	1	1
96	на протяжении всего	2	1
97	с самим собой	1	1
98	не может нас	1	1
99	той или иной	3	1
100	человека в исключительные	1	1
101	у нее нет	1	1
102	может нас удовлетворить	1	1
103	собственной идеи не	1	1
104	к человеку в	1	1
105	сама по себе	5	1
106	на самом деле	1	1
107	в целом мире	1	1
108	то же что	2	1
109	она не может	2	1
110	в письме к	1	1
111	что все позволено	1	1
112	над которым он	1	1
113	все это лишь	1	1
114	в конце концов	3	1
115	том что все	1	1
116	именно потому что	1	1
117	природе своей не	1	1
118	в них есть	1	1
