N	2gram	Vinokur_St_1	Dialekti
1	и не	16	30
2	т е	15	30
3	может быть	15	20
4	не только	18	19
5	и в	44	19
6	по себе	1	18
7	и т	30	17
8	а не	16	16
9	в себе	2	15
10	т д	21	15
11	что она	4	14
12	потому что	6	14
13	то что	18	14
14	в том	36	14
15	так как	5	14
16	и даже	5	14
17	как бы	4	14
18	вовсе не	19	13
19	то же	5	12
20	точки зрения	11	12
21	не просто	1	12
22	но и	10	12
23	значит что	3	12
24	и все	2	12
25	что это	4	10
26	в нем	5	10
27	ни в	3	10
28	как и	9	10
29	том что	29	10
30	сказать что	7	10
31	так и	9	10
32	это не	8	10
33	по крайней	2	9
34	никогда не	5	9
35	времени и	1	9
36	крайней мере	2	9
37	же и	4	9
38	не может	8	9
39	в этом	21	8
40	в своей	6	8
41	с точки	8	8
42	не в	12	8
43	она не	2	8
44	прежде всего	7	8
45	и то	5	7
46	время как	2	7
47	так что	6	7
48	и к	1	7
49	как это	4	7
50	и притом	1	7
51	но что	1	7
52	как будто	4	7
53	совершенно не	5	7
54	но это	6	7
55	что в	30	7
56	чтобы не	1	6
57	я не	7	6
58	но не	3	6
59	что они	7	6
60	тогда когда	1	6
61	в то	9	6
62	не могу	1	6
63	и вообще	3	6
64	и та	1	6
65	что он	10	6
66	конечно не	2	6
67	не потому	1	6
68	что не	3	6
69	того что	9	6
70	да и	3	6
71	жизни и	5	6
72	и потому	2	5
73	и это	2	5
74	должна быть	3	5
75	говорить о	2	5
76	в одну	1	5
77	же время	4	5
78	и его	8	5
79	и с	3	5
80	в виду	1	5
81	о том	17	5
82	и что	4	5
83	можно сказать	1	5
84	но как	1	5
85	что и	6	5
86	с другой	9	5
87	а именно	3	5
88	в одно	1	5
89	как раз	4	5
90	в самом	7	5
91	только в	10	5
92	и есть	1	4
93	поэзии и	1	4
94	во мне	1	4
95	еще не	3	4
96	быть в	2	4
97	самом деле	11	4
98	или иное	3	4
99	за пределы	2	4
100	в одной	1	4
101	в своем	2	4
102	все же	8	4
103	в каком-то	2	4
104	только то	1	4
105	как он	1	4
106	личность но	1	4
107	при этом	2	4
108	он не	2	4
109	же это	3	4
110	и вот	1	4
111	содержит в	1	4
112	и по	5	4
113	таким образом	7	4
114	заключается в	4	4
115	не больше	1	4
116	нисколько не	2	4
117	в одном	1	4
118	но он	2	4
119	все это	5	4
120	по своей	2	4
121	в таком	3	4
122	в каком	3	4
123	не могут	1	4
124	есть только	2	4
125	что оно	3	4
126	той или	1	4
127	без всякого	2	4
128	в ее	4	4
129	то или	3	4
130	и когда	1	4
131	ясно что	10	4
132	в другом	3	4
133	может не	2	4
134	к нему	2	4
135	и только	3	4
136	как нечто	1	4
137	уже в	2	4
138	ни с	3	4
139	одно из	2	4
140	то время	2	4
141	от того	1	4
142	в меру	1	4
143	могут быть	5	4
144	том смысле	2	4
145	быть и	2	4
146	хотя бы	6	4
147	а в	17	4
148	другой стороны	7	4
149	же как	3	3
150	это и	4	3
151	как мы	1	3
152	вопрос о	4	3
153	это время	1	3
154	думаю что	5	3
155	в чем	3	3
156	а только	1	3
157	в этой	11	3
158	с этим	3	3
159	кроме того	1	3
160	от этого	2	3
161	есть самое	1	3
162	себе как	1	3
163	это за	1	3
164	эти вопросы	3	3
165	но без	1	3
166	всех этих	2	3
167	не значит	3	3
168	об этом	3	3
169	его в	2	3
170	это было	1	3
171	было бы	17	3
172	в один	1	3
173	мы имеем	2	3
174	и уже	2	3
175	и тогда	2	3
176	но я	4	3
177	в этих	2	3
178	что такое	1	3
179	сами по	1	3
180	и более	2	3
181	что этот	2	3
182	даже в	3	3
183	можно ли	4	3
184	не менее	5	3
185	ничего не	2	3
186	в разных	1	3
187	должны быть	3	3
188	тут не	2	3
189	но только	1	3
190	то как	1	3
191	это только	1	3
192	все его	1	3
193	уже не	1	3
194	нуждается в	1	3
195	сразу же	1	3
196	же мы	1	3
197	будто бы	3	3
198	из них	8	3
199	ведь это	1	3
200	мы находим	4	3
201	бы это	2	3
202	и из	1	3
203	о котором	2	3
204	и их	2	3
205	не было	4	3
206	о чем	1	3
207	во внимание	1	3
208	мы говорим	1	3
