N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	15
2	в этом случае	1	5
3	до сих пор	1	5
4	в том что	9	5
5	тем не менее	6	5
6	как мы видели	2	5
7	что иное как	1	3
8	в данном случае	2	3
9	в связи с	8	3
10	не что иное	1	3
11	можно утверждать что	1	2
12	на нее и	1	2
13	точно так же	3	2
14	что и здесь	1	2
15	то время как	1	2
16	и то что	5	2
17	во всяком случае	6	2
18	мы имеем не	1	2
19	мы увидим ниже	1	2
20	но тем не	1	2
21	в то время	6	2
22	о том что	3	2
23	но все же	1	2
24	к тому же	1	2
25	для нас важно	1	1
26	хотя и не	2	1
27	что в этом	1	1
28	между прочим и	2	1
29	будет сказать что	1	1
30	он все же	1	1
31	в том числе	1	1
32	во многих случаях	1	1
33	можно найти много	1	1
34	другими словами здесь	1	1
35	с точки зрения	3	1
36	только то что	1	1
37	что в нем	1	1
38	никак не мог	1	1
39	так же в	1	1
40	можно было бы	2	1
41	во время своей	1	1
42	что такие явления	1	1
43	вместе с тем	1	1
44	на могилу и	1	1
45	может быть и	1	1
46	а он меня	1	1
47	уже потому что	1	1
48	в них нет	1	1
49	можно сказать о	1	1
50	не только в	2	1
51	заключается в том	2	1
52	и никому не	1	1
53	с этим в	1	1
54	а он не	1	1
55	так или иначе	3	1
56	сих пор не	1	1
57	них нет ничего	1	1
58	но вместе с	1	1
59	ты не видишь	1	1
60	и в том	1	1
61	в целом но	1	1
62	совершенно ясно и	1	1
63	разве ты не	1	1
64	в свою очередь	2	1
65	и прежде всего	1	1
66	а не с	1	1
67	ничего общего с	1	1
68	равно как и	1	1
69	не может быть	1	1
70	с самого начала	1	1
71	можно сказать что	1	1
72	также и в	1	1
73	на то что	2	1
74	после того как	2	1
75	было у него	2	1
76	может быть в	1	1
77	на этот вопрос	1	1
78	он никак не	1	1
