N	3gram	Voloshinov_1	StatiiOP
1	в том что	2	17
2	для того чтобы	1	10
3	с точки зрения	5	8
4	можно было бы	1	8
5	в этом отношении	1	7
6	на самом деле	1	6
7	в данном случае	2	6
8	с другой стороны	2	6
9	в самом деле	2	5
10	не может быть	4	5
11	и в области	1	4
12	то же время	1	4
13	в своей статье	1	4
14	того или иного	2	4
15	нужно сказать что	1	4
16	на то что	1	4
17	в то же	1	4
18	том что в	1	3
19	по отношению к	3	3
20	то или иное	1	3
21	так же как	1	3
22	ничего общего с	2	3
23	может быть и	1	2
24	вопросы связанные с	2	2
25	если бы мы	1	2
26	но в то	1	2
27	с одной стороны	2	2
28	чуть ли не	1	2
29	а также и	1	2
30	то что в	1	2
31	тем не менее	1	2
32	как и в	1	2
33	в другом месте	1	1
34	что ведь и	1	1
35	истории литературы такой	1	1
36	само собой разумеется	1	1
37	во всей полноте	1	1
38	в г в	2	1
39	этот разрыв между	1	1
40	в которых он	1	1
41	выйти за пределы	1	1
42	должно было бы	1	1
43	в зависимости от	2	1
44	существует лишь в	1	1
45	каждом отдельном случае	1	1
46	только то что	1	1
47	в каждом отдельном	1	1
48	ту или иную	1	1
49	как о системе	1	1
50	быть и речи	1	1
51	а вовсе не	1	1
52	но столь же	1	1
53	собой разумеется что	1	1
54	она ни была	1	1
55	те или иные	1	1
56	и никогда не	1	1
57	хотя бы в	1	1
58	и не может	1	1
59	хотя бы несколько	1	1
60	но не менее	1	1
61	здесь и там	1	1
62	случае и в	1	1
63	к тому что	1	1
64	в узком смысле	1	1
65	стр и в	1	1
