N	2gram	Losev_Prob_4	Istorich
1	и в	20	25
2	вместе с	5	22
3	что он	8	22
4	и т	4	20
5	т д	3	18
6	может быть	9	17
7	т е	1	16
8	мы имеем	6	14
9	не только	24	13
10	но и	14	13
11	в его	3	12
12	так как	5	11
13	уже не	5	11
14	и не	28	11
15	в этом	9	10
16	тем что	3	10
17	все же	2	10
18	и его	10	9
19	его в	2	9
20	в виде	22	9
21	с другой	7	9
22	таким образом	8	9
23	еще не	7	8
24	и на	3	8
25	все эти	16	8
26	что в	3	8
27	связи с	3	8
28	и что	2	8
29	мы видим	1	8
30	с тем	4	8
31	другой стороны	6	8
32	том что	12	8
33	в нем	5	7
34	как и	6	7
35	во время	1	7
36	представлений о	1	7
37	потому что	15	7
38	о том	5	7
39	и здесь	1	7
40	то что	15	7
41	только в	23	7
42	с одной	1	7
43	в качестве	10	7
44	при помощи	10	7
45	превращается в	1	7
46	одной стороны	1	7
47	но это	6	7
48	тот кто	1	7
49	в мифе	3	7
50	в частности	2	7
51	как в	5	6
52	это не	7	6
53	не может	5	6
54	в этих	5	6
55	не в	13	6
56	и он	2	6
57	что и	3	6
58	себя в	2	6
59	прежде всего	11	6
60	могут быть	1	6
61	или в	5	6
62	в том	20	6
63	ясно что	7	5
64	мы не	7	5
65	в ней	7	5
66	но не	5	5
67	с этим	4	5
68	что это	2	5
69	но все	3	5
70	здесь мы	3	5
71	миф о	1	5
72	не будем	2	5
73	как мы	3	5
74	в образе	1	5
75	так же	5	5
76	для нас	6	5
77	же как	1	4
78	и это	2	4
79	то же	7	4
80	мы здесь	2	4
81	в ее	5	4
82	в истории	3	4
83	его на	1	4
84	и хотя	1	4
85	в которой	2	4
86	он не	2	4
87	не как	1	4
88	что все	1	4
89	на этой	2	4
90	с другими	3	4
91	и тем	7	4
92	не всегда	1	4
93	тем не	10	4
94	не менее	10	4
95	совершенно ясно	2	4
96	в пределах	2	4
97	с ним	4	4
98	за ним	2	4
99	а именно	2	4
100	если не	3	4
101	все это	9	4
102	в связи	3	4
103	из себя	2	4
104	мы должны	3	4
105	также что	1	3
106	на себя	1	3
107	ему в	2	3
108	то это	3	3
109	что его	4	3
110	если в	1	3
111	и как	3	3
112	в целом	1	3
113	в греции	1	3
114	в этой	4	3
115	только один	2	3
116	человека в	3	3
117	но уже	1	3
118	в то	4	3
119	друг друга	2	3
120	для того	3	3
121	что при	1	3
122	того чтобы	2	3
123	на том	1	3
124	никогда не	1	3
125	и с	7	3
126	и вообще	6	3
127	есть миф	3	3
128	к нему	3	3
129	что здесь	6	3
130	и требует	1	3
131	и др	1	3
132	никто не	2	3
