N	2gram	Bakhtin_Pr_1	Literetu
1	не только	15	24
2	при этом	2	19
3	в качестве	1	17
4	но и	14	17
5	в том	8	16
6	а не	22	16
7	в частности	1	15
8	том что	7	14
9	тогда как	1	13
10	может быть	24	13
11	сознания в	1	12
12	и не	31	12
13	в этом	22	12
14	в своем	8	11
15	своего рода	1	11
16	прежде всего	7	11
17	в русской	1	10
18	такого рода	1	10
19	то что	15	10
20	в целом	6	8
21	не в	7	8
22	и в	29	8
23	только в	10	8
24	я не	3	7
25	как бы	19	7
26	в себе	7	7
27	в его	24	7
28	уже не	13	7
29	в рамках	1	6
30	как и	12	6
31	точки зрения	19	6
32	и сам	2	6
33	того что	1	6
34	связи с	2	6
35	в жизни	2	6
36	себя в	1	6
37	одним из	6	5
38	то же	14	5
39	как в	6	5
40	не столько	1	5
41	в то	10	5
42	для себя	2	5
43	искусства и	1	5
44	же время	9	5
45	же в	2	5
46	что он	8	5
47	уже в	3	5
48	не может	12	5
49	в данном	2	5
50	с этой	2	5
51	я в	1	5
52	с его	9	5
53	в своей	8	4
54	еще не	5	4
55	но не	9	4
56	в этой	4	4
57	в художественном	3	4
58	все же	9	4
59	по преимуществу	2	4
60	в случае	1	4
61	перестает быть	4	4
62	не как	14	4
63	лишь в	1	4
64	для этого	1	4
65	с миром	1	4
66	и его	14	4
67	ведет к	1	4
68	данном случае	2	4
69	никогда не	3	4
70	так и	7	4
71	чужого сознания	2	4
72	другого сознания	1	4
73	из них	1	4
74	мир в	3	4
75	в конце	6	4
76	друг друга	3	4
77	как раз	6	4
78	о себе	12	4
79	со стороны	1	4
80	это не	9	4
81	в своих	3	4
82	например в	3	3
83	как совокупность	1	3
84	и есть	2	3
85	тем же	1	3
86	исходит из	1	3
87	по отношению	8	3
88	в самом	10	3
89	с их	5	3
90	таким образом	12	3
91	той же	5	3
92	его в	6	3
93	далеко не	3	3
94	он и	5	3
95	несмотря на	6	3
96	художественного творчества	3	3
97	в их	3	3
98	но в	7	3
99	дело в	1	3
100	одна из	3	3
101	в основе	4	3
102	в области	1	3
103	к себе	2	3
104	всего в	1	3
105	в виду	1	3
106	в пределах	13	3
107	приводит к	3	3
108	культуры нового	1	3
109	один из	2	3
110	сознание в	3	3
111	потому что	8	3
112	одно из	2	3
113	при всей	1	3
114	у него	5	3
115	и даже	2	3
116	с другой	3	3
117	этом как	1	3
118	и др	5	3
119	не было	4	3
120	мира в	5	3
121	быть это	1	3
122	этой точки	1	3
123	жизни и	2	3
124	что в	8	3
125	а в	7	3
126	же и	2	3
127	во всяком	5	3
128	самом деле	6	2
