N	2gram	Tiupa_Narr_2	Problema
1	то есть	9	39
2	то что	8	38
3	вовсе не	2	37
4	и не	14	37
5	и в	13	35
6	не только	26	24
7	сказать что	3	24
8	том что	13	19
9	у нас	2	18
10	о том	5	18
11	может быть	10	18
12	в этом	13	17
13	но и	15	16
14	такого рода	12	15
15	что мы	1	14
16	только в	11	14
17	не менее	4	13
18	потому что	2	13
19	не может	8	13
20	и что	2	13
21	во всяком	1	13
22	также и	1	12
23	тем не	5	12
24	того что	6	12
25	в том	14	12
26	хотя бы	2	12
27	не просто	1	11
28	не будет	2	11
29	никак не	3	11
30	и даже	3	11
31	так что	1	11
32	прежде всего	6	11
33	что в	4	11
34	в таком	3	11
35	таком случае	1	10
36	говорить о	2	10
37	еще не	2	10
38	всяком случае	1	10
39	ничего не	6	10
40	и с	1	10
41	а не	17	10
42	в данном	10	10
43	да и	3	10
44	тем более	2	10
45	едва ли	3	9
46	в этой	4	9
47	пока еще	3	9
48	для себя	3	9
49	только на	2	9
50	что же	1	9
51	для нас	2	9
52	все же	6	8
53	есть только	1	8
54	ясно что	1	8
55	в виду	1	8
56	было бы	2	8
57	уже не	4	8
58	как раз	3	8
59	бы и	1	7
60	все эти	3	7
61	того или	3	7
62	мы не	2	7
63	тем самым	5	7
64	не имеет	2	7
65	не является	4	7
66	в конце	4	7
67	так и	9	7
68	в его	6	7
69	и т	2	6
70	есть не	1	6
71	определенного рода	1	6
72	мы и	1	6
73	с другой	5	6
74	относится к	1	6
75	но в	6	6
76	так или	1	6
77	на то	2	6
78	что все	1	6
79	можно ли	1	6
80	не о	1	6
81	как будто	1	6
82	же самое	1	6
83	другими словами	1	6
84	можно сказать	6	6
85	в виде	2	6
86	ни в	1	6
87	в области	2	6
88	или иначе	2	6
89	а именно	1	6
90	о чем	2	6
91	но это	2	6
92	и для	3	6
93	не существует	1	6
94	в то	5	6
95	то же	4	5
96	между собой	3	5
97	по своему	2	5
98	отнюдь не	4	5
99	в самом	2	5
100	в себе	8	5
101	этом смысле	1	5
102	но уже	1	5
103	как и	4	5
104	и без	1	5
105	и уж	1	5
106	и более	2	5
107	раз и	1	5
108	связи с	1	5
109	будто бы	1	5
110	той или	3	5
111	как мы	1	5
112	данном случае	6	5
113	языка и	1	5
114	можно было	2	5
115	с одной	5	5
116	одной стороны	5	5
117	или иной	3	5
118	что не	1	5
119	уже давно	1	5
120	в частности	11	5
121	так же	2	5
122	в связи	1	5
123	и все	4	5
124	или иного	3	5
125	предполагает что	1	4
126	самом деле	3	4
127	на самом	2	4
128	не вполне	2	4
129	и самого	1	4
130	но не	3	4
131	не все	2	4
132	в общем	1	4
133	в своем	6	4
134	и как	1	4
135	более или	1	4
136	что она	2	4
137	их в	1	4
138	таким образом	5	4
139	и тем	5	4
140	далеко не	5	4
141	которой он	3	4
142	на первый	1	4
143	или менее	1	4
144	в этих	1	4
145	собой и	1	4
146	на свете	1	4
147	в отношении	1	4
148	до сих	1	4
149	в каком	1	4
150	именно как	1	4
151	стороны и	1	4
152	не могут	1	4
153	и вполне	1	4
154	что при	1	4
155	и о	1	4
156	если бы	4	4
157	и здесь	2	4
158	что он	5	4
159	есть в	1	4
160	не можем	1	4
161	то и	3	4
162	представить себе	3	4
163	как же	1	4
164	тем что	1	4
165	ни о	1	4
166	если не	2	4
167	как бы	6	4
168	слова и	1	4
169	сих пор	1	4
170	все это	1	4
171	в результате	2	4
172	а в	9	4
173	гораздо более	1	4
174	это и	1	3
175	вопрос о	1	3
176	что иное	1	3
177	в нашем	2	3
178	а тем	1	3
179	что они	3	3
180	хотя и	5	3
181	могли бы	2	3
182	не являются	2	3
183	и к	6	3
184	в целом	3	3
185	бы не	1	3
186	из этих	2	3
187	в случае	2	3
188	быть только	1	3
189	при этом	14	3
190	и по	3	3
191	здесь мы	1	3
192	в слове	3	3
193	несмотря на	2	3
194	и того	3	3
195	никто не	1	3
196	тому что	3	3
197	иной раз	1	3
