N	2gram	Propp_Russ_1	Problemy
1	и в	36	43
2	и не	6	29
3	т е	17	26
4	может быть	8	23
5	как бы	5	22
6	не может	4	18
7	в пределах	1	16
8	как и	10	14
9	но и	16	14
10	и т	10	13
11	в этом	12	13
12	точки зрения	3	13
13	что он	1	13
14	в нем	2	12
15	в одном	3	12
16	слова в	3	12
17	не только	22	11
18	в каждом	2	11
19	и на	10	10
20	но в	2	10
21	как мы	10	10
22	в его	2	10
23	еще не	4	9
24	он не	1	9
25	в большинстве	2	9
26	т п	1	9
27	то же	3	8
28	с точки	3	8
29	и его	1	8
30	большинстве случаев	2	8
31	или в	2	8
32	слово в	1	8
33	перед нами	1	7
34	в то	1	7
35	слова с	1	7
36	и сам	1	7
37	а не	2	7
38	то что	6	7
39	и наконец	1	6
40	при этом	6	6
41	не как	1	6
42	в этих	3	6
43	что я	1	6
44	приводит к	3	6
45	на свой	1	6
46	в том	17	6
47	у него	2	6
48	и все	1	6
49	самом деле	1	5
50	к другому	2	5
51	и он	1	5
52	но не	2	5
53	по отношению	1	5
54	хотя и	2	5
55	в себе	1	5
56	все эти	2	5
57	на то	1	5
58	таким образом	6	5
59	и с	2	5
60	было бы	1	5
61	это слово	1	5
62	но здесь	1	5
63	о том	8	5
64	никак не	1	5
65	и что	4	5
66	к нему	1	5
67	слово с	1	5
68	мы увидим	8	5
69	так что	2	5
70	в той	1	5
71	все это	6	5
72	а в	9	5
73	отношению к	1	5
74	и до	2	4
75	мы не	6	4
76	с его	1	4
77	во всех	4	4
78	себе и	1	4
79	отличие от	1	4
80	там где	2	4
81	в своем	3	4
82	т д	9	4
83	если же	1	4
84	же не	2	4
85	в них	6	4
86	далеко не	3	4
87	во время	14	4
88	в отличие	1	4
89	их в	3	4
90	том же	2	4
91	или как	1	4
92	с другом	1	4
93	к тому	4	4
94	и это	1	4
95	с собой	4	4
96	по мере	1	4
97	этот вопрос	2	4
98	только в	4	4
99	так как	15	4
100	точек зрения	1	4
101	на этот	3	4
102	до конца	2	4
103	не на	2	4
104	то есть	3	4
105	не могут	1	4
106	друг с	1	4
107	но это	4	4
108	между ними	1	4
109	что в	19	4
110	но эти	3	4
111	также и	1	3
112	в приведенном	1	3
113	должна быть	1	3
114	мы уже	1	3
115	что если	1	3
116	в виду	1	3
117	он был	2	3
118	кроме того	1	3
119	когда он	2	3
120	и к	3	3
121	только на	3	3
122	тому же	1	3
123	чем у	2	3
124	это не	10	3
125	в жизни	2	3
126	такой же	2	3
127	и их	4	3
128	в их	4	3
129	в одно	1	3
130	она не	2	3
131	ничего не	3	3
132	слова как	1	3
133	могут быть	2	3
134	не менее	3	3
135	можно было	1	3
136	так и	7	3
137	если бы	1	3
138	с ним	2	3
139	и здесь	2	3
140	в различных	2	3
141	между тем	7	3
142	что и	7	3
143	наконец в	1	3
144	и следовательно	1	3
145	его в	1	3
146	тот же	1	3
147	и ее	1	3
148	есть в	1	3
149	уже не	6	3
150	в виде	6	3
151	тем что	4	3
152	себя и	2	3
153	он и	1	3
154	по существу	4	3
155	но для	1	3
156	все же	5	3
157	и для	2	3
158	это все	1	3
159	не знает	1	3
160	того же	1	3
161	есть и	1	3
162	ту же	1	2
163	чтобы не	1	2
164	тем же	1	2
165	не во	1	2
166	и о	1	2
167	вопрос о	1	2
168	на себя	2	2
169	бы ни	1	2
170	для наших	2	2
171	мы здесь	1	2
172	в каждой	1	2
173	и сами	1	2
174	всем этим	1	2
175	этих случаях	1	2
176	друг к	2	2
177	имеют первостепенное	1	2
178	же она	1	2
179	как в	5	2
180	с этим	2	2
181	и различные	1	2
182	целый ряд	1	2
183	и как	2	2
184	его к	2	2
185	в первом	1	2
186	та же	2	2
187	что это	3	2
188	в целом	2	2
189	из этих	4	2
190	как он	2	2
191	иногда же	1	2
192	на том	1	2
193	но все	3	2
194	а затем	1	2
195	об этом	9	2
196	из них	8	2
197	к другу	2	2
198	входит в	4	2
199	на почве	1	2
200	известно что	1	2
201	ни в	1	2
202	одна и	1	2
203	том что	19	2
204	и при	1	2
205	сам и	1	2
206	в которых	5	2
207	но эта	1	2
208	что было	1	2
209	что этот	4	2
210	иной раз	1	2
211	дело в	1	2
212	того как	5	2
213	одна из	4	2
214	и всегда	1	2
215	и без	1	2
216	тем не	3	2
217	что на	4	2
218	у нас	8	2
219	должны быть	1	2
220	здесь мы	1	2
221	для себя	1	2
222	всего этого	1	2
223	настоящее время	3	2
224	то время	1	2
225	мы наблюдаем	2	2
226	что у	2	2
227	он так	2	2
228	в образе	2	2
229	для этого	2	2
230	только так	1	2
231	не был	1	2
232	в глаза	1	2
233	от них	3	2
234	от одного	1	2
235	в форме	1	2
236	того что	4	2
237	быть и	2	2
238	и так	1	2
239	уже в	1	2
240	то и	1	2
241	же явления	1	2
242	его и	2	2
243	и та	1	2
244	может служить	1	2
245	мы можем	2	2
246	дело и	1	2
247	каждый из	1	2
248	вид что	1	2
249	и старается	1	2
250	а с	4	2
251	и др	4	2
252	что не	1	2
253	и пр	2	2
254	в руках	1	2
255	так же	3	2
256	по своему	1	2
257	в первой	1	2
258	например в	2	2
259	чтобы сделать	1	2
260	этого слова	3	2
261	между собой	2	2
262	себя на	1	2
263	в настоящее	3	2
264	для нас	6	2
265	с ними	5	2
266	сказать что	1	2
267	нет но	1	2
268	в своих	2	2
269	он пишет	1	2
270	значение в	1	2
271	в таком	1	2
272	во всяком	1	2
273	таком случае	1	1
274	на самом	2	1
275	но тем	2	1
276	и должны	1	1
277	между двумя	2	1
278	его чрезвычайно	1	1
279	собственном смысле	1	1
280	видеть в	1	1
281	жизни здесь	1	1
282	и могут	1	1
283	их и	3	1
284	или наоборот	1	1
285	же как	1	1
286	собой как	1	1
287	из своих	1	1
288	этом не	1	1
289	такое положение	1	1
290	но она	2	1
291	и тем	1	1
292	этом так	1	1
293	их к	2	1
294	ему в	1	1
295	кто же	1	1
