N	3gram	Losev_Dial_1	Analitik
1	в том что	7	7
2	с другой стороны	4	5
3	о том что	2	5
4	мы имеем дело	1	4
5	по крайней мере	4	4
6	до известной степени	1	3
7	то же время	4	3
8	той или иной	3	3
9	в то же	4	3
10	к тому же	1	3
11	в этом отношении	2	3
12	крайней мере в	1	2
13	дело в том	1	2
14	с точки зрения	12	2
15	одной и той	1	2
16	с одной стороны	2	2
17	не в самом	1	2
18	сама по себе	8	2
19	тем не менее	1	2
20	во всяком случае	2	2
21	а в том	1	2
22	можно сказать что	3	2
23	и той же	1	2
24	в сравнении с	1	2
25	и может быть	1	1
26	это уже не	1	1
27	а между тем	1	1
28	что иное как	1	1
29	в чистом виде	1	1
30	хотя и не	1	1
31	в той или	1	1
32	своего объекта и	1	1
33	а не с	1	1
34	на самом деле	2	1
35	в самом деле	1	1
36	и в особенности	1	1
37	в этом смысле	3	1
38	есть он сам	2	1
39	которое как это	1	1
40	ее до полного	1	1
41	между тем в	1	1
42	до сих пор	2	1
43	что уже на	1	1
44	что каждая из	1	1
45	что он не	2	1
46	да еще и	1	1
47	может и не	2	1
48	это далеко не	1	1
49	несмотря на свою	1	1
50	по себе а	2	1
51	что не есть	2	1
52	не есть ни	6	1
53	сам по себе	6	1
54	в том чтобы	1	1
55	к ним не	1	1
56	далеко не всегда	1	1
57	которые могли бы	1	1
58	так или иначе	1	1
59	не говорит и	1	1
60	не в том	1	1
61	уже по одному	1	1
62	в связи с	1	1
63	в полной мере	1	1
64	для того чтобы	1	1
65	имеем дело уже	1	1
66	но и к	1	1
67	есть не что	1	1
68	не может быть	3	1
69	отнюдь не является	1	1
70	само по себе	5	1
71	то что не	1	1
72	не нуждается в	3	1
73	с этой стороны	2	1
74	ничего не говорит	4	1
75	друг от друга	1	1
76	хома брут не	1	1
77	в каждом из	2	1
78	не что иное	1	1
79	дело не в	1	1
80	не есть он	2	1
