N	2gram	Medvedev_V_1	Problemy
1	и не	19	31
2	и в	26	29
3	в его	14	24
4	может быть	22	24
5	в этом	26	22
6	а не	7	22
7	т е	18	21
8	в нем	6	19
9	точки зрения	3	19
10	как бы	5	19
11	для него	8	18
12	у достоевского	1	16
13	не только	25	15
14	то что	6	15
15	то же	10	14
16	не как	1	14
17	и его	6	14
18	но и	10	14
19	в пределах	5	13
20	уже не	1	13
21	достоевского в	1	12
22	таким образом	31	12
23	как и	7	12
24	не может	17	12
25	в самом	4	10
26	этом смысле	1	10
27	в то	6	10
28	только в	7	10
29	в одном	4	10
30	героя и	1	10
31	все эти	6	9
32	с его	3	9
33	все же	5	9
34	это не	7	9
35	если бы	3	9
36	же время	5	9
37	о нем	1	9
38	идеи в	2	9
39	но не	2	9
40	в романе	4	9
41	по отношению	7	8
42	что в	10	8
43	по себе	2	8
44	в каждом	2	8
45	как не	1	8
46	в том	15	8
47	что он	4	8
48	потому что	1	8
49	в своем	8	8
50	романов достоевского	1	8
51	в своей	4	8
52	отношению к	7	8
53	а как	2	7
54	за пределы	1	7
55	и как	3	7
56	но в	2	7
57	в себе	6	7
58	самого автора	1	7
59	зрения на	1	7
60	входит в	1	7
61	с другими	2	7
62	достоевского и	2	7
63	том что	8	7
64	не в	6	7
65	вовсе не	3	7
66	она не	3	7
67	так и	5	7
68	в форме	3	7
69	прежде всего	13	7
70	мира и	3	7
71	о достоевском	1	7
72	а в	3	7
73	одним из	5	6
74	самом деле	1	6
75	так же	3	6
76	как в	1	6
77	в целом	4	6
78	что она	2	6
79	его в	3	6
80	несмотря на	1	6
81	в самой	1	6
82	могут быть	5	6
83	говорит он	1	6
84	в единстве	4	6
85	этого мира	1	6
86	достоевский в	1	6
87	в конце	3	6
88	как раз	3	6
89	и потому	2	6
90	не могут	7	6
91	все это	10	6
92	это и	6	5
93	в зависимости	6	5
94	зависимости от	5	5
95	у него	6	5
96	обычного типа	1	5
97	перед нами	4	5
98	он не	2	5
99	в плане	5	5
100	было бы	7	5
101	он и	2	5
102	или как	1	5
103	и это	1	5
104	еще не	2	5
105	с ним	1	5
106	между тем	5	5
107	именно в	2	5
108	и др	9	5
109	мира в	1	5
110	в творчестве	3	5
111	конце концов	2	5
112	во всяком	1	5
113	и т	23	4
114	в едином	1	4
115	и наконец	2	4
116	бы и	6	4
117	в этой	4	4
118	так сказать	2	4
119	не значит	1	4
120	человека в	2	4
121	или наконец	2	4
122	должно быть	2	4
123	их в	6	4
124	даже в	5	4
125	как мы	1	4
126	в процессе	16	4
127	в основе	1	4
128	от того	2	4
129	личности в	1	4
130	все то	1	4
131	в плоскости	1	4
132	но у	1	4
133	в свете	1	4
134	тем что	1	4
135	были бы	1	4
136	что и	3	4
137	как же	1	4
138	не было	7	4
139	но это	1	4
140	и для	2	4
141	в результате	5	4
142	они не	2	4
143	он может	2	3
144	например в	3	3
145	ни один	7	3
146	он сам	2	3
147	он в	1	3
148	от характера	2	3
149	себе и	2	3
150	в художественном	10	3
151	кроме того	1	3
152	и понимания	1	3
153	уже в	1	3
154	ее как	2	3
155	подобно тому	2	3
156	на почве	1	3
157	далеко не	2	3
158	все должно	1	3
159	художественного творчества	18	3
160	в их	5	3
161	тому что	6	3
162	одна из	4	3
163	на него	1	3
164	никогда не	4	3
165	как будто	1	3
166	этом отношении	13	3
167	в духе	1	3
168	отличается от	2	3
169	для его	4	3
170	если же	1	3
171	его художественного	2	3
172	только то	2	3
173	приводит к	5	3
174	все его	2	3
175	с другой	11	3
176	в них	4	3
177	романа в	1	3
178	но с	2	3
179	романа и	1	3
180	бытия в	1	3
181	но как	3	3
182	во времени	1	3
183	и у	2	3
184	всяком случае	1	3
185	ни в	1	3
186	сами по	1	3
187	т п	9	3
188	друг друга	1	3
189	автора как	1	3
190	только у	2	3
191	тому как	2	3
192	по существу	3	3
193	есть то	1	3
194	его творчества	1	3
195	сознания вообще	1	3
196	бы в	3	3
197	не дает	1	3
198	о своем	2	3
199	сказать что	5	3
200	другой стороны	8	3
201	в своих	2	3
202	как на	3	3
203	и есть	5	2
204	из его	3	2
205	п все	1	2
206	оно может	1	2
207	все те	1	2
208	бы уже	1	2
209	в которой	2	2
210	вопрос о	1	2
211	на себя	1	2
212	из которых	2	2
213	разобраться в	2	2
214	в ней	2	2
215	отношение к	1	2
216	в истории	1	2
217	толстого и	1	2
218	в той	1	2
219	с этим	3	2
220	и к	3	2
221	в противоположность	3	2
222	тут и	1	2
223	замысла и	4	2
224	на его	1	2
225	всех этих	2	2
226	материал его	1	2
227	же не	1	2
228	художественный образ	5	2
229	в музыке	1	2
230	в жизни	2	2
231	кажется что	1	2
232	ни одной	1	2
233	случайно и	1	2
234	со своими	1	2
235	выйти за	1	2
236	как целое	1	2
237	данте и	1	2
238	образ а	1	2
239	в котором	3	2
240	и благодаря	1	2
241	в которых	3	2
242	но он	1	2
243	друг другу	1	2
244	у тургенева	3	2
245	произведения в	7	2
246	зрения и	1	2
247	с которой	1	2
248	как можно	1	2
249	идеологического творчества	2	2
250	мысли в	1	2
251	самого начала	1	2
252	на себе	1	2
253	к этим	2	2
254	поэтому в	1	2
255	жизни не	1	2
256	со своим	2	2
257	связи с	4	2
258	в сознании	4	2
259	е не	1	2
260	художественную форму	2	2
261	что оно	3	2
262	данном случае	1	2
263	и что	1	2
264	художником и	1	2
265	и сам	1	2
266	что может	1	2
267	вне его	2	2
268	на вопрос	2	2
269	никак не	1	2
270	и во	1	2
271	от них	2	2
272	противоречия и	1	2
273	а потому	1	2
274	во всей	2	2
275	наконец в	1	2
276	к сознанию	1	2
277	для самого	1	2
278	как например	2	2
279	один из	5	2
280	мы видим	1	2
281	этих черт	1	2
282	сводить к	1	2
283	хотя бы	19	2
284	эти определения	1	2
285	они могут	1	2
286	и ее	4	2
287	же и	2	2
288	к идее	1	2
289	конечно не	1	2
290	ни одного	2	2
291	его сознания	1	2
292	является не	4	2
293	или даже	1	2
294	его и	1	2
295	ведь это	1	2
296	произведения и	7	2
297	не о	2	2
298	автора а	1	2
299	и даже	2	2
300	до сих	1	2
301	себя и	1	2
302	к более	1	2
303	на этот	1	2
304	самый факт	2	2
305	благодаря чему	1	2
306	что из	1	2
307	не об	2	2
308	данного произведения	3	2
309	нет ни	2	2
310	в данном	1	2
311	и идеи	1	2
312	с этой	1	2
313	него в	3	2
314	благодаря этому	1	2
315	является для	1	2
316	сих пор	1	2
317	романа с	1	2
318	можно было	2	2
319	из тех	1	2
320	как художественная	1	2
321	и от	3	2
322	бы он	1	2
323	находит свое	1	2
324	своих героев	2	2
325	же в	6	2
326	е в	2	2
327	этот вопрос	3	2
328	между ними	3	2
329	романа по	1	2
330	есть и	1	2
331	жизни и	3	2
332	заметить что	1	2
333	художественном произведении	4	1
334	смысле слова	2	1
335	этого в	1	1
336	же как	2	1
337	в движение	1	1
338	художественного произведения	6	1
339	тон и	1	1
340	становится в	1	1
341	проблемы в	1	1
342	выражения в	1	1
343	получает в	2	1
344	художественных произведений	1	1
345	замысел его	1	1
346	сразу и	1	1
347	же по	1	1
348	также что	2	1
349	противном случае	2	1
350	видеть в	2	1
351	образа с	1	1
352	собою в	1	1
353	его не	3	1
354	их и	4	1
355	который в	1	1
356	со всех	1	1
357	этому плану	1	1
358	конструктивных элементов	1	1
359	единство и	1	1
360	является уже	1	1
361	именно к	1	1
362	на эти	2	1
363	время как	1	1
364	одного дня	1	1
365	но даже	3	1
366	по замыслу	1	1
367	этом плане	1	1
368	не способен	1	1
369	и он	2	1
370	формы в	1	1
371	основе этого	1	1
372	меньшей степени	2	1
373	достоевском по	1	1
374	и мира	1	1
375	является таким	1	1
376	во всех	6	1
377	как если	1	1
378	своей работе	1	1
379	он говорит	5	1
380	а только	1	1
381	явлений и	3	1
382	ответ на	1	1
383	в качестве	11	1
384	а и	1	1
385	творчество не	1	1
386	нет и	3	1
387	и достоевский	2	1
388	в свои	1	1
389	что они	3	1
390	сама по	1	1
391	к сожалению	2	1
392	относится к	2	1
393	которые не	1	1
394	вот как	4	1
395	своем творчестве	3	1
396	стороны и	2	1
397	в процесс	1	1
398	отдельные этапы	1	1
399	в противном	2	1
400	конкретные художественные	1	1
401	свою внутреннюю	1	1
402	хотя и	2	1
403	и художественного	3	1
404	более или	6	1
405	художественный замысел	1	1
406	видения мира	1	1
407	в логике	1	1
408	идей в	2	1
409	не приходится	2	1
410	бы с	1	1
411	его содержания	1	1
412	у каждого	1	1
413	из этих	7	1
414	ни одна	2	1
415	в известном	1	1
416	элементов в	1	1
417	всего необходимо	1	1
418	этого образа	1	1
419	достоевского таким	1	1
420	имеем в	1	1
421	в философии	4	1
422	замысел как	1	1
423	как он	2	1
424	но на	1	1
425	и если	1	1
426	идей и	3	1
427	не следует	8	1
428	в статье	4	1
429	время и	1	1
430	планов его	1	1
431	только материал	1	1
432	может протекать	1	1
433	эту задачу	1	1
434	что должно	1	1
435	и еще	1	1
436	первой части	1	1
437	мыслит и	1	1
438	в начале	1	1
439	мы полагаем	1	1
440	и наглядно	1	1
441	эта способность	2	1
442	процессе этого	1	1
443	в творческом	2	1
444	и по	3	1
445	его можно	1	1
446	плана и	2	1
447	в работе	3	1
448	неизбежно приходит	1	1
449	что все	3	1
450	об этом	9	1
451	из них	9	1
452	них не	4	1
453	лишь в	2	1
454	ее нельзя	1	1
455	знает что	1	1
456	заключается в	2	1
457	то все	1	1
458	роль в	4	1
459	приходит в	1	1
460	к области	1	1
461	для них	1	1
462	мы имеем	3	1
463	т д	14	1
464	не всегда	1	1
465	между собою	2	1
466	же самый	1	1
467	говорит достоевский	1	1
468	потому и	1	1
469	сознанию и	1	1
470	роль и	1	1
471	себе все	1	1
472	художник как	2	1
473	или менее	6	1
474	целом т	1	1
475	или точнее	1	1
476	взгляд на	1	1
477	почти не	1	1
478	знает и	1	1
479	часто не	2	1
480	не столько	2	1
481	на свою	1	1
482	как совокупность	1	1
483	что говорит	3	1
484	признать что	1	1
485	строго говоря	1	1
486	значение для	1	1
487	диалектического развития	2	1
488	является только	1	1
489	искусства не	2	1
490	одном из	3	1
491	индивидуальности таким	1	1
492	есть его	1	1
493	образом и	1	1
494	не его	1	1
495	по крайней	2	1
496	д наконец	1	1
497	в устах	1	1
498	радости и	1	1
499	воли является	1	1
500	и синтеза	1	1
501	которые обычно	2	1
502	и многих	1	1
503	и художественной	1	1
504	и отсюда	1	1
505	например не	2	1
506	не имеет	1	1
507	ними не	1	1
508	определяет как	1	1
509	материала в	1	1
510	в авторской	3	1
511	и имеет	1	1
512	замысел а	1	1
513	наблюдений над	1	1
514	иметь в	2	1
515	того чтобы	3	1
516	та или	1	1
517	не могло	1	1
518	может только	1	1
519	только не	2	1
520	из него	1	1
521	и весь	2	1
522	или иная	1	1
523	показывает как	2	1
524	на этом	1	1
525	автор не	1	1
526	вот что	9	1
527	даже самая	2	1
528	так то	1	1
529	своего творчества	3	1
530	то это	2	1
531	в области	2	1
532	в каком	1	1
533	у нас	2	1
534	одно и	1	1
535	из элементов	2	1
536	искусства и	1	1
537	лежит в	1	1
538	единства в	1	1
539	я бы	2	1
540	же самое	2	1
541	об одном	1	1
542	должны быть	2	1
543	одну и	1	1
544	для такого	1	1
545	к тому	4	1
546	они и	1	1
547	как идеи	1	1
548	в каждой	1	1
549	романтического типа	1	1
550	должен быть	4	1
551	весь роман	1	1
552	но только	1	1
553	свою очередь	1	1
554	как один	1	1
555	здесь не	1	1
556	в ее	4	1
557	личности и	1	1
558	восприятия и	2	1
559	он определяет	1	1
560	от обычного	1	1
561	своих романов	1	1
562	его творческой	1	1
563	то время	1	1
564	что у	2	1
565	в другом	2	1
566	чего он	1	1
567	в нескольких	1	1
568	как обычное	1	1
569	действительности он	1	1
570	форму его	1	1
571	художественной структуры	2	1
572	наташи ростовой	1	1
573	остается только	1	1
574	тема произведения	1	1
575	по сравнению	1	1
576	понятно что	1	1
577	является в	1	1
578	для этого	1	1
579	творчества они	1	1
580	даже не	2	1
581	образом в	3	1
582	в виду	4	1
583	вот это	2	1
584	и художественная	1	1
585	познания и	4	1
586	к каждому	1	1
587	другом месте	2	1
588	о том	10	1
589	и та	1	1
590	говорит об	2	1
591	и миром	1	1
592	утверждает что	3	1
593	эти планы	1	1
594	можно сказать	4	1
595	этих идей	1	1
596	часто вопреки	1	1
597	нет это	1	1
598	мере для	1	1
599	того как	1	1
600	материалом но	1	1
601	не отличается	1	1
602	творчества в	7	1
603	толстого в	3	1
604	отметить что	2	1
605	художников слова	1	1
606	крайней мере	2	1
607	тенденция его	1	1
608	как художественное	1	1
609	ставил и	1	1
610	если это	1	1
611	действительности если	1	1
612	того что	3	1
613	большей или	3	1
614	действительности не	1	1
615	и изобразить	2	1
616	быть и	1	1
617	оно и	1	1
618	или меньшей	3	1
619	согласиться с	1	1
620	одной из	1	1
621	что даже	2	1
622	явления в	2	1
623	в какой	1	1
624	образом даже	2	1
625	то в	1	1
626	целого и	1	1
627	сюжетов и	2	1
628	и так	1	1
629	видеть мир	2	1
630	по этому	9	1
631	плане и	1	1
632	вот почему	4	1
633	с нею	2	1
634	не все	1	1
635	и чисто	1	1
636	слова не	1	1
637	и лежит	1	1
638	и других	1	1
639	плана в	2	1
640	произведения не	2	1
641	к творчеству	1	1
642	следует что	1	1
643	себе в	1	1
644	и их	3	1
645	могло бы	2	1
646	не выражается	1	1
647	не для	1	1
648	удобства и	1	1
649	ему принадлежит	1	1
650	к ним	1	1
651	при всей	2	1
652	может служить	1	1
653	но что	1	1
654	дело и	1	1
655	и никогда	1	1
656	того или	2	1
657	это было	1	1
658	нее не	1	1
659	перейти к	1	1
660	для того	3	1
661	нет нужды	1	1
662	у которого	1	1
663	в особенности	2	1
664	для художника	5	1
665	приходится признать	1	1
666	развития в	1	1
667	основная тенденция	1	1
668	как у	2	1
669	чисто технические	1	1
670	каждом отдельном	2	1
671	материалов и	1	1
672	а именно	1	1
673	вообще и	2	1
674	человека а	1	1
675	он это	1	1
676	и быть	2	1
677	к его	2	1
678	что не	3	1
679	в живом	1	1
680	что для	3	1
681	полагаем что	1	1
682	такое понимание	2	1
683	эти идеи	1	1
684	через это	2	1
685	не создает	1	1
686	литературное произведение	1	1
687	от различных	2	1
688	и самый	1	1
689	зависит от	2	1
690	жизнь в	1	1
691	исключительное значение	1	1
692	для их	1	1
693	действительности как	1	1
694	что мы	2	1
695	своей индивидуальности	1	1
696	если не	1	1
697	художественные единства	1	1
698	или другого	1	1
699	в частности	11	1
700	вступает с	1	1
701	творческой работы	1	1
702	и особенно	1	1
703	своей социальной	1	1
704	идеологического романа	1	1
705	от других	1	1
706	предисловии к	1	1
707	сравнению с	1	1
708	лежат в	1	1
709	в чистом	1	1
710	сознания при	1	1
711	типа как	1	1
712	наконец и	1	1
713	бы его	1	1
714	художника ведь	1	1
715	в состоянии	1	1
716	и менее	1	1
717	в художественную	1	1
718	слова и	1	1
719	все зависит	1	1
720	в основном	5	1
721	бытием и	1	1
722	внутреннюю логику	2	1
723	например у	2	1
724	положение его	1	1
725	него был	1	1
726	в книге	2	1
727	в более	1	1
728	в сферу	1	1
729	в единый	1	1
730	так будто	1	1
731	единой и	1	1
732	мы только	1	1
733	человека это	1	1
734	ими самими	1	1
735	сознания в	1	1
736	ее и	1	1
737	художественное творчество	6	1
738	и все	1	1
739	у них	2	1
740	в большей	2	1
741	романы достоевского	1	1
742	концепции но	1	1
743	первая основная	1	1
744	будто бы	2	1
745	только что	4	1
746	все они	2	1
747	ее в	4	1
748	толстой но	1	1
749	мы видели	3	1
750	в искусстве	6	1
751	непосредственно как	1	1
752	всего человека	1	1
753	лишь те	1	1
754	а о	2	1
755	в свою	1	1
756	это в	1	1
757	о творчестве	2	1
758	и цельной	1	1
759	от всех	1	1
760	этой проблемы	3	1
761	совершенно не	1	1
762	их он	1	1
763	сознания на	1	1
764	бы быть	1	1
765	или иного	1	1
766	его произведений	2	1
767	что действие	2	1
768	и повести	1	1
769	на своем	1	1
770	произведений но	1	1
771	это главное	1	1
772	всей полноты	1	1
773	к этой	1	1
774	и другие	1	1
775	случае если	1	1
776	над отдельными	1	1
777	своей работы	1	1
778	к этому	9	1
779	в таком	1	1
780	этой точки	2	1
781	или наоборот	1	1
