N	3gram	Kanaev_Sov_1	Problema
1	в настоящее время	2	16
2	тем не менее	2	12
3	во всяком случае	2	10
4	в этом случае	1	7
5	по крайней мере	1	6
6	в этом смысле	1	5
7	в данном случае	1	5
8	с одной стороны	1	5
9	в связи с	1	5
10	то же самое	2	5
11	до сих пор	1	4
12	тот или иной	1	4
13	в то же	1	4
14	в том что	1	4
15	что иное как	1	3
16	одной стороны и	1	3
17	и в этом	1	3
18	не может быть	4	3
19	в этой области	1	3
20	есть не что	1	3
21	те или иные	1	3
22	это значит что	1	3
23	не что иное	1	3
24	и есть то	1	2
25	и той же	1	2
26	на самом деле	1	2
27	всяком случае не	1	2
28	в самом деле	1	2
29	с самого начала	3	2
30	сами по себе	1	2
31	бы то ни	1	2
32	а может быть	1	2
33	можно было бы	1	2
34	но если мы	1	2
35	может быть только	1	2
36	по самому своему	1	2
37	в том случае	1	2
38	может быть и	2	2
39	и тот же	1	2
40	говорить только о	1	2
41	когда мы говорим	1	2
42	в себе в	1	2
43	один и тот	1	2
44	одной и той	1	2
45	и ни в	1	2
46	и прежде всего	1	2
47	каждая из этих	1	1
48	не может не	3	1
49	а в конце	1	1
50	но только не	1	1
51	самого начала мы	1	1
52	для чего же	1	1
53	в обратном порядке	1	1
54	он может быть	1	1
55	и не может	1	1
56	только ничего не	1	1
57	в зависимости от	4	1
58	представление о том	1	1
59	то нет и	1	1
60	не будет ли	1	1
61	сказать несколько слов	1	1
62	тот или другой	1	1
63	и в то	1	1
64	ясно что при	1	1
65	так же как	1	1
66	можем ли мы	1	1
67	то ни было	1	1
68	мы не знаем	1	1
69	собою ясно что	1	1
70	в известном смысле	1	1
71	и ничего не	1	1
72	в одном случае	1	1
73	какой бы то	1	1
74	все более и	1	1
75	и в настоящее	1	1
76	что же это	3	1
77	другое дело если	1	1
78	но тем не	1	1
79	мы не можем	6	1
80	то ни другое	1	1
81	не только ничего	1	1
82	но отнюдь не	1	1
83	более и более	1	1
84	той или иной	1	1
85	но все же	1	1
86	же это за	2	1
87	ни о каком	1	1
88	ни то ни	1	1
89	нельзя говорить о	1	1
90	том случае когда	1	1
91	может не быть	1	1
92	и не можем	1	1
93	по многим вопросам	1	1
94	в свое время	1	1
95	само собою ясно	1	1
