N	4gram	Voloshinov_1	Marksizm
1	в то же время	7	8
2	но в то же	2	5
3	одного и того же	1	4
4	одно и то же	3	3
5	в точном смысле этого	2	3
6	точном смысле этого слова	2	3
7	и то же слово	2	2
8	как мы уже знаем	1	2
9	в собственном смысле слова	1	2
10	связь с жизненной идеологией	1	2
11	с нашей точки зрения	1	2
12	салонной болтовне где все	1	1
13	определенных типах жанровых завершений	1	1
14	реплики случайно собравшиеся разнородные	1	1
15	иначе начинают кончают и	1	1
16	внешнее выражение которое непосредственно	1	1
17	мужа и жены брата	1	1
18	и сестры совершенно иначе	1	1
19	завершения вырабатывается в беседе	1	1
20	с жизненной идеологией питаются	1	1
21	зависит как от ближайшей	1	1
22	формы жизненного общения так	1	1
23	вопрос о происхождении языка	1	1
24	и тем же языком	1	1
25	и строят заявления и	1	1
26	жизненной идеологией жизненная идеология	1	1
27	нуждается во внутренней речи	1	1
28	совершенно особый тип жанрового	1	1
29	жены брата и сестры	1	1
30	жанрового завершения выработан в	1	1
31	переживание с самого начала	1	1
32	продолжает и уясняет направление	1	1
33	во внутренней речи во	1	1
34	в беседе мужа и	1	1
35	ею во всех своих	1	1
36	питаются ее соками и	1	1
37	брата и сестры совершенно	1	1
38	типах жанровых завершений в	1	1
39	житейский жанр укладывается в	1	1
40	отражением его типа структуры	1	1
41	или как просьбу как	1	1
42	эти сложившиеся идеологические продукты	1	1
43	каждый наш поступок действие	1	1
44	твердой и постоянной линии	1	1
45	и заложенные уже в	1	1
46	выражение в большинстве случаев	1	1
47	отстаивание своего права или	1	1
48	других людей так форма	1	1
49	жизненной идеологией питаются ее	1	1
50	и где основная дифференциация	1	1
51	поступок действие и каждое	1	1
52	каждое наше сознательное состояние	1	1
53	житейских жанров всюду житейский	1	1
54	легкой и ни к	1	1
55	часть социальной среды праздника	1	1
56	даже простое смутное осознание	1	1
57	разнородные люди где-нибудь в	1	1
58	праздника досуга общения в	1	1
59	внесловесную среду и трением	1	1
60	в жизненной речи можно	1	1
61	осознание какого-нибудь ощущения хотя	1	1
62	аудитория заставляют внутреннюю речь	1	1
63	в потоке речевого общения	1	1
64	людей так форма приказания	1	1
65	с ними внешних выражений	1	1
66	здесь отвечает случайным и	1	1
67	требование или как просьбу	1	1
68	в определенное внешнее выражение	1	1
69	слова о внесловесную среду	1	1
70	не может обойтись без	1	1
71	там где имеют место	1	1
72	они особенно такие как	1	1
73	завершения выработан в легкой	1	1
74	в отведенное ему русло	1	1
75	внутренней речи во внутренней	1	1
76	такие как приказание просьба	1	1
77	ею и определяется ею	1	1
78	словесным ответом других участников	1	1
79	между внутренним и внешним	1	1
80	и женщины здесь вырабатываются	1	1
81	ощущения хотя бы голода	1	1
82	внешнее выражение в большинстве	1	1
83	особенно такие как приказание	1	1
84	трением слова о чужое	1	1
85	законченный вопрос восклицание приказание	1	1
86	обычно называется творческой индивидуальностью	1	1
87	да и внесловесного начала	1	1
88	жанров всюду житейский жанр	1	1
89	закрепленные бытом и обстоятельствами	1	1
90	уясняет направление внутренней речи	1	1
91	обладает определенной организацией аудитории	1	1
92	говорить лишь там где	1	1
93	бытовая ситуация обладает определенной	1	1
94	высказывания законченный вопрос восклицание	1	1
95	какого-нибудь ощущения хотя бы	1	1
96	стиле возможно просительное досадливое	1	1
97	и аудитория заставляют внутреннюю	1	1
98	вырабатывается в беседе мужа	1	1
99	женщины здесь вырабатываются особые	1	1
100	социального состава житейский жанр	1	1
101	в материале внутренней речи	1	1
102	маленьких и заведомо несерьезных	1	1
103	так а не иначе	1	1
104	всякое осознание нуждается во	1	1
105	определяется трением слова о	1	1
106	социального общения являясь идеологическим	1	1
107	только продолжает и уясняет	1	1
108	структуры цели и социального	1	1
109	и определяется ею во	1	1
110	смутное осознание какого-нибудь ощущения	1	1
111	случайно собравшиеся разнородные люди	1	1
112	и обстоятельствами формы жизненного	1	1
113	имеют место хоть сколько-нибудь	1	1
114	строят заявления и реплики	1	1
115	интонации и в зачаточном	1	1
116	ее соками и вне	1	1
117	пр другой тип завершения	1	1
118	начала самый тип завершения	1	1
119	слова о чужое слово	1	1
120	общения являясь идеологическим отражением	1	1
121	самый тип завершения этих	1	1
122	в зачаточном внутреннем стиле	1	1
123	средой ограничивается ею и	1	1
124	вопрос восклицание приказание просьба	1	1
125	речи во внутренней интонации	1	1
126	где имеют место хоть	1	1
127	заведомо несерьезных рассказов и	1	1
128	соками и вне ее	1	1
129	во всех своих внутренних	1	1
130	типы знают деревенские посиделки	1	1
131	трением слова о внесловесную	1	1
132	все они особенно такие	1	1
133	как отстаивание своего права	1	1
134	пр каждая устойчивая бытовая	1	1
135	другой тип завершения вырабатывается	1	1
136	укладывается в отведенное ему	1	1
137	к чему не обязывающей	1	1
138	тип жанрового завершения выработан	1	1
139	жанровых завершений в жизненной	1	1
140	всех значениях какие только	1	1
141	препятствиями которые оно может	1	1
142	выработан в легкой и	1	1
143	ситуация обладает определенной организацией	1	1
144	несерьезных рассказов и пр	1	1
145	типа структуры цели и	1	1
146	теми препятствиями которые оно	1	1
147	а не иначе как	1	1
148	внутреннем стиле возможно просительное	1	1
149	типичнейшие целые жизненных высказываний	1	1
150	и постоянной линии социальной	1	1
151	того или иного слова	1	1
152	социальной группы к которой	1	1
153	слово других людей так	1	1
154	мольбу о милости в	1	1
155	не что иное как	2	1
156	кончают и строят заявления	1	1
157	уже в ней интонации	1	1
158	форма приказания определяется теми	1	1
159	в большинстве случаев только	1	1
160	же время является и	1	1
161	русло социального общения являясь	1	1
162	жизненных ситуаций об определенных	1	1
163	об определенных типах жанровых	1	1
164	выражение которое непосредственно включено	1	1
165	поступком или словесным ответом	1	1
166	участников высказывания законченный вопрос	1	1
167	и реплики случайно собравшиеся	1	1
168	встретить степенью повиновения и	1	1
169	и не может быть	1	1
170	ситуаций об определенных типах	1	1
171	ответом других участников высказывания	1	1
172	здесь вырабатываются особые формы	1	1
173	и заведомо несерьезных рассказов	1	1
174	и ни к чему	1	1
175	определяется ею во всех	1	1
176	репертуаром маленьких житейских жанров	1	1
177	уверенно или робко и	1	1
178	идеологическим отражением его типа	1	1
179	в каком-нибудь учреждении и	1	1
180	внутренней и внешней речи	1	1
181	хоть сколько-нибудь устойчивые закрепленные	1	1
182	ограничивается ею и определяется	1	1
183	приказания определяется теми препятствиями	1	1
184	той социальной группы к	1	1
185	люди где-нибудь в очереди	1	1
186	случайным и неповторимым особенностям	1	1
187	являясь идеологическим отражением его	1	1
188	простое смутное осознание какого-нибудь	1	1
189	определенное внешнее выражение которое	1	1
190	тип завершения этих маленьких	1	1
191	лишь там где имеют	1	1
192	так форма приказания определяется	1	1
193	как мы видели не	1	1
194	сложившиеся идеологические продукты все	1	1
195	пр свои типы знают	1	1
196	не может быть понято	1	1
197	простом уверенно или робко	1	1
198	все время сохраняют самую	1	1
199	или словесным ответом других	1	1
200	жизненных высказываний все они	1	1
201	собравшиеся разнородные люди где-нибудь	1	1
202	чужое слово других людей	1	1
203	во внутренней интонации и	1	1
204	обязывающей салонной болтовне где	1	1
205	определенной организацией аудитории и	1	1
206	как просьбу как отстаивание	1	1
207	и неповторимым особенностям жизненных	1	1
208	свои и где основная	1	1
209	досуга общения в гостиной	1	1
210	всю совокупность жизненных переживаний	1	1
211	где-нибудь в очереди в	1	1
212	устойчивые закрепленные бытом и	1	1
213	осознание нуждается во внутренней	1	1
214	о чужое слово других	1	1
215	высказываний все они особенно	1	1
216	как приказание просьба требуют	1	1
217	и следовательно определенным репертуаром	1	1
218	и пр другой тип	1	1
219	завершение здесь отвечает случайным	1	1
220	мысли и случайные праздные	1	1
221	очереди в каком-нибудь учреждении	1	1
222	смутные недоразвитые мелькающие в	1	1
223	жанр укладывается в отведенное	1	1
224	заявления и реплики случайно	1	1
225	случаев только продолжает и	1	1
226	мужчины и женщины здесь	1	1
227	или простом уверенно или	1	1
228	в которой мы живем	1	1
229	определяется теми препятствиями которые	1	1
230	и пр свои типы	1	1
231	отведенное ему русло социального	1	1
232	жизненной речи можно говорить	1	1
233	особый тип жанрового завершения	1	1
234	знают деревенские посиделки городские	1	1
235	событие речевого взаимодействия осуществляемое	1	1
236	социальной среды праздника досуга	1	1
237	которое непосредственно включено в	1	1
238	ни к чему не	2	1
239	на то или иное	1	1
240	бытом и обстоятельствами формы	1	1
241	иначе как требование или	1	1
242	так совершенно особый тип	1	1
243	его типа структуры цели	1	1
244	то же время эти	1	1
245	жанровое завершение здесь отвечает	1	1
246	ситуация и аудитория заставляют	1	1
247	всех своих внутренних моментах	1	1
248	действие и каждое наше	1	1
249	в гостиной в мастерской	1	1
250	в очереди в каком-нибудь	1	1
251	как требование или как	1	1
252	не обязывающей салонной болтовне	1	1
253	каком-нибудь учреждении и пр	1	1
254	сколько-нибудь устойчивые закрепленные бытом	1	1
255	возможно просительное досадливое злобное	1	1
256	время сохраняют самую живую	1	1
257	свои типы знают деревенские	1	1
258	не иначе как требование	1	1
259	ведь всякое осознание нуждается	1	1
260	просительное досадливое злобное негодующее	1	1
261	общения в гостиной в	1	1
262	гостиной в мастерской и	1	1
263	следовательно определенным репертуаром маленьких	1	1
264	маленьких жизненных жанров определяется	1	1
265	вот типичнейшие целые жизненных	1	1
266	же время эти сложившиеся	1	1
267	цели и социального состава	1	1
268	среды праздника досуга общения	1	1
269	но для того чтобы	2	1
270	неповторимым особенностям жизненных ситуаций	1	1
271	заложенные уже в ней	1	1
272	в этих высших пластах	1	1
