N	2gram	Vinokur_Ku_2	Problema
1	и не	16	28
2	не только	20	24
3	только в	5	23
4	в виде	1	22
5	вовсе не	9	21
6	и в	23	20
7	в том	19	20
8	ни в	4	17
9	не просто	2	16
10	все эти	12	16
11	смысле слова	2	15
12	то что	9	15
13	потому что	25	15
14	точки зрения	14	14
15	у нас	12	14
16	было бы	15	14
17	но и	7	14
18	также и	5	13
19	перед нами	4	13
20	не в	8	13
21	даже и	2	13
22	или иной	1	13
23	в нашем	7	12
24	в себе	1	12
25	том что	11	12
26	не есть	1	12
27	с точки	8	11
28	по себе	10	11
29	прежде всего	8	11
30	подобного рода	5	11
31	как будто	2	11
32	едва ли	1	10
33	отнюдь не	4	10
34	тем не	6	10
35	и его	3	10
36	не менее	7	10
37	так и	4	10
38	в качестве	8	10
39	нашем смысле	2	10
40	есть нечто	1	9
41	в этом	18	9
42	может быть	15	9
43	и даже	2	9
44	все это	5	9
45	но в	11	8
46	таким образом	5	8
47	если бы	12	8
48	значит что	1	8
49	что он	5	8
50	в той	2	8
51	в результате	4	8
52	и все	2	8
53	во всяком	5	8
54	то же	6	7
55	мы не	1	7
56	в ней	3	7
57	еще не	5	7
58	и с	7	7
59	ясно что	5	7
60	это не	6	7
61	здесь не	3	7
62	хотя бы	9	7
63	и тем	5	7
64	есть в	3	7
65	с другой	8	7
66	именно в	3	7
67	сказать что	4	7
68	а не	10	7
69	и потому	2	7
70	такого рода	1	7
71	сам по	1	6
72	есть не	1	6
73	мы имеем	5	6
74	а только	3	6
75	при этом	2	6
76	всех этих	3	6
77	об этом	5	6
78	как и	2	6
79	в данном	4	6
80	и без	1	6
81	по крайней	6	6
82	в каком	4	6
83	в виду	3	6
84	и вообще	2	6
85	а также	3	6
86	крайней мере	6	6
87	что здесь	1	6
88	так что	1	6
89	в одно	1	6
90	по своему	1	6
91	но это	3	6
92	и от	2	6
93	для нас	4	6
94	другой стороны	7	6
95	на самом	2	5
96	но не	6	5
97	как в	3	5
98	хотя и	4	5
99	и если	2	5
100	в нем	4	5
101	да и	6	5
102	те или	1	5
103	в них	4	5
104	в этих	1	5
105	когда мы	1	5
106	и о	4	5
107	в ее	1	5
108	данном случае	2	5
109	о том	1	5
110	можно сказать	4	5
111	уже не	8	5
112	если мы	4	5
113	так как	15	5
114	то и	3	5
115	не может	9	5
116	вместе с	5	5
117	так же	4	5
118	или в	4	5
119	в целях	2	5
120	ничего общего	1	5
121	и т	39	4
122	это и	3	4
123	но даже	2	4
124	без всякого	1	4
125	кроме того	1	4
126	и есть	2	4
127	уже в	3	4
128	в этой	6	4
129	что она	3	4
130	которая является	1	4
131	с тем	2	4
132	несмотря на	5	4
133	в своей	2	4
134	всяком случае	5	4
135	в одном	1	4
136	в отношении	2	4
137	тем самым	2	4
138	отличается от	3	4
139	не имеет	4	4
140	в самой	2	4
141	указывает на	1	4
142	можно было	9	4
143	здесь как	1	4
144	никак не	3	4
145	и только	1	4
146	тем более	1	4
147	одной из	1	4
148	или иные	1	4
149	или даже	1	4
150	что не	6	4
151	с этим	3	4
152	как бы	4	4
153	однако не	4	4
154	как раз	3	4
155	тех или	1	4
156	и для	2	4
157	бы даже	1	4
158	у достоевского	1	4
159	же в	3	4
160	а в	3	4
161	в то	4	4
162	в какой	1	4
163	самом деле	9	3
164	в зависимости	4	3
165	и на	6	3
166	он был	1	3
167	но как	1	3
168	явлений и	1	3
169	же и	2	3
170	в своем	2	3
171	и к	1	3
172	бы и	4	3
173	сказать о	1	3
174	по определенному	1	3
175	вообще не	1	3
176	т д	14	3
177	или иных	1	3
178	но все	4	3
179	все подобного	1	3
180	в другом	2	3
181	того или	2	3
182	этом смысле	5	3
183	здесь нет	1	3
184	все равно	2	3
185	как это	5	3
186	связи с	3	3
187	если и	3	3
188	дело не	2	3
189	на себе	4	3
190	можно ли	4	3
191	казалось бы	3	3
192	в области	11	3
193	зависимости от	5	3
194	к тому	4	3
195	как мы	3	3
196	в буквальном	2	3
197	не выходит	1	3
198	к нему	2	3
199	том или	1	3
200	в его	5	3
201	что и	3	3
202	всякого рода	2	3
203	то для	3	3
204	конечно не	2	3
205	не обходится	1	3
206	а это	2	3
207	здесь мы	2	3
208	не так	1	3
209	для него	1	3
210	себе и	1	3
211	мы можем	1	3
212	тем что	3	3
213	для того	9	3
214	не было	4	3
215	еще и	2	3
216	меньше всего	1	3
217	если не	1	3
218	в связи	4	3
219	ни на	2	3
220	независимо от	1	3
221	из которых	3	3
222	или иного	2	3
223	а если	2	3
224	и более	2	3
225	что мы	6	3
226	только для	2	3
227	между прочим	2	3
228	понятия и	1	3
229	слова но	1	3
230	сознания и	2	3
231	и как	1	3
232	мы должны	2	3
