N	3gram	Vygotskiy__1	Freidism
1	с точки зрения	2	11
2	во всяком случае	6	7
3	не может быть	8	7
4	в самом деле	7	6
5	в зависимости от	5	4
6	на самом деле	2	4
7	можно сказать что	1	4
8	для того чтобы	5	3
9	в таком случае	2	3
10	в собственном смысле	3	3
11	к тому чтобы	3	3
12	и тот же	1	3
13	и той же	3	3
14	один и тот	1	3
15	в свою очередь	1	3
16	с самого начала	1	3
17	в конечном счете	3	3
18	одной и той	3	3
19	он не только	2	2
20	то же самое	2	2
21	то или иное	2	2
22	точку зрения на	1	2
23	до сих пор	3	2
24	в отличие от	3	2
25	по своему содержанию	1	2
26	так и в	2	2
27	не могут быть	1	2
28	благодаря тому что	2	2
29	все то что	3	2
30	в этом отношении	2	2
31	это и есть	1	2
32	с одной стороны	5	2
33	тем не менее	2	2
34	в своей основе	1	2
35	в конце концов	3	2
36	мы видели что	2	2
37	на один и	1	1
38	мы видим в	1	1
39	но прежде всего	1	1
40	для объективной психологии	2	1
41	какой степени не	1	1
42	даже тогда когда	1	1
43	уже не может	1	1
44	мы никогда не	4	1
45	а вовсе не	1	1
46	ни разу не	1	1
47	так как они	2	1
48	так как в	1	1
49	от всех других	2	1
50	со стороны формы	1	1
51	те же самые	1	1
52	что с точки	1	1
53	иметь дело с	1	1
54	другой точки зрения	1	1
55	проходят через всю	1	1
56	не было бы	2	1
57	только то что	1	1
58	в какой степени	1	1
59	расчетом чтобы вызвать	2	1
60	та психология которая	1	1
61	когда мы пытаемся	1	1
62	в основе своей	1	1
63	теми же самыми	2	1
64	и тем не	1	1
65	отнюдь не является	1	1
66	он никогда не	1	1
67	ни в какой	3	1
68	в коем случае	1	1
69	не только из	2	1
70	если же мы	1	1
71	мы полагаем что	1	1
72	тот же предмет	1	1
73	и вот это	1	1
74	того что он	1	1
75	до конца и	1	1
76	но в такой	1	1
77	ни в коем	1	1
78	мы не знаем	1	1
79	один из крупнейших	1	1
80	но вместе с	1	1
81	в себя и	1	1
82	но она не	1	1
83	как будто бы	2	1
84	по сравнению с	1	1
85	себе а в	1	1
86	приходит к выводу	1	1
87	при этом совершенно	1	1
88	и потому не	1	1
89	отличается от психологии	1	1
90	в такой же	1	1
91	там же где	2	1
92	одни и те	1	1
93	то что он	1	1
94	могут быть сведены	1	1
95	легли в основу	1	1
96	собственном смысле слова	2	1
97	мы знаем о	1	1
98	в целом ряде	2	1
99	мы все время	1	1
100	таким образом чрезвычайно	1	1
101	в более тонкой	1	1
102	а может быть	1	1
103	бросается в глаза	1	1
104	потому не может	2	1
105	если мы обратимся	1	1
106	можно определить как	1	1
107	ни в каком	1	1
108	мы не можем	2	1
109	от того что	2	1
110	тех же самых	2	1
111	в то время	5	1
112	каждого из этих	2	1
113	всяком случае в	2	1
114	коем случае не	1	1
115	момента в котором	1	1
116	не может служить	1	1
117	о том что	7	1
118	к нему и	1	1
119	к выводу что	1	1
120	не только не	3	1
121	и те же	1	1
122	и его школы	1	1
123	и в психологии	1	1
124	смысле этого слова	2	1
125	мы обратимся к	1	1
126	в этом смысле	2	1
127	в направлении к	1	1
128	с таким расчетом	3	1
129	потому что оно	1	1
130	и т д	8	1
131	таким расчетом чтобы	2	1
132	случае не может	2	1
133	в том что	9	1
134	что и в	2	1
