N	3gram	Losev_Prob_1	Vladivir
1	в том что	5	9
2	в связи с	4	8
3	во всяком случае	3	6
4	в то время	1	6
5	тем не менее	18	6
6	что же касается	3	5
7	и то что	2	5
8	как это мы	2	4
9	по крайней мере	2	4
10	в это время	1	4
11	необходимо сказать что	2	4
12	содержит в себе	7	4
13	само собой разумеется	1	3
14	дело в том	3	3
15	более или менее	3	3
16	с точки зрения	3	3
17	в то же	4	3
18	точно так же	4	3
19	у нас выше	2	3
20	на этот раз	2	3
21	в конце концов	4	3
22	так или иначе	2	3
23	то что он	3	3
24	о том что	5	3
25	никакого отношения к	1	3
26	даже больше того	1	2
27	и на этот	1	2
28	хотя и не	2	2
29	не говоря уже	2	2
30	на то что	8	2
31	в настоящее время	3	2
32	в том же	1	2
33	здесь не было	1	2
34	на первый план	1	2
35	в дальнейшем мы	1	2
36	как мы сказали	1	2
37	можно было бы	2	2
38	говоря уже о	1	2
39	вот что пишет	1	2
40	сам по себе	7	2
41	в данном случае	8	2
42	в том чтобы	1	2
43	не только в	1	2
44	так как это	1	2
45	или по крайней	1	2
46	и на его	2	2
47	а то что	1	2
48	не то что	1	2
49	заключается в том	1	2
50	мы будем говорить	1	2
51	и как мы	1	2
52	в течение всей	1	2
53	и в его	1	2
54	как мы видели	1	2
55	что иное как	2	1
56	вовсе не будет	1	1
57	уже содержит в	1	1
58	а иной раз	1	1
59	это несомненно есть	1	1
60	во что бы	1	1
61	тоже нет ничего	2	1
62	то ни стало	1	1
63	так же и	3	1
64	дальнейшем мы и	1	1
65	требует от нас	1	1
66	мы уже сказали	1	1
67	но то что	1	1
68	но даже и	1	1
69	также и в	1	1
70	то в них	1	1
71	в этом случае	2	1
72	как раз и	7	1
73	не есть простое	1	1
74	с представлением о	1	1
75	не было и	1	1
76	до сих пор	3	1
77	и никак не	1	1
78	у вас в	1	1
79	все отдельные точки	1	1
80	и в то	1	1
81	в сознании и	2	1
82	бы то ни	1	1
83	а может быть	2	1
84	не было бы	1	1
85	только то что	4	1
86	в этом отношении	1	1
87	то что в	3	1
88	мы сказали выше	1	1
89	что в нем	3	1
90	от того чтобы	1	1
91	пишет тот же	1	1
92	не о чем	2	1
93	потому что для	1	1
94	от всего прочего	1	1
95	отчет в том	1	1
96	а уже потом	3	1
97	вместе с тем	1	1
98	и тем не	8	1
99	может быть и	3	1
100	что бы то	1	1
101	и о его	1	1
102	до известной степени	1	1
103	раз и является	1	1
104	уже на первом	1	1
105	в самом начале	1	1
106	и в них	1	1
107	но в то	1	1
108	после всех этих	2	1
109	и весь предмет	2	1
110	можно сколько угодно	1	1
111	а также и	2	1
112	тоже было бы	1	1
113	и как бы	2	1
114	то время как	1	1
115	нам представляется что	1	1
116	говорить специально о	1	1
117	то что по	1	1
118	к той же	1	1
119	только в таком	1	1
120	в первую очередь	1	1
121	из них не	1	1
122	потому что если	1	1
123	и в том	1	1
124	не может быть	2	1
125	и даже вообще	2	1
126	здесь перед нами	3	1
127	находит в нем	1	1
128	научный отчет в	1	1
129	ничего общего с	7	1
130	между прочим следующее	1	1
131	раз и навсегда	1	1
132	в этом же	1	1
133	казалось бы что	1	1
134	и притом в	1	1
135	имел в виду	2	1
136	что в этой	1	1
137	связи с этим	1	1
138	мы увидим ниже	2	1
139	со всеми своими	2	1
140	это значит что	1	1
141	в самом деле	2	1
142	можно сказать что	3	1
143	только тогда когда	1	1
144	также и то	2	1
145	в этом смысле	6	1
146	как мы уже	1	1
147	то в чем	1	1
148	по этому поводу	3	1
149	что пишет тот	1	1
150	не что иное	2	1
151	это не только	1	1
152	вещь если мы	1	1
153	в сравнении с	1	1
154	никак не может	1	1
155	с которыми мы	1	1
156	для того чтобы	8	1
157	а именно в	1	1
158	взятый сам по	1	1
159	к тому же	1	1
160	и т д	10	1
