N	2gram	Medvedev_U_1	Vladivir
1	и в	14	30
2	в этом	7	20
3	то что	7	20
4	у него	1	19
5	и не	8	18
6	в том	2	18
7	и с	2	14
8	что он	2	13
9	в конце	2	13
10	не только	10	12
11	том что	2	12
12	что в	1	12
13	в его	2	11
14	сказать что	1	11
15	не было	1	10
16	и даже	1	10
17	все же	3	9
18	было бы	3	9
19	не в	2	9
20	в то	3	9
21	не может	7	9
22	для него	3	9
23	в своем	1	8
24	но в	3	8
25	что же	1	8
26	но и	4	8
27	до конца	1	7
28	то есть	1	7
29	никогда не	1	7
30	может быть	6	7
31	а не	10	7
32	и все	1	7
33	он был	1	6
34	в себе	2	6
35	об этом	1	6
36	у нас	3	6
37	только в	2	6
38	прежде всего	8	6
39	о чем	2	6
40	к этому	1	6
41	и то	3	5
42	как и	3	5
43	в своей	3	5
44	в котором	1	5
45	по себе	2	5
46	для себя	1	5
47	так и	1	5
48	и что	1	5
49	того что	1	5
50	тот же	1	5
51	он уже	1	5
52	но что	1	5
53	в течение	1	5
54	все это	5	5
55	то же	5	4
56	той же	1	4
57	в ней	1	4
58	с его	2	4
59	в которой	1	4
60	в этой	4	4
61	на его	1	4
62	в нем	1	4
63	он не	1	4
64	это было	2	4
65	по крайней	2	4
66	не есть	2	4
67	можно сказать	1	4
68	о том	1	4
69	с которыми	1	4
70	конечно не	4	4
71	крайней мере	2	4
72	но это	2	4
73	именно к	1	3
74	быть в	1	3
75	но не	2	3
76	не то	1	3
77	его на	1	3
78	более или	1	3
79	так или	1	3
80	всех этих	2	3
81	таким образом	2	3
82	должно быть	1	3
83	или менее	1	3
84	не столько	2	3
85	но он	1	3
86	в россии	4	3
87	же время	3	3
88	в области	3	3
89	он называет	1	3
90	он и	1	3
91	и это	1	3
92	впрочем не	1	3
93	что и	2	3
94	вообще в	1	3
95	уже не	1	3
96	в виде	1	3
97	а это	1	3
98	последние годы	1	3
99	даже и	2	3
100	или иначе	1	3
101	конце концов	2	3
102	в данном	1	3
103	по существу	2	3
104	и для	2	3
105	тем более	1	3
106	хотя бы	5	3
107	в таком	1	3
108	это в	1	3
109	сам по	1	2
110	не вполне	1	2
111	в самом	2	2
112	еще один	1	2
113	на то	1	2
114	это значит	1	2
115	это не	3	2
116	начала и	1	2
117	и вы	1	2
118	этого не	1	2
119	с тем	1	2
120	мы не	2	2
121	на первый	2	2
122	в их	4	2
123	их в	1	2
124	она не	1	2
125	тогда когда	1	2
126	того как	1	2
127	было у	1	2
128	само по	1	2
129	не о	3	2
130	исходить из	1	2
131	в совокупности	1	2
132	но по	1	2
133	в виду	1	2
134	данном случае	1	2
135	в последние	1	2
136	почему и	1	2
137	ничего не	2	2
138	первый план	1	2
139	о нем	1	2
140	нам представляется	2	2
141	нас в	2	2
142	его и	2	2
143	и прежде	1	2
144	что для	1	2
145	на эту	2	2
146	своем месте	1	2
147	если не	2	2
148	в частности	3	2
149	и потому	1	2
150	или по	1	2
151	в той	1	2
152	же в	1	2
153	сколько угодно	2	2
154	и своеобразным	1	1
155	одним из	2	1
156	в этот	1	1
157	и др	1	1
158	по его	1	1
159	поэзии и	1	1
160	а для	1	1
161	но даже	2	1
162	литературы и	2	1
163	в которых	1	1
164	бы то	3	1
165	не без	1	1
166	самом деле	2	1
167	своей работе	1	1
