N	2gram	Propp_Russ_2	Vladivir
1	и в	29	31
2	в году	3	30
3	не только	10	24
4	а к	2	22
5	но и	8	19
6	то что	5	18
7	и не	1	17
8	и даже	1	15
9	в этом	11	14
10	том что	22	14
11	и с	10	14
12	он был	1	14
13	что в	22	14
14	там же	12	13
15	но в	5	12
16	в его	1	12
17	что он	1	12
18	о том	9	11
19	в том	22	11
20	потому что	5	11
21	и то	2	10
22	так что	4	10
23	как мы	3	9
24	никогда не	2	9
25	в конце	1	9
26	только в	1	9
27	в течение	2	9
28	а в	9	9
29	и по	3	8
30	в москве	1	8
31	в то	2	8
32	так как	13	8
33	кроме того	2	7
34	мы уже	1	7
35	как это	4	7
36	и его	1	7
37	для него	1	7
38	об этом	2	7
39	в эти	1	7
40	уже в	1	7
41	как раз	1	7
42	е в	10	7
43	сказать что	1	7
44	то же	4	6
45	в котором	3	6
46	у нас	4	6
47	так и	1	6
48	и что	5	6
49	можно сказать	1	6
50	в качестве	3	6
51	может быть	13	6
52	и потому	1	6
53	не может	5	6
54	к этому	5	6
55	не был	2	5
56	когда он	1	5
57	на то	1	5
58	и если	1	5
59	не в	4	5
60	что и	2	5
61	но он	3	5
62	не было	2	5
63	а с	2	5
64	все это	10	5
65	видно что	2	5
66	и от	3	5
67	а также	4	5
68	с ним	1	5
69	в период	1	5
70	в своих	2	5
71	мы и	1	4
72	что его	1	4
73	совсем не	2	4
74	в этой	3	4
75	в своем	1	4
76	хотя и	1	4
77	и как	2	4
78	в этот	10	4
79	в которой	2	4
80	как он	1	4
81	в нем	1	4
82	главным образом	3	4
83	что у	1	4
84	как и	11	4
85	несмотря на	1	4
86	ни с	1	4
87	еще в	2	4
88	в своей	2	4
89	и вообще	1	4
90	а а	8	4
91	дело в	1	4
92	к ней	2	4
93	во всем	2	4
94	к нему	4	4
95	по своей	1	4
96	один из	2	4
97	в особенности	1	4
98	что для	3	4
99	и все	4	4
100	и особенно	1	4
101	для нас	6	4
102	и через	3	3
103	с в	8	3
104	но она	2	3
105	на себя	2	3
106	это время	2	3
107	и на	6	3
108	но не	5	3
109	в в	1	3
110	отношение к	1	3
111	он пишет	1	3
112	что они	1	3
113	отнюдь не	1	3
114	как в	7	3
115	все же	2	3
116	более или	1	3
117	он в	1	3
118	все эти	3	3
119	что к	1	3
120	но на	1	3
121	о которой	1	3
122	это конечно	1	3
123	здесь мы	2	3
124	или менее	1	3
125	во время	12	3
126	что касается	1	3
127	на свою	1	3
128	но это	1	3
129	что этот	1	3
130	и очень	1	3
131	в науке	1	3
132	и притом	1	3
133	на него	1	3
134	ничего не	1	3
135	таким образом	6	3
136	здесь не	1	3
137	жизнь и	2	3
138	и здесь	1	3
139	вся эта	2	3
140	тот же	1	3
141	по возвращении	2	3
142	мы увидим	1	3
143	и действительно	1	3
144	и так	1	3
145	уже не	4	3
146	только на	1	3
147	в виде	4	3
148	с другой	2	3
149	по своим	1	3
150	был в	1	3
151	него не	1	3
152	под влиянием	1	3
153	вместе с	6	3
154	по своему	1	3
155	другой стороны	1	3
156	и т	5	2
157	одним из	2	2
158	это и	2	2
159	и до	1	2
160	и за	1	2
161	по его	1	2
162	этом не	1	2
163	в полной	1	2
164	еще не	6	2
165	к жизни	5	2
166	ответ на	1	2
167	нет и	1	2
168	некоторое время	1	2
169	его к	1	2
170	из этих	2	2
171	более подробно	1	2
172	тому же	1	2
173	что она	3	2
174	при этом	6	2
175	вера в	1	2
176	т д	5	2
177	и еще	2	2
178	была не	2	2
179	по всем	3	2
180	на этом	3	2
181	так например	1	2
182	от нее	1	2
183	что все	1	2
184	а по	1	2
185	было бы	3	2
186	известно что	1	2
187	в них	4	2
188	на основании	1	2
189	с тем	6	2
190	на первый	3	2
191	место в	1	2
192	выше мы	3	2
193	не будем	3	2
194	тем не	2	2
195	на всю	1	2
196	не менее	2	2
197	что с	2	2
198	дело не	2	2
199	с и	1	2
200	того чтобы	6	2
201	не имели	2	2
202	именно с	1	2
203	более что	1	2
204	что на	2	2
205	в момент	2	2
206	для его	1	2
207	и такие	1	2
208	для того	6	2
209	и о	3	2
210	г с	1	2
211	то время	2	2
212	не столько	2	2
213	то как	1	2
214	мы приведем	2	2
215	нас нет	1	2
216	образом в	2	2
217	на все	1	2
218	с того	1	2
219	этот момент	1	2
220	того в	2	2
221	а именно	3	2
222	того что	3	2
223	с ними	1	2
224	всяком случае	1	2
225	по этому	2	2
226	том чтобы	2	2
227	он очень	1	2
228	то и	4	2
229	а это	1	2
230	и других	3	2
231	из них	4	2
232	присутствовал на	1	2
233	тем что	3	2
234	даже не	1	2
235	этому времени	1	2
236	и затем	1	2
237	обратить внимание	1	2
238	в московской	1	2
239	только что	1	2
240	него в	1	2
241	начиная с	2	2
242	к себе	1	2
243	еще на	1	2
244	в тех	1	2
245	по существу	4	2
246	в это	1	2
247	и м	8	2
248	лет она	1	2
249	этом и	2	2
250	пока еще	2	2
251	под названием	2	2
252	и для	2	2
253	от него	1	2
254	тем более	1	2
255	мы должны	1	2
256	а н	3	2
257	совершенно не	2	2
258	из этого	2	2
259	в самом	1	2
260	к этой	1	2
261	и это	1	2
262	как на	1	2
263	во всяком	1	2
264	все что	1	2
265	на самом	2	1
266	после ее	1	1
267	некоторой степени	1	1
268	и есть	1	1
269	как существа	1	1
270	года к	1	1
271	и живут	1	1
272	можно говорить	1	1
273	в селе	1	1
274	в их	2	1
275	г в	1	1
276	в и	3	1
277	что если	1	1
278	не во	1	1
279	характерная особенность	1	1
280	рассказывается о	1	1
281	на место	1	1
282	этот был	1	1
283	время как	1	1
284	через которые	1	1
285	пишет в	3	1
286	мы здесь	2	1
287	в ней	1	1
288	магии и	1	1
289	может дать	1	1
290	на них	4	1
291	из особенностей	1	1
292	иное как	2	1
293	в различных	1	1
294	которое он	1	1
295	во всех	3	1
296	полной уверенности	1	1
297	природы и	2	1
298	видели что	4	1
299	явлений и	1	1
300	то почему	1	1
301	значение и	1	1
302	а и	2	1
303	тогда как	2	1
304	а через	2	1
305	дня в	1	1
306	большое значение	1	1
307	полное собрание	1	1
308	относится к	1	1
309	тем больше	1	1
310	ней в	2	1
311	в одних	1	1
312	этом же	1	1
313	как уже	2	1
314	что по	4	1
315	даже просто	1	1
316	ясно и	1	1
317	во двор	1	1
318	себя к	1	1
319	с места	1	1
320	представляет собой	2	1
321	на две	2	1
322	если он	2	1
323	не могла	1	1
324	так сказать	1	1
325	не следует	1	1
326	после этого	2	1
327	чтобы установить	1	1
328	обрядам с	1	1
329	интерес представляет	1	1
330	не к	2	1
331	№ в	2	1
332	погружение в	1	1
333	именно это	1	1
334	но все	1	1
335	том же	4	1
336	однако все	1	1
337	не будет	1	1
338	а когда	1	1
339	довольно точно	1	1
340	знает что	1	1
341	с другими	3	1
342	три дня	1	1
343	это не	5	1
344	уже знаем	1	1
345	они по	1	1
346	не соответствует	1	1
347	из первых	1	1
348	по всему	1	1
349	только одно	1	1
350	для них	2	1
351	можно заключить	1	1
352	мы имеем	6	1
353	ставить на	1	1
354	для чего	1	1
355	чем в	2	1
356	мы не	6	1
357	выражение в	1	1
358	и тогда	1	1
359	остается в	1	1
360	в этих	3	1
361	в г	2	1
362	к тем	1	1
363	и одно	1	1
364	таким же	1	1
365	уже к	1	1
366	но у	1	1
367	она в	1	1
368	необходимо указать	1	1
369	в первый	1	1
370	еще с	1	1
371	представление о	5	1
372	вопрос о	4	1
373	приведем только	1	1
374	для объяснения	2	1
375	и этой	1	1
376	мир и	1	1
377	но эта	1	1
378	и малых	1	1
379	указать еще	1	1
380	женского пола	1	1
381	их в	4	1
382	дом и	1	1
383	этом а	1	1
384	она не	3	1
385	к такой	1	1
386	в таких	3	1
387	с которой	1	1
388	как о	1	1
389	без ответа	1	1
390	одних случаях	1	1
391	каждый день	1	1
392	случае не	1	1
393	о них	2	1
394	что иное	2	1
395	чтобы на	3	1
396	следовательно и	1	1
397	же пишет	1	1
398	одна из	11	1
399	заботились о	1	1
400	дня после	1	1
401	и после	3	1
402	связи с	2	1
403	до того	1	1
404	только с	1	1
405	этом отношении	1	1
406	все то	2	1
407	умирали не	1	1
408	когда они	2	1
409	был довольно	1	1
410	только одну	2	1
411	выйти замуж	1	1
412	разные стороны	1	1
413	из всего	1	1
414	свою очередь	1	1
