N	3gram	Losev_Dial_3	Myslijsy
1	в том что	3	16
2	только тогда когда	3	7
3	и то же	2	5
4	сам по себе	5	5
5	по крайней мере	5	5
6	одно и то	2	5
7	не в том	1	5
8	то же время	1	5
9	от того что	1	5
10	в то же	1	5
11	с другой стороны	2	4
12	не есть ни	3	4
13	в то время	4	4
14	более или менее	1	3
15	до сих пор	1	3
16	может быть только	1	3
17	с одной стороны	3	3
18	то тем самым	1	3
19	само по себе	5	3
20	и т д	23	3
21	в том смысле	1	3
22	тем не менее	10	3
23	не может быть	6	3
24	что и в	1	3
25	только потому что	1	2
26	и что только	1	2
27	подобно тому как	4	2
28	себе независимо от	1	2
29	в таком случае	10	2
30	в этом отношении	1	2
31	что мы не	1	2
32	не могут быть	2	2
33	и той же	1	2
34	и в том	1	2
35	мы не можем	2	2
36	по себе независимо	1	2
37	то что мы	3	2
38	как и в	3	2
39	что в ней	1	2
40	не только не	7	2
41	с этой стороны	1	2
42	возможно только в	1	2
43	к тому что	2	2
44	одной и той	1	2
45	сама по себе	4	2
46	в себе не	1	2
47	таким образом что	1	1
48	одной стороны и	1	1
49	том смысле что	1	1
50	потому что в	1	1
51	связанных между собою	1	1
52	не на словах	1	1
53	мы уже сказали	1	1
54	не говоря уже	2	1
55	на самом деле	1	1
56	в самом деле	5	1
57	в область истории	1	1
58	так что в	1	1
59	то же самое	1	1
60	не имеет права	2	1
61	оно не есть	1	1
62	для себя и	1	1
63	говоря уже о	2	1
64	сами по себе	3	1
65	по себе и	1	1
66	лишь тогда когда	1	1
67	и та же	1	1
68	но каким образом	1	1
69	представить себе что	1	1
70	того и другого	1	1
71	из того что	2	1
72	дело вовсе не	1	1
73	может находиться в	1	1
74	несмотря на свою	1	1
75	со своей точки	1	1
76	никто не имеет	1	1
77	и говорить о	1	1
78	так как все	2	1
79	есть то что	5	1
80	что не есть	2	1
81	то время как	4	1
82	он был бы	1	1
83	в данном случае	1	1
84	явления так что	1	1
85	и потому он	1	1
86	что для нас	1	1
87	как на нечто	1	1
88	того что не	1	1
89	но что же	1	1
90	или по крайней	1	1
91	того что она	2	1
92	он может и	1	1
93	так или иначе	2	1
94	в обыкновенном смысле	1	1
95	и что в	1	1
96	который хотя и	1	1
97	одна и та	1	1
98	вообще но и	1	1
99	и в таком	1	1
100	одно из них	1	1
101	т д не	1	1
102	и таким образом	1	1
103	быть не только	1	1
104	это было бы	2	1
105	и стало быть	1	1
106	вовсе не в	1	1
107	тем что оно	2	1
108	не в силах	1	1
109	далеко не всегда	1	1
110	о том что	5	1
111	если бы мы	1	1
112	это значит что	21	1
113	мало того что	1	1
114	своей точки зрения	1	1
115	если представить себе	1	1
116	не было ни	2	1
117	на то что	3	1
118	для нас в	2	1
119	бы только один	1	1
120	заключается именно в	1	1
121	как именно оно	1	1
122	независимо от своего	1	1
123	что уже есть	1	1
124	с первым и	1	1
125	к тому же	2	1
