N	2gram	Tiupa_Teor_1	Psycholo
1	то что	3	32
2	и в	18	31
3	в том	16	30
4	то есть	12	26
5	что в	9	23
6	может быть	17	22
7	таким образом	3	20
8	при этом	12	19
9	так как	1	18
10	художественного произведения	4	17
11	не может	4	17
12	как и	4	16
13	том что	9	16
14	и не	13	16
15	точки зрения	9	15
16	искусства и	1	15
17	только в	6	14
18	не только	16	13
19	что и	2	13
20	а не	9	13
21	если мы	2	12
22	так же	2	12
23	в этом	8	12
24	в самом	4	11
25	не в	7	11
26	в области	4	11
27	могут быть	4	11
28	в сущности	1	10
29	на то	1	10
30	того что	4	10
31	художественное произведение	1	10
32	потому что	3	10
33	искусства в	2	9
34	по себе	1	9
35	ни в	2	9
36	как в	5	9
37	произведение искусства	5	8
38	и что	3	8
39	всякий раз	2	8
40	никогда не	4	8
41	вместе с	2	8
42	все это	2	8
43	заключается в	2	7
44	сказать что	3	7
45	того чтобы	1	7
46	и его	8	7
47	о том	1	7
48	есть в	2	7
49	тому как	1	7
50	что он	1	7
51	искусство есть	1	6
52	что это	1	6
53	внутренняя форма	1	6
54	отнюдь не	3	6
55	целый ряд	1	6
56	из этих	3	6
57	что она	2	6
58	для того	1	6
59	было бы	1	6
60	если бы	3	6
61	в его	6	6
62	вслед за	2	6
63	вовсе не	3	6
64	и даже	2	6
65	одной стороны	2	6
66	а в	13	6
67	художественного творчества	1	6
68	то же	7	5
69	в ее	5	5
70	с одной	2	5
71	в целом	3	5
72	подобно тому	1	5
73	иначе говоря	4	5
74	она не	1	5
75	в то	6	5
76	как будто	2	5
77	не является	4	5
78	то время	1	5
79	с другой	7	5
80	мы видим	1	5
81	в какой	2	5
82	так что	1	5
83	совершенно не	1	5
84	как бы	5	5
85	и для	2	5
86	говорит что	2	5
87	другой стороны	5	5
88	же как	1	4
89	мы имеем	7	4
90	в которой	2	4
91	совпадает с	3	4
92	в виду	5	4
93	столь же	2	4
94	у него	1	4
95	отличие от	6	4
96	в себе	9	4
97	по существу	1	4
98	различие между	1	4
99	от себя	3	4
100	тому что	2	4
101	у нас	2	4
102	очень часто	1	4
103	к тому	2	4
104	те же	1	4
105	со стороны	2	4
106	никак не	1	4
107	прежде всего	2	4
108	между тем	5	4
109	один из	2	4
110	для всех	1	4
111	как это	8	4
112	этого слова	3	4
113	и о	4	4
114	искусства как	2	4
115	в результате	1	4
116	в этих	3	4
117	указывает на	1	4
118	в искусстве	6	4
119	и другие	2	4
120	в своих	1	4
121	художественном произведении	1	3
122	например в	1	3
123	на деле	2	3
124	тем же	1	3
125	той же	1	3
126	вопрос о	1	3
127	совсем не	1	3
128	но не	9	3
129	конечном счете	6	3
130	в художественном	3	3
131	в своем	4	3
132	хотя и	3	3
133	и к	3	3
134	но в	9	3
135	в произведении	3	3
136	у каждого	1	3
137	в этой	3	3
138	состоит в	17	3
139	в силу	1	3
140	и вот	3	3
141	и по	2	3
142	в каждом	1	3
143	не будет	2	3
144	с тем	1	3
145	в слове	3	3
146	в своей	6	3
147	представить себе	1	3
148	в отличие	6	3
149	случае в	1	3
150	точно так	1	3
151	только не	2	3
152	все то	1	3
153	не могут	2	3
154	и это	2	3
155	что все	1	3
156	в собственном	1	3
157	роль в	2	3
158	так и	10	3
159	каждого из	1	3
160	он не	3	3
161	в конечном	6	3
162	нуждается в	1	3
163	эстетическое переживание	1	3
164	в частности	16	3
165	дело с	1	3
166	который в	2	3
167	или его	1	3
168	только на	1	3
169	мышления и	2	3
170	слова в	2	3
171	в конце	2	3
172	и только	1	3
173	точек зрения	1	3
174	на примере	1	3
175	не было	1	3
176	же точно	1	3
177	могут служить	2	3
178	в одной	1	3
179	из его	1	3
180	евгении онегине	1	3
181	каждой из	1	3
182	и другими	1	3
183	произведении искусства	2	3
184	от всех	1	3
185	все что	1	3
186	ту же	1	2
187	того же	3	2
188	и то	2	2
189	и без	1	2
190	идет о	1	2
191	есть не	1	2
192	как мы	1	2
193	этом не	1	2
194	человека и	1	2
195	это отношение	3	2
196	в чем	1	2
197	только то	1	2
198	в область	1	2
199	на основе	2	2
200	но как	1	2
201	а только	3	2
202	в стихе	2	2
203	искусство в	1	2
204	отношение к	5	2
205	или иное	1	2
206	что они	1	2
207	сама по	1	2
208	как говорит	3	2
209	если она	1	2
210	независимо от	1	2
211	как к	2	2
212	к числу	1	2
213	более или	2	2
214	в себя	3	2
215	к чему	2	2
216	действия и	1	2
217	представляет собой	9	2
218	есть для	1	2
219	то я	1	2
220	в известном	1	2
221	материал его	1	2
222	в нем	4	2
223	из виду	1	2
224	или иных	3	2
225	себя смысл	1	2
226	русском языке	1	2
227	его в	2	2
228	на почве	4	2
229	этом смысле	2	2
230	и тем	3	2
231	в них	2	2
232	далеко не	2	2
233	нигде не	1	2
234	к значению	1	2
235	или менее	2	2
236	в такой	1	2
237	с точки	3	2
238	теми же	1	2
239	тем не	3	2
240	их в	3	2
241	том же	1	2
242	даже в	3	2
243	не менее	4	2
244	тем самым	4	2
245	из нас	1	2
246	в центр	1	2
247	в основе	3	2
248	без остатка	2	2
249	эта внутренняя	1	2
250	казалось бы	2	2
251	в русском	1	2
252	тех или	3	2
253	и теперь	1	2
254	что речь	1	2
255	же самое	1	2
256	отказаться от	1	2
257	на это	1	2
258	на вопрос	1	2
259	и поэтому	1	2
260	отношений и	1	2
261	то или	1	2
262	приводит к	5	2
263	в лирическом	2	2
264	том случае	1	2
265	означает что	1	2
266	и здесь	2	2
267	но и	9	2
268	случае не	2	2
269	в евгении	1	2
270	этих двух	2	2
271	тем или	1	2
272	области искусства	1	2
273	это имеет	1	2
274	я думаю	1	2
275	в другой	1	2
276	наконец в	1	2
277	к нему	1	2
278	тот же	1	2
279	и потому	2	2
280	бы ни	1	2
281	по этому	1	2
282	в качестве	24	2
283	из которого	3	2
284	уже не	4	2
285	в поэзии	2	2
286	в жизни	2	2
287	из них	1	2
288	ту или	1	2
289	и их	1	2
290	в одном	2	2
291	к ним	1	2
292	не составляет	1	2
293	как раз	2	2
294	в каком	1	2
295	себя и	1	2
296	что для	1	2
297	говорит о	1	2
298	и составляет	3	2
299	не означает	1	2
300	о чем	1	2
301	в связи	1	2
302	нимало не	1	2
303	к жизни	2	2
304	целом ряде	1	2
305	искусства но	3	2
306	им с	1	2
307	отличается от	2	2
308	точно и	1	2
309	одного и	3	2
310	и состоит	1	2
311	не существует	1	2
312	и от	1	2
313	об искусстве	1	2
314	тот кто	2	2
315	или иным	3	2
316	бы в	1	2
317	и как	2	2
318	имеет место	2	2
319	что даже	1	2
320	из этого	1	2
321	только о	1	2
322	изобразительных искусств	1	2
323	имеет в	2	2
324	по поводу	1	2
325	и наиболее	1	1
326	говоря о	3	1
327	для построения	1	1
328	к нашему	2	1
329	связана с	1	1
330	он показывает	1	1
331	а проза	1	1
332	от литературной	1	1
333	области литературы	1	1
334	в первом	2	1
335	принципиальное различие	1	1
336	по преимуществу	4	1
337	и больше	2	1
338	вся она	1	1
339	при анализе	1	1
340	только другим	1	1
341	содержания в	1	1
342	говоря и	2	1
343	единство и	1	1
344	стих в	1	1
345	именно к	1	1
346	не была	1	1
347	у искусства	1	1
348	но она	2	1
349	что иное	1	1
350	принадлежит к	3	1
351	в полной	1	1
352	я не	2	1
353	и ее	3	1
354	которое в	1	1
355	свою очередь	2	1
356	который может	1	1
357	собой в	1	1
358	еще не	4	1
359	необходимая для	1	1
360	и на	1	1
361	бы то	1	1
362	взгляде на	1	1
363	служит для	1	1
364	с его	5	1
365	во всех	1	1
366	тем как	1	1
367	такого что	1	1
368	для искусства	2	1
369	по своему	2	1
370	коем случае	2	1
371	в сторону	1	1
372	одном и	1	1
373	тогда как	15	1
374	за пределы	2	1
375	мере в	1	1
376	если на	1	1
377	в известной	1	1
378	перед нами	2	1
379	могли бы	2	1
380	как уже	1	1
381	обычно говорят	1	1
382	и свою	1	1
383	при чтении	2	1
384	или иную	1	1
385	вещи но	1	1
386	то в	2	1
387	всякое понимание	1	1
388	этих моментов	1	1
389	первый момент	1	1
390	объединяет вокруг	1	1
391	и принципиальной	1	1
392	одной общей	1	1
393	что автор	1	1
394	это тот	1	1
395	с их	2	1
396	отношение между	1	1
397	и создается	1	1
398	во многих	1	1
399	и те	1	1
400	не приводит	1	1
401	всей его	1	1
402	вследствие этого	1	1
403	одно и	1	1
404	но прежде	1	1
405	на его	1	1
406	образ его	1	1
407	к искусству	1	1
408	не следует	4	1
409	в статье	1	1
410	в лирике	2	1
411	время и	1	1
412	вокруг себя	1	1
413	могут оказаться	2	1
414	поведение в	1	1
415	он должен	2	1
416	к одному	1	1
417	ни было	1	1
418	основе своей	1	1
419	словом или	1	1
420	является не	1	1
421	заключает в	1	1
422	не бывает	1	1
423	могла бы	2	1
424	а затем	1	1
425	в мире	19	1
426	об этом	2	1
427	произведением искусства	1	1
428	переживаний если	1	1
429	полной мере	1	1
430	времени и	2	1
431	особенно в	1	1
432	это не	2	1
433	но их	3	1
434	свести к	1	1
435	чаще всего	1	1
436	включая в	1	1
437	эстетическая реакция	1	1
438	и системы	1	1
439	обращаются к	1	1
440	самые различные	1	1
441	в стихах	1	1
442	эта система	1	1
443	она и	1	1
444	этим и	1	1
445	человек имеет	1	1
446	для себя	1	1
447	ведет к	1	1
448	воспринимающего субъекта	1	1
449	значения этого	1	1
450	автора и	1	1
451	обратимся к	1	1
452	и того	3	1
453	или к	1	1
454	и становится	1	1
455	но я	1	1
456	места в	1	1
457	для него	2	1
458	предполагает его	1	1
459	теории литературы	1	1
460	стоит в	1	1
461	это своеобразие	1	1
462	той мере	1	1
463	образом и	1	1
464	и более	1	1
465	не могли	1	1
466	однако в	7	1
467	с такими	1	1
468	и наоборот	1	1
469	зрения и	2	1
470	случае мы	1	1
471	с которой	1	1
472	между людьми	1	1
473	словам и	1	1
474	в таких	1	1
475	виду что	1	1
476	дело не	2	1
477	дело в	2	1
478	материала в	2	1
479	эстетических отношений	3	1
480	та или	1	1
481	однако если	2	1
482	на котором	1	1
483	только и	1	1
484	имеем дело	2	1
485	не принадлежат	1	1
486	эстетический объект	3	1
487	своей природе	2	1
488	той самой	1	1
489	дело обстоит	1	1
490	связи с	1	1
491	не принадлежит	2	1
492	не ее	1	1
493	и делает	1	1
494	только отдельные	1	1
495	основой художественного	1	1
496	перед ним	1	1
497	своеобразие искусства	1	1
498	и заключается	1	1
499	и такие	1	1
500	его за	1	1
501	числе и	1	1
502	в стихотворении	4	1
503	себя только	1	1
504	в поле	1	1
505	она же	1	1
506	оно не	1	1
507	как система	2	1
508	зрения не	1	1
509	духа и	1	1
510	ею же	1	1
511	в пределах	5	1
512	что может	2	1
513	как содержание	1	1
514	на нее	1	1
515	проблем и	1	1
516	здесь как	1	1
517	того и	1	1
518	при одном	1	1
519	что от	1	1
520	но у	1	1
521	строго говоря	1	1
522	быть может	1	1
523	воображения не	1	1
524	быть или	1	1
525	в коем	2	1
526	мире в	1	1
527	не дай	1	1
528	сводится к	5	1
529	именно потому	1	1
530	в состав	6	1
531	определенным образом	2	1
532	в драматическом	1	1
533	обращается к	2	1
534	в глаза	2	1
535	одного из	1	1
536	в поэтической	1	1
537	можно сказать	3	1
538	а также	6	1
539	звуков в	1	1
540	в значительной	1	1
541	и многих	1	1
542	как у	1	1
543	или иная	1	1
544	говорить об	1	1
545	во втором	3	1
546	искусства к	1	1
547	во всей	1	1
548	как художественное	2	1
549	человека как	1	1
550	и существенно	1	1
551	и мир	1	1
552	чему нельзя	1	1
553	говорит в	2	1
554	для установления	1	1
555	известном смысле	1	1
556	они хотят	1	1
557	но с	1	1
558	лирическое стихотворение	2	1
559	д и	1	1
560	обе эти	1	1
561	в двух	1	1
562	художественного восприятия	1	1
563	чем это	2	1
564	для субъекта	1	1
565	и развитием	1	1
566	одной из	2	1
567	вступить в	1	1
568	и предполагает	1	1
569	том или	1	1
570	должен быть	1	1
571	чего-то другого	1	1
572	образа в	1	1
573	к смыслу	2	1
574	иное как	1	1
575	без этого	1	1
576	во внешней	1	1
577	а напротив	2	1
578	же явления	1	1
579	которых можно	1	1
580	если в	2	1
581	но самое	1	1
582	речь в	1	1
583	стоит и	1	1
584	является именно	1	1
585	для меня	2	1
586	может служить	2	1
587	она пользуется	1	1
588	или ином	1	1
589	ее на	1	1
590	является непременным	1	1
591	человеческое тело	1	1
592	но из	1	1
593	в особенности	1	1
594	жизни в	2	1
595	случае так	1	1
596	для художника	1	1
597	искусством в	1	1
598	именно в	3	1
599	являются только	1	1
600	в свою	3	1
601	действующих лиц	1	1
602	еще и	1	1
603	а с	3	1
604	и др	1	1
605	или словами	1	1
606	в воображении	3	1
607	больше и	1	1
608	соответствии с	2	1
609	к более	1	1
610	полагал что	1	1
611	в рассказе	2	1
612	своего рода	7	1
613	одну из	1	1
614	была бы	3	1
615	понятие о	2	1
616	и том	1	1
617	произведения искусства	2	1
618	и большим	1	1
619	искусства при	1	1
620	о себе	2	1
621	в центре	1	1
622	мы говорим	1	1
623	другу и	1	1
624	в художественных	1	1
625	искусства тем	1	1
626	в той	2	1
627	литературное произведение	1	1
628	в литературе	2	1
629	есть как	2	1
630	пушкина я	1	1
631	первом случае	1	1
632	для понимания	2	1
633	развития но	1	1
634	другие в	1	1
635	должно быть	1	1
636	дело здесь	1	1
637	в это	1	1
638	слова и	1	1
639	автором и	1	1
640	в любом	1	1
641	от окружающих	1	1
642	быть признано	1	1
643	к объекту	1	1
644	в условиях	1	1
645	и каждая	1	1
646	как любая	1	1
647	о его	1	1
648	слова так	1	1
649	в теорию	1	1
650	над его	1	1
651	между собой	3	1
652	переживания и	1	1
653	в более	1	1
654	однако оно	1	1
655	который ставит	1	1
656	сколько бы	1	1
657	или в	3	1
658	его с	1	1
