N	2gram	Vinokur_Vv_1	Komedia
1	и в	27	22
2	и не	13	21
3	т е	38	16
4	том что	26	13
5	таким образом	19	12
6	в том	31	12
7	так как	13	11
8	со стороны	12	11
9	потому что	14	10
10	в самом	12	9
11	до сих	5	9
12	вместе с	6	9
13	сих пор	5	9
14	в этом	34	8
15	его в	6	8
16	в своем	3	8
17	о том	15	8
18	если бы	2	8
19	в его	10	8
20	что и	3	8
21	что он	4	8
22	то же	8	7
23	при этом	3	7
24	не по	1	7
25	об этом	5	7
26	в конце	3	7
27	о чем	4	7
28	только что	4	7
29	а в	5	7
30	в свою	1	7
31	того же	3	6
32	самом деле	6	6
33	еще не	4	6
34	так что	5	6
35	тому же	1	6
36	в то	5	6
37	и его	5	6
38	к тому	4	6
39	того чтобы	21	6
40	свою очередь	1	6
41	ясно что	9	6
42	и что	4	6
43	для того	21	6
44	может быть	24	6
45	как раз	4	6
46	во время	1	6
47	к этому	3	6
48	речь идет	2	5
49	что его	1	5
50	отношение к	3	5
51	но в	10	5
52	не только	21	5
53	в своей	4	5
54	в которых	6	5
55	то это	3	5
56	не менее	8	5
57	же время	5	5
58	iv в	2	5
59	связи с	3	5
60	и сам	2	5
61	хотя и	3	5
62	с ним	1	5
63	к нему	2	5
64	что в	11	5
65	по отношению	4	5
66	из них	3	5
67	тем что	6	5
68	прежде всего	8	5
69	как это	5	5
70	все это	6	5
71	и т	43	4
72	в ней	3	4
73	он был	1	4
74	с другой	8	4
75	нет и	1	4
76	и речи	1	4
77	все же	8	4
78	то что	17	4
79	что к	1	4
80	в себе	4	4
81	что она	3	4
82	но все	3	4
83	и с	2	4
84	должен был	4	4
85	с тем	6	4
86	несмотря на	2	4
87	точки зрения	7	4
88	не в	8	4
89	однако в	3	4
90	в отношении	2	4
91	самого начала	1	4
92	у него	1	4
93	с самого	1	4
94	так и	1	4
95	здесь нет	4	4
96	между собой	1	4
97	с помощью	1	4
98	до нас	3	4
99	не дает	1	4
100	т п	5	4
101	вовсе не	6	4
102	само собой	2	4
103	но и	5	4
104	до конца	3	4
105	а не	3	4
106	в связи	2	4
107	и для	4	4
108	бы в	1	4
109	тем более	2	4
110	хотя бы	5	4
111	так же	3	4
112	говорить о	3	3
113	из того	2	3
114	в ее	11	3
115	с этим	2	3
116	и к	1	3
117	и этим	1	3
118	в которой	1	3
119	представляет собой	12	3
120	в этой	3	3
121	и тот	1	3
122	как он	6	3
123	на то	1	3
124	не могла	1	3
125	в нем	13	3
126	взять в	3	3
127	что ни	1	3
128	то ни	1	3
129	было бы	5	3
130	в них	4	3
131	все равно	1	3
132	как и	5	3
133	чем в	3	3
134	но если	3	3
135	том как	1	3
136	с точки	2	3
137	тем не	8	3
138	к ним	1	3
139	не имеет	4	3
140	никогда не	3	3
141	ничего не	2	3
142	же самое	2	3
143	судя по	1	3
144	с полным	1	3
145	одного из	1	3
146	должно было	1	3
147	тех пор	1	3
148	любовь к	4	3
149	одной из	3	3
150	нисколько не	3	3
151	с одной	4	3
152	в начале	3	3
153	что не	5	3
154	у того	1	3
155	следует что	2	3
156	всяком случае	3	3
157	мы можем	2	3
158	отношению к	4	3
159	и даже	5	3
160	ему не	1	3
161	на которые	1	3
162	на этот	4	3
163	один из	6	3
164	если не	1	3
165	в частности	3	3
166	не может	13	3
167	по своему	5	3
168	одной стороны	4	3
169	в течение	5	3
170	как бы	5	3
171	с этой	4	3
172	в целом	5	3
173	из себя	1	3
174	до тех	1	3
175	дело с	6	3
176	все что	1	3
177	в какой	4	3
178	во всяком	3	3
179	отношения к	1	2
180	в рукописи	1	2
181	человека и	1	2
182	из его	2	2
183	в и	4	2
184	мы не	2	2
185	в сущности	3	2
186	представление о	1	2
187	и на	3	2
188	ему до	1	2
189	бы то	1	2
190	во всех	2	2
191	в изображении	1	2
192	отличие от	3	2
193	и я	1	2
194	выясняется что	1	2
195	как в	1	2
196	стороны и	3	2
197	в известной	3	2
198	в результате	3	2
199	так или	4	2
200	то обстоятельство	1	2
201	раз в	1	2
202	только один	1	2
203	если он	1	2
204	ни было	1	2
205	на его	1	2
206	после этого	2	2
207	о которой	2	2
208	состоит в	2	2
209	кто из	1	2
210	в силу	3	2
211	чтобы в	1	2
212	а затем	1	2
213	не с	2	2
214	а как	3	2
215	с другими	1	2
216	это не	8	2
217	который по	2	2
218	ни одной	1	2
219	на основании	5	2
220	как видно	1	2
221	не мог	2	2
222	в г	5	2
223	и без	2	2
224	в котором	4	2
225	в их	11	2
226	из которой	1	2
227	в одном	4	2
228	тому что	2	2
229	что с	3	2
230	е и	1	2
231	дело не	3	2
232	же между	1	2
233	к концу	1	2
234	н э	6	2
235	в области	4	2
236	в руки	6	2
237	одним из	5	2
238	и со	1	2
239	он называет	1	2
240	если же	2	2
241	и это	6	2
242	как мы	9	2
243	и о	1	2
244	в виду	4	2
245	здесь не	2	2
246	без всякого	1	2
247	можно было	7	2
248	она была	2	2
249	наряду с	2	2
250	по тому	1	2
251	по ее	1	2
252	в эпоху	1	2
253	а также	3	2
254	в другом	3	2
255	на вопрос	6	2
256	в конечном	1	2
257	между тем	8	2
258	нуждается в	2	2
259	все время	1	2
260	не как	3	2
261	тот же	1	2
262	могло быть	1	2
263	должен быть	4	2
264	и ее	4	2
265	не мешает	1	2
266	вполне возможно	1	2
267	в качестве	7	2
268	же автора	1	2
269	уже в	5	2
270	чем они	1	2
271	за ним	1	2
272	мы знаем	1	2
273	до того	2	2
274	при всей	1	2
275	этом отношении	3	2
276	в отношениях	2	2
277	от того	3	2
278	к одной	1	2
279	представляют собой	6	2
280	или иначе	4	2
281	к человеку	1	2
282	дошедших до	1	2
283	не было	1	2
284	в произведениях	1	2
285	обстоятельство что	1	2
286	что мы	2	2
287	ближе к	2	2
288	он и	2	2
289	и особенно	1	2
290	из которых	2	2
291	не могут	5	2
292	сравнению с	3	2
293	по существу	2	2
294	его от	1	2
295	этом случае	6	2
296	каким он	1	2
297	чем к	1	2
298	и все	1	2
299	конце концов	2	2
300	г и	1	2
301	е в	4	2
302	между ними	2	2
303	только как	6	2
304	другой стороны	5	2
305	совершенно не	1	2
306	полным основанием	1	2
307	в свое	2	2
308	прошлом и	3	2
309	по сравнению	3	2
310	в своих	2	2
311	это в	2	2
312	о действительности	1	1
313	я и	1	1
314	например в	2	1
315	чтобы не	1	1
316	по адресу	1	1
317	малой азии	1	1
318	в первом	5	1
319	испытания в	1	1
