N	2gram	Bakhtin_Pr_2	Analitik
1	не только	16	22
2	и в	45	18
3	как и	14	14
4	так и	3	14
5	в этом	20	14
6	и его	8	13
7	но и	15	13
8	том что	7	12
9	и не	42	12
10	в частности	1	12
11	при этом	2	11
12	то есть	50	10
13	а в	3	10
14	как бы	15	10
15	что в	6	9
16	может быть	18	9
17	со стороны	4	9
18	а не	10	9
19	в том	8	9
20	с его	8	8
21	и даже	3	8
22	в первой	1	8
23	по отношению	8	7
24	в русской	2	7
25	как раз	6	7
26	в его	22	7
27	с другой	1	7
28	но не	6	7
29	отношению к	8	7
30	еще не	9	6
31	в этой	1	6
32	он не	9	6
33	в их	4	6
34	не в	8	6
35	к тому	1	6
36	для него	9	6
37	о том	3	6
38	в начале	2	6
39	того же	1	5
40	той же	1	5
41	мы имеем	2	5
42	в самом	13	5
43	в случае	1	5
44	лишь в	2	5
45	в слове	1	5
46	в мире	3	5
47	или иной	3	5
48	в сущности	7	5
49	что и	5	5
50	уже не	6	5
51	в конце	4	5
52	никогда не	17	5
53	и т.п	6	5
54	в свою	1	5
55	прежде всего	11	5
56	не является	3	5
57	в результате	3	5
58	другой стороны	1	5
59	принадлежит к	1	4
60	и на	7	4
61	а и	1	4
62	что он	7	4
63	в своем	5	4
64	и как	2	4
65	что по	1	4
66	и к	2	4
67	таким образом	11	4
68	приводит к	1	4
69	по себе	8	4
70	тем самым	2	4
71	в одном	6	4
72	ли не	1	4
73	не менее	2	4
74	в пределах	4	4
75	и сам	3	4
76	можно сказать	2	4
77	русской литературе	2	4
78	крайней мере	2	4
79	себя в	2	4
80	не есть	2	4
81	далеко не	4	4
82	по крайней	2	4
83	о чем	1	4
84	в данном	1	4
85	все же	4	4
86	перед нами	4	4
87	героя и	7	4
88	я и	3	3
89	здесь и	2	3
90	его не	1	3
91	который в	1	3
92	мы не	1	3
93	говорить о	1	3
94	в целом	5	3
95	уже в	4	3
96	здесь не	2	3
97	но как	2	3
98	ответ на	1	3
99	что они	3	3
100	как в	4	3
101	с этим	1	3
102	из этих	1	3
103	с их	4	3
104	тому же	1	3
105	нашего времени	1	3
106	подобно тому	2	3
107	в году	1	3
108	то же	5	3
109	в каждом	4	3
110	его в	3	3
111	лишь на	2	3
112	и того	1	3
113	одного и	2	3
114	точки зрения	19	3
115	все это	5	3
116	в то	5	3
117	ничего не	3	3
118	же время	3	3
119	личности в	3	3
120	той или	3	3
121	с ее	3	3
122	в ее	3	3
123	данном случае	1	3
124	в произведении	5	3
125	так в	1	3
126	жизнь и	3	3
127	именно в	3	3
128	было бы	4	3
129	во всем	1	3
130	однако с	1	3
131	этом отношении	2	3
132	были бы	2	3
133	в особенности	2	3
134	что не	5	3
135	не было	2	3
136	не всегда	1	3
137	он и	4	3
138	вступает в	4	3
139	его как	1	3
140	как это	2	3
141	авторская позиция	3	3
142	впервые в	1	3
143	и героем	1	3
144	по поводу	1	3
145	к этому	4	3
146	отношения к	2	2
147	например в	2	2
148	самом деле	4	2
149	мере в	1	2
150	от своей	1	2
151	в первом	1	2
152	есть не	1	2
153	жанровой традиции	1	2
154	и он	3	2
155	в ней	7	2
156	не от	1	2
157	во всех	4	2
158	ними в	1	2
159	свою жизнь	2	2
160	отличие от	1	2
161	это и	1	2
162	сама по	5	2
163	как к	2	2
164	и той	3	2
165	нам кажется	1	2
166	но в	6	2
167	бы и	3	2
168	все эти	4	2
169	в ответ	1	2
170	в себе	5	2
171	так сказать	7	2
172	на его	5	2
173	что она	4	2
174	в нем	20	2
175	не как	6	2
176	и вот	2	2
177	свое время	2	2
178	одной и	1	2
179	и по	2	2
180	и ту	1	2
181	могла бы	1	2
182	входит в	9	2
183	это не	3	2
184	с самим	2	2
185	авторской позиции	5	2
186	в жизни	3	2
187	в них	4	2
188	автору и	1	2
189	несмотря на	1	2
190	или точнее	1	2
191	с точки	9	2
192	в отличие	1	2
193	от его	2	2
194	тем не	1	2
195	жанры как	1	2
196	даже в	6	2
197	все три	6	2
198	дело в	1	2
199	одна из	3	2
200	художественной литературы	1	2
201	в момент	3	2
202	могут быть	4	2
203	его за	1	2
204	подход к	2	2
205	в дальнейшем	2	2
206	те же	2	2
207	не с	1	2
208	с героем	2	2
209	об этом	3	2
210	произведения как	1	2
211	и здесь	2	2
212	и т.д	3	2
213	в новую	2	2
214	в форме	2	2
215	один из	2	2
216	но с	3	2
217	обе эти	1	2
218	только в	9	2
219	тем или	1	2
220	то в	1	2
221	и ее	7	2
222	его автора	1	2
223	с одной	1	2
224	все они	4	2
225	в точке	5	2
226	с нею	1	2
227	в большинстве	2	2
228	а напротив	1	2
229	произведения и	1	2
230	мы можем	4	2
231	тем что	2	2
232	который не	1	2
233	и прежде	2	2
234	в романе	3	2
235	на эту	1	2
236	там где	6	2
237	что мы	1	2
238	связь с	2	2
239	не может	24	2
240	о себе	3	2
241	вместе с	1	2
242	и потому	6	2
243	в той	3	2
244	тому как	2	2
245	да и	1	2
246	этого слова	2	2
247	в контексте	2	2
248	и для	2	2
249	и от	3	2
250	мира и	1	2
251	хотя и	2	2
252	и все	1	2
253	же в	1	2
254	но всегда	1	2
255	не предполагает	1	2
256	то что	5	2
257	о своем	1	2
258	сказать что	5	2
259	совершенно не	1	2
260	в иной	1	2
261	в свое	2	2
262	во всяком	1	2
263	обращено к	3	1
264	неотделима от	1	1
265	таком случае	1	1
266	человека и	2	1
267	связана с	1	1
268	всему произведению	1	1
269	получает в	1	1
270	на самом	1	1
271	дело обстоит	1	1
272	и есть	1	1
273	выхода его	1	1
274	автора то	1	1
275	и до	4	1
276	их внешней	1	1
277	на две	1	1
278	из его	1	1
279	не имеют	1	1
280	с таким	1	1
281	в зависимости	3	1
282	не дано	1	1
283	собою в	1	1
284	мы уже	3	1
285	на первом	1	1
286	что если	3	1
287	жизненной позицией	1	1
288	единство и	1	1
289	слово о	6	1
290	никак не	1	1
291	на практике	1	1
292	я не	6	1
293	бы ни	1	1
294	мы и	3	1
295	зависимости от	3	1
296	проявляется в	2	1
297	во мне	1	1
298	стороны его	2	1
299	в таком	3	1
300	героев или	1	1
301	между собой	1	1
302	он сам	6	1
303	всего этого	3	1
304	взаимодействии с	1	1
305	в сюжете	1	1
306	герой приобщается	1	1
307	суда над	1	1
308	дуни в	1	1
309	мы будем	1	1
310	слова были	1	1
311	не все	1	1
312	его завершения	1	1
313	человеческих отношений	2	1
314	герой не	2	1
315	вступают в	2	1
316	отношение к	8	1
317	друг от	2	1
318	за пределы	5	1
319	диалога и	2	1
320	в истории	2	1
321	идет о	2	1
322	персонажей с	1	1
323	независимо от	1	1
324	одном из	1	1
325	его внутреннюю	1	1
326	в полном	1	1
327	раз во	1	1
328	напомним что	1	1
329	самом начале	3	1
330	себе не	1	1
331	и свою	2	1
332	от этого	1	1
333	сливается с	4	1
334	та же	1	1
335	и у	2	1
336	идет не	3	1
337	отношения с	1	1
338	момент его	1	1
