1	в том что	7	13
2	не может быть	3	9
3	только в том	1	6
4	тем не менее	1	6
5	и в этом	3	6
6	с другой стороны	4	5
7	в этом смысле	3	4
8	само по себе	5	4
9	не в том	1	4
10	и т д	19	4
11	с точки зрения	12	3
12	сама по себе	8	3
13	и той же	1	3
14	а между тем	1	3
15	одной и той	1	3
16	в то же	4	3
17	с самого начала	1	3
18	с одной стороны	2	3
19	то же время	4	3
20	а в том	1	3
21	дело в том	1	2
22	к тому что	2	2
23	что иное как	1	2
24	тех и других	1	2
25	не нуждается в	3	2
26	в сравнении с	1	2
27	и может быть	1	2
28	и т п	2	2
29	не что иное	1	2
30	друг от друга	1	2
31	в них не	1	2
32	хотя бы даже	1	2
33	для того чтобы	1	2
34	при известных условиях	1	2
35	если бы не	1	2
36	так что не	1	2
37	так что в	1	2
38	в нем есть	6	2
39	по крайней мере	4	2
40	только потому что	3	2
41	а потому что	1	2
42	то и другое	2	2
43	в себе самом	2	1
44	или по крайней	2	1
45	значение само по	1	1
46	т д в	1	1
47	что каждая из	1	1
48	по себе а	2	1
49	не есть произведение	1	1
50	и в отношении	1	1
51	одной стороны и	2	1
52	она может быть	1	1
53	на то что	4	1
54	что если бы	1	1
55	по себе не	5	1
56	если бы мы	1	1
57	не существует и	1	1
58	там где есть	1	1
59	в связи с	1	1
60	но так как	1	1
61	сами по себе	1	1
62	из того что	1	1
63	до сих пор	2	1
64	мире мы находим	1	1
65	можно было бы	4	1
66	которая хотя и	1	1
67	и есть только	1	1
68	это значит что	9	1
69	привело к тому	1	1
70	из других источников	1	1
71	эти явления и	1	1
72	точки зрения так	1	1
73	есть только отвлеченное	1	1
74	не впасть в	1	1
75	на деле же	2	1
76	но и все	1	1
77	во всяком случае	2	1
78	том что именно	1	1
79	при этом будем	1	1
80	она построена на	1	1
81	в этом отношении	2	1
82	бы ни было	1	1
83	она не может	1	1
84	более или менее	3	1
85	друг в друга	1	1
86	д и т	2	1
87	отношении ее к	1	1
88	в каждом из	2	1
89	отношении его к	1	1
90	и то не	2	1
91	а не иначе	1	1
92	это было бы	1	1
93	есть только то	1	1
94	его только на	1	1
95	того или другого	1	1
96	не зависит от	1	1
97	на самом деле	2	1
98	с этой стороны	2	1
99	в то время	1	1
100	но все же	1	1
101	так а не	1	1
102	и то и	2	1
103	между тем в	1	1
104	по себе и	2	1
105	но это не	1	1
106	не было бы	2	1
107	если они не	1	1
108	точно так же	2	1
109	прямого отношения к	1	1
110	в ней не	1	1
111	о том что	2	1
112	не потому что	1	1
113	друг другу как	2	1
114	сам по себе	6	1
115	то все же	1	1
116	не есть нечто	1	1
117	же может быть	2	1
118	еще не есть	1	1
119	что в нем	3	1
120	должны сказать что	1	1
121	только то что	3	1
122	все что ни	1	1
123	никто не может	1	1
