N	2gram	Voloshinov_1	Komedia
1	и в	38	22
2	и не	14	21
3	том что	3	13
4	таким образом	7	12
5	в том	2	12
6	так как	7	11
7	со стороны	1	11
8	ни в	1	10
9	потому что	5	10
10	в самом	4	9
11	до сих	1	9
12	вместе с	5	9
13	сих пор	2	9
14	в этом	10	8
15	его в	4	8
16	в своем	1	8
17	о том	4	8
18	если бы	4	8
19	в его	6	8
20	что и	3	8
21	что он	2	8
22	то же	14	7
23	при этом	9	7
24	об этом	3	7
25	в конце	6	7
26	о чем	1	7
27	а в	5	7
28	в свою	6	7
29	того же	1	6
30	самом деле	4	6
31	еще не	3	6
32	так что	1	6
33	тому же	2	6
34	в то	9	6
35	и его	7	6
36	к тому	4	6
37	того чтобы	7	6
38	свою очередь	4	6
39	ясно что	2	6
40	и что	1	6
41	для того	9	6
42	может быть	13	6
43	как раз	1	6
44	к этому	2	6
45	что его	1	5
46	отношение к	2	5
47	более чем	1	5
48	но в	5	5
49	не только	27	5
50	он не	2	5
51	в своей	2	5
52	в которых	2	5
53	не менее	1	5
54	же время	7	5
55	связи с	3	5
56	и сам	2	5
57	хотя и	3	5
58	с ним	2	5
59	к нему	2	5
60	что в	1	5
61	из них	3	5
62	тем что	2	5
63	прежде всего	21	5
64	как это	5	5
65	все это	4	5
66	на себя	1	4
67	в ней	8	4
68	с другой	1	4
69	нет и	3	4
70	отнюдь не	10	4
71	все же	7	4
72	когда он	1	4
73	то что	8	4
74	в себе	9	4
75	но все	4	4
76	и с	5	4
77	должен был	1	4
78	с тем	8	4
79	несмотря на	2	4
80	точки зрения	10	4
81	не в	6	4
82	однако в	2	4
83	в отношении	2	4
84	самого начала	4	4
85	на него	4	4
86	у него	1	4
87	и здесь	3	4
88	с самого	4	4
89	друг друга	2	4
90	так и	6	4
91	здесь нет	1	4
92	между собой	2	4
93	и поэтому	3	4
94	с помощью	6	4
95	вовсе не	2	4
96	само собой	4	4
97	но и	13	4
98	ничем не	1	4
99	а не	6	4
100	в связи	2	4
101	не является	5	4
102	и для	3	4
103	бы в	5	4
104	тем более	1	4
105	хотя бы	18	4
106	либо в	2	4
107	так же	4	4
108	говорить о	1	3
109	столь же	1	3
110	с его	7	3
111	в ее	3	3
112	с этим	2	3
113	и к	4	3
114	тем же	3	3
115	в которой	7	3
116	представляет собой	2	3
117	в этой	6	3
118	как он	1	3
119	на то	1	3
120	не могла	1	3
121	в нем	4	3
122	при виде	1	3
123	прежде чем	2	3
124	дома и	1	3
125	было бы	7	3
126	все равно	1	3
