N	3gram	Bakhtin_Pr_1	StatiiOP
1	в том что	7	11
2	не может быть	3	5
3	в этом смысле	9	4
4	по крайней мере	2	4
5	с точки зрения	15	4
6	в этом отношении	5	4
7	то время как	1	4
8	во всяком случае	3	4
9	с другой стороны	2	4
10	о том что	2	4
11	в то время	2	4
12	в конце концов	4	3
13	не в том	1	3
14	то же время	7	3
15	может быть это	1	3
16	не только в	1	3
17	в то же	7	3
18	но это не	3	3
19	потому что он	2	2
20	то что я	1	2
21	это слово в	1	2
22	может быть назван	1	2
23	в этой статье	1	2
24	это не так	1	2
25	до сих пор	2	2
26	в том чтобы	1	2
27	тем что он	1	2
28	и в этом	3	2
29	во всех этих	1	2
30	между тем как	4	2
31	заключается в том	2	2
32	с самого начала	2	2
33	но все же	1	2
34	тем более что	1	2
35	к смертной казни	1	2
36	к тому что	1	2
37	в драме и	1	2
38	можно сказать что	2	1
39	даже там где	1	1
40	является как раз	1	1
41	на самом деле	3	1
42	в самом деле	2	1
43	он может быть	2	1
44	то же самое	1	1
45	он не может	1	1
46	точку зрения на	1	1
47	том что он	4	1
48	и во всяком	1	1
49	является одним из	1	1
50	и не потому	1	1
51	можно было бы	3	1
52	в частности на	1	1
53	то что в	1	1
54	в лучшем случае	2	1
55	с этой точки	1	1
56	в своей статье	1	1
57	и в частности	1	1
58	та точка зрения	1	1
59	не потому что	2	1
60	того что он	1	1
61	не теряя своей	1	1
62	ответ на вопрос	1	1
63	того что в	1	1
64	у шекспира не	1	1
65	в известном смысле	1	1
66	то что он	1	1
67	автора но как	1	1
68	прежде всего необходимо	1	1
69	своих героев и	1	1
70	по этому пути	1	1
71	с ним и	3	1
72	тем или иным	1	1
73	мы подходим к	1	1
74	в том отношении	1	1
75	этой точки зрения	1	1
76	и переносит центр	1	1
77	так как в	1	1
78	в одном из	2	1
79	не только не	1	1
80	была для него	1	1
81	том отношении что	1	1
82	в каждом отдельном	1	1
83	но на самом	1	1
84	это однако не	1	1
85	в плане чисто	1	1
86	самого последнего времени	1	1
87	для того чтобы	2	1
88	одна из его	1	1
89	до самого последнего	1	1
