N	3gram	Bakhtin_Pr_2	Literetu
1	то же время	3	7
2	в то же	3	7
3	в этом отношении	2	5
4	в отличие от	1	5
5	к тому же	1	5
6	по отношению к	8	4
7	в данном случае	1	4
8	о том что	3	4
9	в том что	4	4
10	в том числе	2	3
11	с точки зрения	9	3
12	не может быть	6	3
13	то что я	1	2
14	в самом деле	3	2
15	подобно тому как	2	2
16	потому что не	1	2
17	том числе и	2	2
18	в то что	1	2
19	не только в	1	2
20	а не как	1	2
21	с другой стороны	1	2
22	в одном из	1	2
23	и в самом	2	2
24	той или иной	3	2
25	на то что	2	2
26	я и мир	1	1
27	в другом месте	1	1
28	для него не	1	1
29	хотя и не	1	1
30	в той или	2	1
31	по существу своему	1	1
32	становится человеком в	1	1
33	а прежде всего	1	1
34	и в словах	1	1
35	не об отсутствии	1	1
36	на самом деле	1	1
37	своего творческого пути	1	1
38	друг от друга	2	1
39	целом ряде других	2	1
40	жизни в ее	1	1
41	но не в	2	1
42	хотя бы и	2	1
43	у него не	1	1
44	тому как в	1	1
45	одном из своих	1	1
46	почти никогда не	1	1
47	может быть только	2	1
48	в самом начале	3	1
49	вырождается и умирает	1	1
50	нет дела до	1	1
51	и в целом	2	1
52	нельзя не согласиться	1	1
53	и потому не	1	1
54	в этих словах	1	1
55	в xix веке	2	1
56	я не могу	1	1
57	в целом ряде	2	1
58	но не только	1	1
59	он и не	2	1
60	как бы в	2	1
61	для того чтобы	1	1
62	и в том	2	1
63	а не только	2	1
64	в самую гущу	1	1
65	этой точки зрения	2	1
66	более или менее	1	1
67	как и всякое	1	1
68	ничего общего с	1	1
69	что у меня	1	1
70	если бы они	1	1
71	по себе но	1	1
72	и т.п и	1	1
73	сама по себе	5	1
74	тем не менее	1	1
75	быть не может	1	1
76	может быть в	1	1
