N	2gram	Tiupa_Teor_1	Myslijsy
1	потому что	3	46
2	то есть	12	34
3	в слове	3	32
4	в том	16	32
5	и в	18	30
6	может быть	17	28
7	то же	7	23
8	не только	16	21
9	только в	6	21
10	но и	9	19
11	того что	4	18
12	том что	9	18
13	то что	3	18
14	что в	9	17
15	в себе	9	16
16	по себе	1	16
17	внутренняя форма	1	15
18	и не	13	15
19	не в	7	15
20	а не	9	15
21	таким образом	3	14
22	что и	2	13
23	так как	1	13
24	если бы	3	12
25	вместе с	2	12
26	а в	13	12
27	точно так	1	12
28	так и	10	11
29	этого слова	3	11
30	как в	5	10
31	в этом	8	10
32	в душе	8	10
33	как и	4	10
34	в то	6	10
35	и что	3	10
36	из этих	3	9
37	в нем	4	9
38	было бы	1	9
39	между тем	5	9
40	для него	2	9
41	и то	2	8
42	в самом	4	8
43	что не	1	8
44	есть не	1	7
45	с одной	2	7
46	но не	9	7
47	с тем	1	7
48	и без	1	7
49	тем самым	4	7
50	тем что	1	7
51	как мы	1	7
52	так что	1	7
53	слова в	2	7
54	вовсе не	3	7
55	с другой	7	7
56	к тому	2	7
57	например в	1	6
58	художественное произведение	1	6
59	и теперь	1	6
60	указывает на	1	6
61	те же	1	6
62	что он	1	6
63	уже не	4	6
64	из них	1	6
65	и слово	1	6
66	не может	4	6
67	имеет значение	1	6
68	человека и	1	5
69	художественного произведения	4	5
70	на деле	2	5
71	еще не	4	5
72	по отношению	4	5
73	независимо от	1	5
74	в своем	4	5
75	и как	2	5
76	есть для	1	5
77	не следует	4	5
78	к одному	1	5
79	заключает в	1	5
80	одно и	1	5
81	с другими	5	5
82	и тем	3	5
83	в них	2	5
84	я как	2	5
85	по крайней	1	5
86	же время	5	5
87	в каком	1	5
88	языка в	4	5
89	не могут	2	5
90	не менее	4	5
91	крайней мере	1	5
92	тому как	1	5
93	отношению к	4	5
94	должно быть	1	5
95	слова и	1	5
96	сказать что	3	5
97	в действительности	1	5
98	говоря о	3	4
99	тем же	1	4
100	от своих	1	4
101	в каждой	1	4
102	столь же	2	4
103	не все	3	4
104	не было	1	4
105	что это	1	4
106	он не	3	4
107	и по	2	4
108	и наоборот	1	4
109	для меня	2	4
110	и его	8	4
111	по поводу	1	4
112	для того	1	4
113	оно не	1	4
114	на это	1	4
115	и это	2	4
116	то время	1	4
117	в его	6	4
118	один из	2	4
119	что даже	1	4
120	образа в	1	4
121	а и	4	4
122	далеко не	2	4
123	себя и	1	4
124	что для	1	4
125	если не	1	4
126	и потому	2	4
127	со словом	1	4
128	для понимания	2	4
129	все это	2	4
130	и от	1	4
131	тем более	1	4
132	произведении искусства	2	4
133	слово в	1	4
134	другой стороны	5	4
135	была бы	3	4
136	все что	1	4
137	я и	2	3
138	в первом	2	3
139	действительности и	1	3
140	говорить о	3	3
141	бы ни	1	3
142	и на	1	3
143	в чем	1	3
144	а только	3	3
145	более или	2	3
146	в целом	3	3
147	что она	2	3
148	при этом	12	3
149	в силу	1	3
150	на свое	1	3
151	так слово	1	3
152	в каждом	1	3
153	не будет	2	3
154	что все	1	3
155	его в	2	3
156	художественном произведении	1	3
157	или менее	2	3
158	как бы	5	3
159	представить себе	1	3
160	место в	5	3
161	образом и	1	3
162	тем не	3	3
163	тому что	2	3
164	того чтобы	1	3
165	могут быть	4	3
166	слова с	1	3
167	для себя	1	3
168	свою очередь	2	3
169	в произведении	3	3
170	или в	3	3
171	здесь как	1	3
172	быть может	1	3
173	в словах	1	3
174	со стороны	2	3
175	жизни не	1	3
176	искусства и	1	3
177	никак не	1	3
178	для говорящего	1	3
179	можно сказать	3	3
180	это было	2	3
181	к нему	1	3
182	вслед за	2	3
183	на которой	1	3
184	состоит не	1	3
185	есть в	2	3
186	только на	1	3
187	никто не	2	3
188	прежде всего	2	3
189	именно в	3	3
190	одной стороны	2	3
191	человеческой жизни	1	3
192	в одно	2	3
193	его я	1	3
194	так же	2	3
195	в ряду	1	3
196	каждой из	1	3
197	тем и	1	3
198	не существует	1	3
199	от всего	1	3
200	в свою	3	3
201	не знает	3	3
202	в которой	2	3
203	этот звук	1	3
204	в искусстве	6	3
205	искусство есть	1	2
206	а между	1	2
207	себе этот	1	2
208	и до	1	2
209	в их	2	2
210	той же	1	2
211	впрочем и	1	2
212	содержания в	1	2
213	не столько	1	2
214	на свою	1	2
215	одним словом	1	2
216	а тем	1	2
217	большей части	1	2
218	тогда как	15	2
219	отношение к	5	2
220	за пределы	2	2
221	что они	1	2
222	сама по	1	2
223	целый ряд	1	2
