N	3gram	Propp_Isto_7	Morfolog
1	и т д	16	47
2	в этих случаях	10	13
3	в сказке №	1	11
4	в этом случае	1	9
5	мы видим что	3	9
6	в связи с	1	8
7	не может быть	3	8
8	в иное царство	1	6
9	таким образом мы	2	5
10	по отношению к	1	4
11	с точки зрения	1	4
12	т д но	1	4
13	связи с сватовством	2	4
14	мы увидим ниже	1	4
15	с другой стороны	8	4
16	тем не менее	4	4
17	имеем в сказке	4	4
18	случай мы имеем	3	3
19	как мы увидим	1	3
20	может быть названо	1	3
21	независимо от того	1	3
22	но все же	2	3
23	требует чтобы герой	1	3
24	как и в	2	3
25	там где оно	1	2
26	состоит в том	1	2
27	отсюда видно что	3	2
28	оно может быть	1	2
29	более или менее	1	2
30	начинается с того	3	2
31	во время боя	3	2
32	в тех случаях	4	2
33	для наших целей	1	2
34	в таких случаях	1	2
35	точно так же	2	2
36	и в других	2	2
37	бой со змеем	1	2
38	то время как	2	2
39	в иных случаях	1	2
40	с одной стороны	4	2
41	на первый взгляд	4	2
42	друг на друга	1	2
43	в сказке о	1	2
44	образом мы видим	2	2
45	с того что	3	2
46	есть и другие	2	2
47	в то время	2	2
48	можно сделать из	1	2
49	тех случаях когда	3	2
50	в большинстве случаев	1	2
51	то же происходит	1	2
52	в том что	4	2
53	задавание трудных задач	1	2
54	т д в	2	2
55	решение трудной задачи	1	2
56	случай в сказке	1	2
57	таким образом что	1	1
58	к этому же	1	1
59	со змеем или	1	1
60	и может быть	1	1
61	одна из них	1	1
62	хотя и не	1	1
63	пытается извести героя	1	1
64	мы видим таким	1	1
65	поставить вопрос о	1	1
66	вышел на берег	1	1
67	берет с собой	1	1
68	сам он не	1	1
69	то это значит	1	1
70	быть поставлен вопрос	2	1
71	в колодец и	1	1
72	здесь перед нами	1	1
73	между прочим и	2	1
74	те случаи когда	1	1
75	он показывает что	2	1
76	тех сказок где	1	1
77	как в начале	1	1
78	о том как	1	1
79	о которых говорилось	1	1
80	т е мы	1	1
81	то же можно	1	1
82	животных и т	1	1
83	в брак и	2	1
84	в оловянном царстве	1	1
85	до сих пор	2	1
86	этих случаях требуется	1	1
87	это не всегда	1	1
88	бы то ни	1	1
89	что в сказке	2	1
90	трудные задачи представляют	1	1
91	дочь милолику-царевну с	1	1
92	они представляют собой	1	1
93	задачи следует брак	1	1
94	но это не	2	1
95	можно было бы	1	1
96	можем наблюдать что	1	1
97	чаще всего в	1	1
98	сказок где герой	1	1
99	члены семьи или	1	1
100	здесь вслед за	1	1
101	имеют отношение к	2	1
102	нельзя кроме того	1	1
103	в другой сказке	1	1
104	в сказке сказать	1	1
105	с сватовством можно	1	1
106	в данном случае	3	1
107	к заключению что	1	1
108	на этот вопрос	2	1
109	как видно будет	1	1
110	один из них	1	1
111	в первый раз	1	1
112	же можно сказать	1	1
113	в качестве примера	1	1
114	выводы можно сделать	1	1
115	они играют в	1	1
116	не входит в	1	1
117	можно предположить что	2	1
118	в некоторых случаях	1	1
119	семь лет в	1	1
120	то что он	1	1
121	видим что сказка	1	1
122	она все же	1	1
123	на составные части	1	1
124	мы имеем здесь	1	1
125	и что его	1	1
126	видно будет ниже	1	1
127	мы можем наблюдать	1	1
128	и ее отец	1	1
129	но так как	1	1
130	т д то	1	1
131	ни в каких	1	1
132	а не от	1	1
133	сюда же относится	1	1
134	которых говорилось выше	1	1
135	во всех этих	6	1
136	тридевять земель в	4	1
137	здесь можно усмотреть	1	1
138	ничем не мотивируются	1	1
139	в приведенных случаях	1	1
140	задачи представляют собой	1	1
141	и здесь можно	1	1
142	похожи друг на	1	1
143	что они должны	1	1
144	мост к нему	1	1
145	для тех сказок	1	1
146	в ином царстве	6	1
147	мы имеем в	4	1
148	на свое место	2	1
149	о том что	5	1
150	доходит до места	1	1
151	на обратном пути	1	1
152	это значит что	1	1
153	взгляд кажется что	1	1
154	видим таким образом	1	1
155	с собой в	1	1
156	ни в сказке	1	1
157	жениться на дочери	1	1
158	мы пока просто	1	1
159	мою дочь милолику-царевну	1	1
160	так как такой	2	1
161	он не может	1	1
162	или духа в	1	1
163	за ночь дворец	1	1
164	такой случай мы	1	1
165	за тридевять земель	5	1
166	провести семь лет	1	1
167	первый взгляд кажется	1	1
168	к тому что	1	1
169	здесь прежде всего	1	1
170	может быть поставлен	1	1
171	так как не	1	1
172	дело не в	3	1
173	на друга что	1	1
174	с золотыми яблоками	1	1
175	всех этих случаях	6	1
176	трудная задача в	1	1
177	же в ином	1	1
178	что и в	2	1
179	героя т е	2	1
180	лет в оловянном	1	1
181	но для наших	1	1
182	на коне поцелует	1	1
