N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	49
2	для нас	3	31
3	то есть	2	30
4	и в	23	24
5	может быть	16	23
6	в сознании	6	23
7	то что	18	20
8	и не	8	19
9	в том	30	18
10	а не	1	18
11	что в	8	16
12	не только	7	15
13	того же	9	14
14	при этом	9	13
15	не в	8	13
16	было бы	3	13
17	то же	4	12
18	но не	2	12
19	мы можем	6	12
20	не может	17	12
21	мы не	1	11
22	таким образом	31	11
23	вместе с	6	11
24	если бы	8	11
25	что и	7	11
26	что мы	4	11
27	только в	6	11
28	тогда как	6	10
29	как в	1	10
30	в себе	5	10
31	для него	2	10
32	и проч	4	10
33	тогда когда	3	10
34	так что	5	10
35	так как	7	10
36	независимо от	2	9
37	в нем	3	9
38	вовсе не	2	9
39	то и	2	9
40	но и	9	9
41	как бы	10	9
42	точно так	1	9
43	и на	6	8
44	а только	1	8
45	в этом	12	8
46	более или	7	8
47	том что	19	8
48	или менее	7	8
49	в одно	2	8
50	могут быть	1	8
51	а в	3	8
52	во всех	10	7
53	с этим	11	7
54	мысль о	1	7
55	как и	9	7
56	между собою	5	7
57	всяком случае	2	7
58	того как	1	7
59	не могут	4	7
60	быть может	1	7
61	прежде всего	3	7
62	тем что	1	7
63	душевной жизни	1	7
64	того что	6	7
65	во всяком	2	7
66	между двумя	5	6
67	что если	3	6
68	и как	1	6
69	в состоянии	4	6
70	и того	3	6
71	одного и	3	6
72	тем не	4	6
73	в то	6	6
74	не имеет	1	6
75	связи с	4	6
76	есть только	1	6
77	свою очередь	2	6
78	между тем	12	6
79	и только	2	6
80	заметить что	1	6
81	с другой	6	6
82	не было	2	6
83	этого слова	2	6
84	не есть	2	6
85	в свою	2	6
86	столь же	5	5
87	а и	8	5
88	что они	2	5
89	все остальные	1	5
90	все же	13	5
91	уже в	1	5
92	бы не	1	5
93	на то	9	5
94	есть не	1	5
95	и уже	2	5
96	не от	1	5
97	не менее	7	5
98	по крайней	1	5
99	с ним	6	5
100	судя по	1	5
101	так и	10	5
102	о том	7	5
103	с другими	1	5
104	а потому	5	5
105	крайней мере	1	5
106	тот же	3	5
107	бы ни	1	5
108	из них	5	5
109	от того	3	5
110	в них	2	5
111	для того	8	5
112	и их	5	5
113	или не	1	5
114	в памяти	1	5
115	в которой	5	5
116	а между	8	4
117	в самом	8	4
118	время как	1	4
119	еще не	5	4
120	но в	4	4
121	уже не	1	4
122	из этих	8	4
123	только один	2	4
124	главным образом	1	4
125	одно целое	1	4
126	и если	6	4
127	заключает в	2	4
128	с тем	2	4
129	такой же	2	4
130	в котором	2	4
131	сих пор	8	4
132	между прочим	2	4
133	они не	2	4
134	тем самым	3	4
135	для меня	4	4
136	и другое	1	4
137	образом в	3	4
138	одна из	2	4
139	таким путем	1	4
140	должны быть	3	4
141	то время	2	4
142	так в	1	4
143	никогда не	4	4
144	и что	8	4
145	для самого	2	4
146	что он	7	4
147	с одной	3	4
148	которые могут	2	4
149	в других	1	4
150	до сих	8	4
151	в человеке	1	4
152	что оно	3	4
153	от него	3	4
154	в таком	4	4
155	говоря о	1	3
156	например в	1	3
157	и то	4	3
158	этого последнего	2	3
159	на деле	1	3
160	тем же	2	3
161	той же	1	3
162	но даже	3	3
163	то это	1	3
164	не совсем	1	3
165	же что	2	3
166	при таких	1	3
167	что его	4	3
168	в создании	1	3
169	только тогда	2	3
170	если в	1	3
171	очевидно что	3	3
172	со стороны	1	3
173	которые не	3	3
174	помнить что	1	3
175	хотя и	4	3
176	на нас	3	3
177	что это	5	3
178	в целом	5	3
179	во многих	1	3
180	чем сильнее	1	3
181	что она	1	3
182	о которой	2	3
183	при виде	2	3
184	и может	3	3
185	на все	5	3
186	его в	5	3
187	это не	3	3
188	и тем	1	3
189	кажется что	1	3
190	о которых	6	3
191	рядом с	1	3
192	далеко не	5	3
193	в эту	2	3
194	в этих	3	3
195	и при	6	3
196	ни было	2	3
197	быть не	1	3
198	того кто	1	3
199	в ней	3	3
200	и притом	1	3
201	на него	2	3
202	которых мы	3	3
203	если мы	4	3
204	как не	2	3
205	те же	2	3
206	и вообще	3	3
207	находится в	1	3
208	на вопрос	4	3
209	но мы	1	3
210	от них	1	3
211	согласно с	1	3
212	и у	4	3
213	одно из	3	3
214	не так	4	3
215	искать в	1	3
216	как при	2	3
217	что на	1	3
218	что для	4	3
219	только по	1	3
220	одной стороны	2	3
221	а от	1	3
222	в самой	2	3
223	смысле этого	1	3
224	и для	6	3
225	и от	5	3
226	то не	1	3
227	и все	7	3
228	или нет	1	3
229	только что	3	3
230	с ними	2	3
231	нет но	1	3
232	все что	9	3
233	как на	4	3
234	предполагает что	1	2
235	самом деле	12	2
236	на самом	7	2
237	с в	3	2
238	не во	1	2
239	вопрос о	3	2
240	что многие	2	2
241	собою и	1	2
242	с его	1	2
243	только после	1	2
244	тем как	1	2
245	совсем не	1	2
246	не то	3	2
247	что за	2	2
248	с которыми	2	2
249	по отношению	9	2
250	в общем	6	2
251	что во	1	2
252	общего с	2	2
253	бы при	1	2
254	указывают на	3	2
255	все эти	19	2
256	в нашем	3	2
257	хотя мы	1	2
258	но на	2	2
259	как оно	1	2
260	перестает быть	1	2
261	всех этих	4	2
262	невозможно и	2	2
263	состоит в	1	2
264	кажется нам	1	2
265	но вместе	1	2
266	одной и	2	2
267	что ни	1	2
268	и по	3	2
269	на этом	2	2
270	одно и	1	2
271	но все	5	2
272	в каждом	1	2
273	факт что	4	2
274	в другом	2	2
275	в жизни	3	2
276	само собою	1	2
277	этого не	1	2
278	мы знаем	10	2
279	должно быть	4	2
280	что такое	1	2
281	от себя	2	2
282	и той	1	2
283	мы находим	1	2
284	с такою	1	2
285	их в	2	2
286	не полное	1	2
287	тому что	2	2
288	а а	1	2
289	и его	1	2
290	что с	5	2
291	сказать что	1	2
292	самого начала	1	2
293	того чтобы	8	2
294	вытекает из	1	2
295	невозможно но	2	2
296	и весь	1	2
297	же время	2	2
298	с нами	1	2
299	к ней	1	2
300	на природу	1	2
301	во всем	3	2
302	мы бы	1	2
303	у нас	3	2
304	к таким	2	2
305	как для	3	2
306	не противоречит	1	2
307	и это	3	2
308	оно может	1	2
309	что все	5	2
310	в себя	2	2
311	с самого	1	2
312	что у	2	2
313	стремление к	1	2
314	и поэтому	2	2
315	образом мы	1	2
316	это было	1	2
317	связь между	1	2
318	которой мы	2	2
319	и следовательно	1	2
320	если это	2	2
321	эти последние	2	2
322	один из	1	2
323	что только	2	2
324	мы видим	1	2
325	есть в	2	2
