N	2gram	Propp_Isto_4	Psycholo
1	то что	16	32
2	и в	26	31
3	в том	3	30
4	и т	27	26
5	что в	14	23
6	может быть	14	22
7	таким образом	10	20
8	при помощи	10	20
9	совершенно ясно	2	19
10	при этом	3	19
11	ясно что	1	19
12	так как	9	18
13	не может	6	17
14	как и	7	16
15	том что	3	16
16	и не	9	16
17	точки зрения	1	15
18	только в	3	14
19	не только	15	13
20	что и	9	13
21	а не	6	13
22	мы не	1	12
23	если мы	1	12
24	так же	18	12
25	в этом	7	12
26	не в	5	11
27	в области	2	11
28	могут быть	6	11
29	на то	3	10
30	того что	2	10
31	потому что	6	10
32	по себе	2	9
33	ни в	2	9
34	как в	7	9
35	показать что	1	8
36	т д	24	8
37	и что	5	8
38	никогда не	2	8
39	что мы	3	8
40	вместе с	6	8
41	все это	2	8
42	только тогда	3	7
43	том чтобы	1	7
44	сказать что	2	7
45	и его	10	7
46	о том	4	7
47	есть в	2	7
48	тому как	1	7
49	что он	10	7
50	что это	2	6
51	зависимости от	1	6
52	очевидно что	1	6
53	целый ряд	1	6
54	из этих	3	6
55	что она	3	6
56	было бы	2	6
57	если бы	2	6
58	в его	5	6
59	вовсе не	4	6
60	и даже	4	6
61	совершенно точно	1	6
62	а в	8	6
63	и есть	2	5
64	в зависимости	1	5
65	то же	8	5
66	время как	1	5
67	в целом	2	5
68	подобно тому	1	5
69	показывает что	10	5
70	иначе говоря	1	5
71	она не	3	5
72	в то	1	5
73	тогда когда	1	5
74	как будто	1	5
75	утверждать что	1	5
76	то время	1	5
77	для нас	3	5
78	с другой	4	5
79	мы видим	6	5
80	так что	2	5
81	был бы	1	5
82	как бы	3	5
83	все же	9	5
84	для выражения	1	5
85	формы и	2	5
86	и все	2	5
87	говорит что	2	5
88	другой стороны	4	5
89	же как	13	4
90	в котором	1	4
91	мы имеем	7	4
92	совпадает с	1	4
93	в виду	1	4
94	у него	5	4
95	в себе	2	4
96	и если	3	4
97	по существу	3	4
98	в совершенно	1	4
99	что я	2	4
100	тому что	1	4
101	одна из	2	4
102	совершенно правильно	1	4
103	у нас	2	4
104	очень часто	1	4
105	к тому	1	4
106	те же	3	4
107	со стороны	1	4
108	прежде всего	1	4
109	один из	1	4
110	мы увидим	3	4
111	и у	5	4
112	могло бы	2	4
113	мы можем	6	4
114	там где	3	4
115	и так	1	4
116	как это	3	4
117	этого слова	2	4
118	с этой	2	4
119	в результате	1	4
120	в этих	7	4
121	указывает на	4	4
122	и другие	3	4
123	в своих	1	4
124	к этому	5	4
125	например в	3	3
126	это и	5	3
127	почти всегда	1	3
128	что эти	1	3
129	должна быть	2	3
130	той же	1	3
131	вопрос о	4	3
132	из которых	5	3
133	в которых	4	3
134	но не	5	3
135	с этим	2	3
136	в своем	2	3
137	хотя и	2	3
138	что по	1	3
139	и к	1	3
140	но в	5	3
141	та же	1	3
142	уже в	2	3
143	у каждого	1	3
144	в этой	2	3
145	им в	1	3
146	его и	2	3
147	в силу	5	3
148	и вот	2	3
149	и по	5	3
150	может стать	1	3
151	к которым	5	3
152	с тем	2	3
153	легче всего	1	3
154	мы знаем	8	3
155	в своей	4	3
156	представить себе	1	3
157	представление о	1	3
158	что эта	3	3
159	точно так	5	3
160	во всем	3	3
161	что на	2	3
162	у меня	1	3
163	не могут	2	3
164	когда мы	1	3
165	и другой	1	3
166	не есть	2	3
167	что при	1	3
168	и это	1	3
169	только при	1	3
170	роль в	1	3
171	так и	10	3
172	что у	3	3
173	но мы	3	3
174	чтобы вызвать	3	3
175	он не	7	3
176	в частности	2	3
177	или его	1	3
178	форма этого	1	3
179	рассматриваться как	1	3
180	не можем	1	3
181	только на	1	3
182	и других	3	3
183	от того	2	3
184	и только	5	3
185	до сих	5	3
186	не было	1	3
187	могут служить	1	3
188	под влиянием	1	3
189	в одной	3	3
190	из его	1	3
191	исходя из	1	3
192	сих пор	5	3
193	но это	3	3
194	должны быть	1	3
195	это все	1	3
196	когда говорит	1	3
197	т е	18	3
198	жизни и	1	3
199	все что	4	3
200	как на	1	3
201	что образ	2	2
202	и то	6	2
203	тех же	2	2
204	которое может	1	2
205	есть не	1	2
206	как мы	5	2
207	есть нечто	1	2
208	но даже	1	2
209	большей частью	3	2
210	может дать	1	2
211	в чем	1	2
212	совершенно прав	1	2
213	на основе	1	2
214	но как	1	2
215	а только	1	2
216	отношение к	2	2
217	или иное	1	2
