N	3gram	Bakhtin_Pr_2	TeoriaLi
1	по отношению к	8	8
2	в отличие от	1	7
3	в том что	4	6
4	то же время	3	6
5	в то же	3	6
6	в данном случае	1	5
7	более или менее	1	4
8	с другой стороны	1	3
9	тем не менее	1	3
10	можно сказать что	2	3
11	той или иной	3	3
12	в этом смысле	5	3
13	и того же	1	2
14	в этом мире	1	2
15	с точки зрения	9	2
16	отношению к герою	3	2
17	но он не	1	2
18	в самом начале	3	2
19	в равной степени	1	2
20	в русской литературе	2	2
21	одного и того	1	2
22	тех или иных	1	2
23	сама по себе	5	2
24	не может быть	6	2
25	точки зрения и	1	1
26	я и мир	1	1
27	совершается как бы	1	1
28	но прежде всего	1	1
29	и в сущности	1	1
30	самим собою в	1	1
31	в той или	2	1
32	его можно лишь	1	1
33	точке выхода его	1	1
34	этой точки зрения	2	1
35	дело в том	1	1
36	по ту сторону	1	1
37	имеем в виду	2	1
38	подобно тому как	2	1
39	в том числе	2	1
40	к самому герою	1	1
41	в этом случае	1	1
42	предсказать помимо его	1	1
43	пределы всего что	1	1
44	в таком случае	1	1
45	в целом ряде	2	1
46	только в условиях	1	1
47	точке этого несовпадения	1	1
48	что он не	1	1
49	не входит в	2	1
50	высказывания и в	1	1
51	том числе и	2	1
52	с самим собою	1	1
53	своего развития но	1	1
54	человека с человеком	1	1
55	и др в	1	1
56	он ни был	1	1
57	в точке этого	2	1
58	по крайней мере	2	1
59	определить и предсказать	1	1
60	бы в точке	1	1
61	человека с самим	1	1
62	и не дает	1	1
63	подсмотреть определить и	1	1
64	несовпадения человека с	1	1
65	не совпадает с	1	1
66	жизнь личности совершается	1	1
67	отношению к нему	1	1
68	этого несовпадения человека	1	1
69	в романе достоевского	1	1
70	и в пределах	1	1
71	таком случае это	1	1
72	и как бы	2	1
73	за пределы всего	1	1
74	подлинная жизнь личности	2	1
75	я никогда не	1	1
76	как более или	1	1
77	как бы в	2	1
78	так же как	3	1
79	в то время	1	1
80	и предсказать помимо	1	1
81	в точке выхода	1	1
82	выхода его за	1	1
83	о том что	3	1
84	но в то	3	1
85	личности совершается как	1	1
86	именно потому что	1	1
87	мы имеем в	2	1
88	мере в какой	1	1
89	в большинстве случаев	2	1
90	у нее нет	1	1
91	в том и	1	1
92	той мере в	1	1
93	в той мере	1	1
94	для того чтобы	1	1
95	его за пределы	1	1
96	к нему как	2	1
97	собою в точке	1	1
98	человека и его	2	1
99	к тому же	1	1
100	и здесь остается	1	1
101	он не только	2	1
102	помимо его воли	1	1
103	можно подсмотреть определить	1	1
104	входит в его	1	1
