N	2gram	Losev_Dial_1	Formalny
1	т е	25	34
2	и в	18	24
3	в его	3	23
4	прежде всего	10	22
5	и не	30	20
6	так и	9	18
7	и пр	5	17
8	точки зрения	17	16
9	не может	12	16
10	в этом	12	15
11	в нем	16	14
12	может быть	17	14
13	таким образом	1	13
14	на почве	1	13
15	с точки	12	13
16	и т	21	12
17	именно как	2	12
18	в своем	5	11
19	как и	2	11
20	в своей	2	11
21	в их	3	11
22	не менее	2	11
23	должно быть	3	11
24	в ней	3	10
25	то же	10	10
26	вовсе не	7	10
27	и его	1	10
28	и их	2	10
29	а не	14	10
30	в то	6	9
31	и потому	3	9
32	все это	11	9
33	как в	2	8
34	т д	19	8
35	и с	5	8
36	не в	6	8
37	же время	4	8
38	в ее	1	8
39	именно в	2	8
40	то что	13	8
41	на самом	3	7
42	должна быть	3	7
43	не только	13	7
44	место в	1	7
45	не должна	2	7
46	жизни и	3	7
47	и от	2	7
48	но и	7	7
49	отношения к	3	6
50	еще не	2	6
51	самом деле	3	6
52	отнюдь не	9	6
53	более или	3	6
54	все эти	2	6
55	в этой	1	6
56	как бы	11	6
57	как таковой	4	6
58	или менее	3	6
59	она не	6	6
60	до сих	2	6
61	в том	9	6
62	было бы	12	6
63	как это	4	6
64	сих пор	2	6
65	форм и	1	6
66	и все	3	6
67	а в	5	6
68	бы ни	1	5
69	хотя бы	6	5
70	во всех	1	5
71	но в	6	5
72	и свою	1	5
73	в самом	3	5
74	при этом	1	5
75	в понимании	1	5
76	по себе	25	5
77	и до	1	5
78	должны быть	1	5
79	должен быть	1	5
80	как мы	4	5
81	того что	2	5
82	только на	3	5
83	со стороны	2	5
84	с другой	6	5
85	и др	1	5
86	лишь как	2	5
87	в искусстве	1	5
88	и к	1	4
89	в которой	1	4
90	учение о	11	4
91	главным образом	1	4
92	не как	2	4
93	в мире	2	4
94	с другими	2	4
95	и может	2	4
96	как о	2	4
97	только и	4	4
98	оно не	1	4
99	при таком	1	4
100	никогда не	9	4
101	если бы	12	4
102	для этого	2	4
103	мы увидим	2	4
104	всяком случае	2	4
105	с одной	2	4
106	конечно не	3	4
107	т п	2	4
108	одной стороны	2	4
109	в связи	1	4
110	в частности	2	4
111	стороны и	3	4
112	с этой	2	4
113	быть и	4	4
114	что в	13	4
115	к этой	1	4
116	так же	4	4
117	во всяком	4	4
118	культуры и	1	3
119	это и	4	3
120	изображения и	1	3
121	действительности и	3	3
122	мы не	1	3
123	но не	4	3
124	со всеми	1	3
125	отношение к	5	3
126	все же	5	3
127	когда он	1	3
128	и как	7	3
129	и наконец	1	3
130	и отчасти	1	3
131	в себе	11	3
132	если он	1	3
133	он не	3	3
134	всех этих	3	3
135	так например	1	3
136	в каждом	2	3
137	его в	1	3
138	в жизни	1	3
139	в них	3	3
140	вскрыть и	1	3
141	со всей	2	3
142	вещей и	2	3
143	они не	1	3
144	в отношении	5	3
145	тем самым	1	3
146	но для	1	3
147	не о	4	3
148	в основе	3	3
149	в систему	1	3
150	на язык	1	3
151	связи с	1	3
152	отличается от	2	3
153	всего в	1	3
154	к тому	4	3
155	здесь не	1	3
156	ясно что	8	3
157	жизнь и	3	3
158	бы в	3	3
159	как она	7	3
160	и история	1	3
161	один из	3	3
162	особенно резко	1	3
163	или же	1	3
164	и других	1	3
165	для него	2	3
166	не для	1	3
167	и позитивизма	1	3
168	вне ее	1	3
169	в особенности	5	3
170	и даже	13	3
171	и чем	1	3
172	не было	6	3
173	его как	1	3
174	ни на	6	3
175	ничем не	3	3
176	но это	8	3
177	действительность не	1	3
178	она должна	2	3
179	у них	3	3
180	между ними	1	3
181	что он	11	3
182	думать что	3	3
183	и методы	1	2
184	же как	2	2
185	чтобы не	2	2
186	и это	2	2
187	ее до	1	2
188	и позитивизм	1	2
189	его не	6	2
190	а как	1	2
191	от всякой	2	2
192	вопрос о	2	2
193	но напротив	1	2
194	в создании	1	2
195	во внешнем	1	2
196	а только	3	2
197	и всякий	2	2
198	менее всего	1	2
199	друг от	1	2
200	нет и	1	2
201	чем же	1	2
202	эта связь	1	2
203	с этим	2	2
204	в него	2	2
205	от этого	3	2
206	не приходится	1	2
207	эпохи и	1	2
208	не могла	1	2
209	и если	1	2
210	и вот	6	2
211	том чтобы	1	2
212	и более	4	2
213	о мире	1	2
214	но все	3	2
215	могла бы	2	2
216	того или	1	2
217	это не	9	2
218	в новое	1	2
219	ни в	15	2
220	жизни но	1	2
221	что содержание	1	2
222	нисколько не	4	2
223	не так	1	2
224	почти не	2	2
225	на всю	4	2
226	должен вскрыть	1	2
227	раз и	2	2
228	виду что	1	2
229	мысли в	2	2
230	к другим	1	2
231	ничего не	17	2
232	жизни не	1	2
233	учения о	2	2
234	к ней	4	2
235	и является	2	2
236	во всем	2	2
237	а лишь	3	2
238	может и	4	2
239	от того	1	2
240	конструкции и	1	2
241	и заключается	1	2
242	указать на	1	2
243	его с	3	2
244	не есть	40	2
245	если же	1	2
246	замечаем что	1	2
247	значения и	1	2
248	от друга	1	2
249	в науке	3	2
250	как с	2	2
251	на нее	1	2
252	не с	5	2
253	для всякого	2	2
254	глубоко и	1	2
255	еще в	1	2
256	с ним	6	2
257	и должно	1	2
258	на их	1	2
259	и что	12	2
260	или на	2	2
261	в различных	1	2
262	все в	1	2
263	между тем	1	2
264	и всякая	1	2
265	что и	3	2
266	ее к	1	2
267	только в	3	2
268	мира как	1	2
269	уже не	2	2
270	не можем	1	2
271	если мы	2	2
272	и чисто	1	2
273	не дает	1	2
274	в душе	1	2
275	точка зрения	2	2
276	сами по	1	2
277	как такового	1	2
278	как раз	4	2
279	даже и	3	2
280	или иначе	1	2
281	вопрос об	1	2
282	здесь в	2	2
283	мысли об	1	2
284	сама по	8	2
285	чтобы убедиться	1	2
286	и самый	1	2
