N	3gram	Propp_Isto_1	VLabPisa
1	и т д	22	15
2	в этом отношении	1	13
3	и т п	1	9
4	с другой стороны	5	8
5	не может быть	7	8
6	по отношению к	3	7
7	по этому поводу	2	7
8	более или менее	5	6
9	в зависимости от	2	5
10	не могут быть	1	4
11	в связи с	3	4
12	равно как и	1	4
13	в том что	4	4
14	о том как	1	3
15	как это делает	1	3
16	вместе с тем	2	3
17	из приведенных выше	1	3
18	мы видели что	2	3
19	большей или меньшей	2	3
20	о том что	3	3
21	в одном из	1	3
22	хотя бы в	1	3
23	к тому что	1	3
24	вполне естественно что	1	2
25	в другом месте	1	2
26	том отношении что	1	2
27	одной стороны и	1	2
28	в конечном итоге	2	2
29	подобно тому как	1	2
30	до сих пор	5	2
31	только то что	1	2
32	таким образом в	1	2
33	можно было бы	3	2
34	этом отношении можно	1	2
35	в том чтобы	1	2
36	с одной стороны	4	2
37	то же говорит	2	2
38	в большей или	1	2
39	уже по одному	1	2
40	в том отношении	1	2
41	мы знаем что	1	2
42	для того чтобы	1	2
43	если бы он	1	1
44	материалы показывают что	2	1
45	он вполне возможен	1	1
46	которых можно было	1	1
47	на этот вопрос	2	1
48	только в пределах	1	1
49	достаточно напомнить хотя	1	1
50	в прямом смысле	1	1
51	уже указывалось что	1	1
52	по существу своему	1	1
53	иметь в виду	1	1
54	то время как	3	1
55	о природе и	1	1
56	как один из	1	1
57	в этом смысле	1	1
58	в соответствии с	1	1
59	в силу того	1	1
60	же как и	1	1
61	быть отличаем от	1	1
62	говоря уже о	1	1
63	что мы имеем	2	1
64	сами по себе	1	1
65	но и в	2	1
66	то что в	2	1
67	в единый образ	1	1
68	в противном случае	1	1
69	чем иным как	1	1
70	эти примеры показывают	1	1
71	является не чем	1	1
72	вспомним хотя бы	1	1
73	энгельс в анти-дюринге	1	1
74	что во всех	1	1
75	напомнить хотя бы	1	1
76	но не могут	1	1
77	уже о том	1	1
78	приводит к тому	1	1
79	в ту же	1	1
80	не чем иным	1	1
81	мы знаем не	1	1
82	но в то	1	1
83	не только в	1	1
84	люди никогда не	1	1
85	таким образом и	1	1
86	об этом же	1	1
87	то же самое	3	1
88	так же как	2	1
89	как будто бы	2	1
90	мы видим что	8	1
91	свойственна не только	1	1
92	не в том	1	1
93	оно может быть	2	1
94	все же не	2	1
95	примеров можно указать	1	1
96	природных явлений в	1	1
97	ответ на этот	1	1
98	с большей или	1	1
99	за это время	1	1
100	а не только	1	1
101	что они не	1	1
102	того или иного	1	1
103	это правило в	1	1
104	в то время	3	1
105	не говоря уже	1	1
106	никогда не может	1	1
107	еще в году	1	1
108	но и для	1	1
109	вопрос о том	2	1
110	в реальной действительности	1	1
111	по его мнению	1	1
112	в сад и	1	1
113	в саду и	1	1
114	этот труд и	1	1
115	после того как	1	1
116	число которых можно	1	1
117	том что и	1	1
118	один из видов	1	1
119	мы имеем дело	1	1
120	все это не	1	1
121	дело не в	1	1
122	к тому же	1	1
123	не значит что	1	1
124	только тогда когда	1	1
125	что он в	1	1
126	не только для	1	1
