N	2gram	Vygotskiy__4	formyVre
1	и в	20	46
2	в этом	24	22
3	прежде всего	2	14
4	и его	5	12
5	во всех	1	11
6	не только	15	11
7	только в	10	11
8	как бы	7	10
9	точки зрения	24	10
10	в том	42	10
11	но в	3	10
12	мы уже	5	9
13	не в	4	9
14	у него	2	9
15	но и	9	9
16	вместе с	8	9
17	и не	8	9
18	и для	4	9
19	то же	16	8
20	как и	9	8
21	с точки	11	8
22	для того	5	8
23	того чтобы	7	8
24	потому что	12	8
25	связи с	3	8
26	в его	11	8
27	из них	4	8
28	в связи	3	8
29	в основном	1	8
30	и на	6	7
31	так сказать	1	7
32	так и	5	7
33	может быть	12	7
34	в одном	1	7
35	то что	15	7
36	как мы	13	6
37	еще не	2	6
38	все же	5	6
39	при этом	12	6
40	и с	4	6
41	его в	6	6
42	в основе	17	6
43	никогда не	5	6
44	те же	6	6
45	и во	3	6
46	так как	10	6
47	здесь в	1	6
48	все это	1	6
49	но не	3	5
50	с этим	5	5
51	в своем	4	5
52	все эти	5	5
53	связанные с	1	5
54	он не	1	5
55	в нем	2	5
56	должно быть	3	5
57	в то	1	5
58	в дальнейшем	1	5
59	и у	2	5
60	в частности	5	5
61	по существу	3	5
62	в смысле	4	5
63	что в	19	5
64	также и	2	4
65	человека и	1	4
66	и самое	1	4
67	и он	2	4
68	значение и	1	4
69	что они	14	4
70	в истории	10	4
71	как в	5	4
72	уже в	6	4
73	из этих	2	4
74	в себе	10	4
75	их в	2	4
76	и было	1	4
77	том что	35	4
78	место в	2	4
79	том же	2	4
80	уже говорили	2	4
81	с ним	1	4
82	о том	5	4
83	все его	1	4
84	вопросу о	1	4
85	к ряду	1	4
86	так что	3	4
87	конечно не	1	4
88	с другом	7	4
89	и их	1	4
90	а не	7	4
91	отнюдь не	3	4
92	друг с	7	4
93	с этой	4	4
94	еще более	1	4
95	же в	1	4
96	ему в	1	3
97	в виду	3	3
98	того же	9	3
99	слова и	5	3
100	мы будем	2	3
101	точка зрения	1	3
102	для других	2	3
103	хотя и	1	3
104	целый ряд	5	3
105	как уже	4	3
106	и как	9	3
107	в этот	1	3
108	уже не	1	3
109	та же	1	3
110	при виде	1	3
111	и по	1	3
112	прежде чем	1	3
113	таким образом	25	3
114	здесь мы	2	3
115	а затем	2	3
116	в совершенно	3	3
117	это когда	1	3
118	на первый	4	3
119	в их	12	3
120	в которых	1	3
121	не могли	1	3
122	и вниз	1	3
123	же самое	7	3
124	к тому	6	3
125	имеет место	1	3
126	на основе	10	3
127	роль в	4	3
128	мы наблюдаем	2	3
129	и совершенно	1	3
130	том как	1	3
131	а также	2	3
132	как у	1	3
133	что и	9	3
134	на развитие	1	3
135	того что	10	3
136	тот же	9	3
137	что он	6	3
138	в качестве	21	3
139	и они	1	3
140	для него	2	3
141	тем что	7	3
142	в форме	1	3
143	что на	2	3
144	и даже	1	3
145	не на	1	3
146	о чем	1	3
147	с помощью	31	3
148	это значит	2	3
149	в реальном	2	3
150	вверх и	1	3
151	не является	5	3
152	тем более	1	3
153	в этих	3	3
154	между вещами	1	3
155	ее в	1	3
156	а в	2	3
157	всего в	1	3
158	и другие	9	3
159	к этому	4	3
160	том числе	2	3
161	смысле слова	1	2
162	ту же	2	2
163	как его	1	2
164	и есть	1	2
165	тем же	4	2
166	и так	1	2
167	явления и	1	2
168	почти всегда	3	2
169	оно было	1	2
170	и людей	1	2
171	мы имеем	2	2
172	в сущности	4	2
173	говорить о	1	2
174	столько же	1	2
175	первый план	4	2
176	и т.п	2	2
177	совсем не	1	2
178	если в	1	2
179	друг от	1	2
180	большое значение	1	2
181	опирается на	2	2
182	то в	1	2
183	и к	5	2
184	в этой	3	2
185	с одной	9	2
186	только один	1	2
187	как он	4	2
188	на этом	3	2
189	более глубокой	1	2
190	по себе	1	2
191	и рядом	1	2
192	далеко не	2	2
193	с тем	6	2
194	которой он	1	2
195	одна и	1	2
196	мы видели	6	2
197	и становится	1	2
198	представление о	1	2
199	далее в	1	2
200	значение для	1	2
201	но эта	1	2
202	но он	1	2
203	и более	7	2
204	в той	2	2
205	в историческом	2	2
206	в отношении	10	2
207	вплоть до	1	2
208	эти формы	1	2
209	на котором	2	2
210	и всегда	1	2
211	в самой	1	2
212	и весь	1	2
213	этом отношении	7	2
214	очень часто	2	2
215	могут быть	7	2
216	во все	1	2
217	числе и	2	2
218	наблюдаем и	1	2
219	и потому	1	2
220	и это	2	2
221	от друга	1	2
222	здесь не	2	2
223	без всякого	1	2
224	и от	3	2
225	в себя	1	2
226	для нового	1	2
227	находится в	1	2
228	и та	1	2
229	можно сказать	1	2
230	это не	5	2
231	и только	4	2
232	к третьей	1	2
233	наконец и	1	2
234	значит что	2	2
235	что здесь	2	2
236	один из	3	2
237	мы видим	10	2
238	свет и	1	2
239	словом и	4	2
240	со всеми	3	2
241	эти образы	1	2
242	самых основных	1	2
243	и других	3	2
244	до того	1	2
245	в конце	1	2
246	их нужно	1	2
247	до сих	1	2
248	с другой	12	2
249	именно в	3	2
250	было бы	8	2
251	и затем	1	2
252	больше и	1	2
253	у нас	1	2
254	не знает	2	2
255	на друга	5	2
256	и самый	1	2
257	если не	2	2
258	что все	3	2
259	не может	6	2
260	все основные	2	2
261	так же	11	2
262	как это	9	2
263	по своему	4	2
264	в данном	2	2
265	наряду с	3	2
266	жемчужины и	1	2
267	одновременно с	3	2
268	сторон как	1	2
269	а потом	2	2
270	раньше и	1	2
271	лежит в	1	2
272	этом случае	3	2
273	сих пор	1	2
274	друг на	5	2
275	сила и	1	2
276	у них	1	2
277	вовсе нет	1	2
278	но это	1	2
279	в действительной	1	2
280	значения в	1	2
281	между ними	4	2
282	не быть	1	2
283	равно как	1	2
284	во всяком	4	2
285	существует только	2	1
286	увидим дальше	1	1
287	говоря о	2	1
288	например в	1	1
289	и действительно	1	1
290	себе этот	1	1
291	и то	10	1
292	на самом	1	1
293	значении этого	1	1
294	идет о	3	1
295	проявляются в	2	1
296	свое место	2	1
297	не имеют	3	1
298	должна быть	2	1
299	и больше	1	1
300	видеть в	2	1
301	стороны мы	2	1
302	действительности и	1	1
303	к созданию	1	1
304	особенно часто	1	1
305	которыми он	1	1
306	а как	1	1
307	на материале	1	1
308	совершенно иные	1	1
309	что если	2	1
310	которую мы	1	1
311	что уже	2	1
312	вопрос о	1	1
313	на место	3	1
314	во внутреннем	1	1
315	время как	1	1
316	вместо того	1	1
317	же что	1	1
318	и понятия	1	1
319	основе этого	2	1
320	в ней	2	1
321	заключенных в	1	1
322	и существенного	1	1
323	между собой	5	1
324	пока они	1	1
325	нужно как	1	1
326	в чем	3	1
327	зрения все	1	1
328	тем как	3	1
329	в нашем	4	1
330	на новой	1	1
331	не исчерпываются	1	1
332	самом деле	7	1
333	все больше	1	1
334	характерная для	1	1
335	или источником	1	1
336	не входит	1	1
337	себе и	3	1
338	отличие от	2	1
339	и речи	2	1
340	между словом	2	1
341	форме и	1	1
342	связи и	1	1
343	в настоящем	3	1
344	как говорит	2	1
345	и ложь	1	1
346	план выступает	1	1
347	более и	2	1
348	в него	2	1
349	мы также	1	1
350	однако не	1	1
351	в полном	1	1
352	этом же	1	1
353	когда он	3	1
354	грубое непосредственное	1	1
355	его к	4	1
356	имеет свои	1	1
357	следующим образом	3	1
358	в самом	6	1
359	животных и	2	1
360	отношение как	1	1
361	в которой	3	1
362	говорил он	2	1
363	ступени развития	2	1
364	бы не	1	1
365	так в	1	1
366	прямой и	1	1
367	остановиться на	2	1
368	и тот	7	1
369	и плотности	1	1
370	и те	4	1
371	в наших	2	1
372	дальше и	2	1
373	наблюдаем в	1	1
374	а вовсе	1	1
375	но прежде	1	1
376	вообще не	2	1
377	основных задач	1	1
378	мы можем	5	1
379	выражения и	1	1
380	действии и	1	1
381	в тот	1	1
382	не как	1	1
383	понятий и	9	1
384	образом и	1	1
385	всегда мыслит	1	1
386	на его	3	1
387	образов и	2	1
388	так например	1	1
389	одно и	6	1
390	в основу	2	1
391	развития они	1	1
392	но все	1	1
393	общего и	1	1
394	в каждом	2	1
395	в состоянии	1	1
396	они должны	1	1
397	является конечно	1	1
398	на этой	1	1
399	по прямой	1	1
400	бы нам	1	1
401	и тем	8	1
402	определенной системы	1	1
403	ни в	3	1
404	о которых	1	1
405	все равно	1	1
406	в действии	5	1
407	чем в	3	1
408	ключ к	4	1
409	мы не	1	1
410	такой же	2	1
411	и настоящих	1	1
412	в один	3	1
413	и того	5	1
414	понятия и	9	1
415	нисколько не	2	1
416	одного и	6	1
417	в своей	7	1
418	здесь впервые	2	1
419	новой формы	1	1
420	с самого	1	1
421	не столько	1	1
422	на каждом	6	1
423	от его	1	1
424	и связей	2	1
425	дает в	2	1
426	точку зрения	1	1
427	которые в	4	1
428	важную роль	3	1
429	то их	1	1
430	тому что	4	1
431	же самого	2	1
432	что те	2	1
433	что есть	1	1
434	и слово	1	1
435	ни казались	1	1
436	возникает в	4	1
437	но отдельные	1	1
438	в таких	1	1
439	о значении	1	1
440	с которой	1	1
441	есть прежде	1	1
442	не имеет	2	1
443	самого начала	1	1
444	на него	1	1
445	не по	2	1
446	когда они	1	1
447	функцию в	1	1
448	для писания	1	1
449	это мы	2	1
450	их развитие	1	1
451	слово и	2	1
452	под этим	2	1
453	место во	1	1
454	этих двух	1	1
455	и лишь	1	1
456	здесь на	1	1
457	и притом	1	1
458	как она	1	1
459	три таких	1	1
460	вперед и	1	1
461	на одной	2	1
462	во всем	3	1
463	ним но	1	1
464	было в	1	1
465	только с	1	1
466	уже и	2	1
467	и делает	1	1
468	особое внимание	1	1
469	и здесь	2	1
470	не могут	3	1
471	когда мы	2	1
472	как только	2	1
473	и развития	6	1
474	для развития	2	1
475	его с	1	1
476	но одновременно	1	1
477	как для	1	1
478	бы он	1	1
479	и iv	1	1
480	в наши	2	1
481	день и	1	1
482	сказать что	6	1
483	слова связанные	1	1
484	приходит к	3	1
485	значении в	1	1
486	вверх а	1	1
487	свою очередь	2	1
488	появляется в	1	1
489	отношений и	3	1
490	данном случае	2	1
491	корова и	1	1
492	нами выше	4	1
493	характер и	1	1
494	говорили что	1	1
495	то время	1	1
496	ряду с	1	1
497	и характер	1	1
498	смысле но	1	1
499	и сам	1	1
500	и которые	2	1
501	раз он	1	1
502	по сравнению	4	1
503	мы в	2	1
