N	2gram	Voloshinov_1	Problema
1	и в	38	30
2	в своей	2	22
3	то есть	4	21
4	не только	27	18
5	то что	8	18
6	в этом	10	17
7	том что	3	17
8	и даже	3	14
9	таким образом	7	13
10	но и	13	13
11	потому что	5	13
12	также и	2	12
13	о том	4	12
14	в его	6	12
15	в том	2	12
16	и не	14	12
17	так что	1	11
18	в своем	1	11
19	у него	1	11
20	в этой	6	10
21	в виде	1	10
22	для нас	3	10
23	точки зрения	10	10
24	все же	7	9
25	но в	5	9
26	и вообще	2	9
27	только в	6	9
28	и все	4	9
29	сказать что	3	9
30	хотя и	3	8
31	художественного творчества	5	8
32	с точки	5	8
33	никак не	1	8
34	в конце	6	8
35	вовсе не	2	8
36	но не	2	7
37	как и	10	7
38	не в	6	7
39	никогда не	7	7
40	связи с	3	7
41	у нас	4	7
42	здесь не	2	7
43	в дальнейшем	2	7
44	так и	6	7
45	что он	2	7
46	может быть	13	7
47	в связи	2	7
48	в результате	1	7
49	вместе с	5	7
50	и на	6	6
51	и как	9	6
52	в нем	4	6
53	при помощи	1	6
54	его в	4	6
55	несмотря на	2	6
56	уже у	1	6
57	и его	7	6
58	можно сказать	4	6
59	и что	1	6
60	что и	3	6
61	уже не	4	6
62	так как	7	6
63	с другой	1	6
64	прежде всего	21	6
65	как бы	28	6
66	и для	3	6
67	конце концов	3	6
68	а в	5	6
69	другой стороны	1	6
70	и то	3	5
71	не просто	2	5
72	в которой	7	5
73	тем не	1	5
74	в силу	1	5
75	и с	5	5
76	с тем	8	5
77	еще в	1	5
78	что этот	1	5
79	не менее	1	5
80	того как	1	5
81	и о	1	5
82	что у	3	5
83	художественное творчество	3	5
84	и их	5	5
85	мы можем	7	5
86	а не	6	5
87	не может	12	5
88	так же	4	5
89	как раз	1	5
90	будто бы	1	5
91	в самом	4	5
92	что в	1	5
93	к людям	1	4
94	человека и	1	4
95	того же	1	4
96	и он	2	4
97	отнюдь не	10	4
98	и к	4	4
99	в себе	9	4
100	при этом	9	4
101	но все	4	4
102	об этом	3	4
103	было бы	7	4
104	ни в	1	4
105	не мог	3	4
106	не так	3	4
107	по крайней	1	4
108	в то	9	4
109	тогда когда	1	4
110	но даже	2	4
111	все еще	1	4
112	и сам	2	4
113	ясно что	2	4
114	крайней мере	1	4
115	оказывается что	1	4
116	или в	2	4
117	в качестве	4	4
118	даже и	2	4
119	еще и	2	4
120	а с	5	4
121	если не	3	4
122	в частности	3	4
123	этот мотив	1	4
124	людей но	1	4
125	гораздо более	2	4
126	смысле слова	1	3
127	тем же	3	3
128	в виду	3	3
129	в ней	8	3
130	еще не	3	3
131	иное как	2	3
132	что его	1	3
133	в ее	3	3
134	только тогда	2	3
135	в противоположность	1	3
136	от этого	1	3
137	он в	1	3
138	бы не	2	3
139	он не	2	3
140	в другом	1	3
141	знает что	1	3
142	не всегда	2	3
143	нас не	2	3
144	однако в	2	3
145	нет никакого	1	3
146	в отношении	2	3
147	в русской	1	3
148	что иное	2	3
149	в самой	1	3
150	и после	1	3
151	как будто	1	3
152	с ним	2	3
153	к нему	2	3
154	русской литературе	1	3
155	все время	5	3
156	же в	1	3
157	того что	4	3
158	тот же	2	3
159	и тем	6	3
160	в начале	3	3
161	в одном	3	3
162	для них	2	3
163	для того	9	3
164	именно в	1	3
165	и никогда	1	3
166	о котором	1	3
167	еще более	2	3
168	и другие	1	3
169	не что	4	3
170	перейти к	2	3
171	самом деле	4	2
172	и до	1	2
173	от всяких	1	2
174	то же	14	2
175	те времена	1	2
176	из всех	1	2
177	мы имеем	2	2
178	мы не	9	2
179	является наиболее	3	2
180	еще до	1	2
181	равно как	2	2
182	я не	1	2
183	в таком	1	2
184	все эти	2	2
185	в чем	1	2
186	тем как	1	2
187	мы будем	6	2
188	не то	1	2
189	значение и	1	2
190	и никак	1	2
191	отношение к	2	2
192	на то	1	2
193	в одной	1	2
194	как в	2	2
195	что именно	3	2
196	и нет	2	2
197	кроме того	2	2
198	когда он	1	2
199	в нашей	1	2
200	и каждое	1	2
201	если он	3	2
202	борьбы с	1	2
203	на его	5	2
204	а скорее	1	2
205	не к	3	2
206	которого и	2	2
207	прежде чем	2	2
208	или иных	3	2
209	факт что	1	2
210	его не	2	2
211	это не	3	2
212	но уже	1	2
213	о своем	3	2
214	и тогда	2	2
215	раз и	1	2
216	более всего	1	2
217	бы на	1	2
218	и без	4	2
219	на месте	1	2
220	в котором	3	2
221	в поэме	1	2
222	страха и	1	2
223	в таких	1	2
224	человека но	1	2
225	и ясно	1	2
226	на него	4	2
227	того чтобы	7	2
228	ничего не	8	2
229	при всем	2	2
230	по своей	2	2
231	и является	5	2
232	тем что	2	2
233	за ними	2	2
234	в области	5	2
235	не могут	1	2
236	и другой	1	2
237	это конечно	1	2
238	ли не	2	2
239	к тому	4	2
240	гордость и	1	2
241	как мы	9	2
242	без всякого	1	2
243	всей своей	1	2
244	как с	2	2
245	можно было	4	2
246	здесь как	1	2
247	по себе	1	2
248	в глаза	1	2
249	и просто	1	2
250	в значительной	2	2
251	между тем	3	2
252	вслед за	1	2
253	в середине	2	2
254	здесь в	1	2
255	ли он	2	2
256	в какой	2	2
257	есть в	1	2
258	конечно не	3	2
259	уже в	5	2
260	свидетельствует о	1	2
261	из них	3	2
262	разума и	1	2
263	доказать что	1	2
264	то у	1	2
265	и делает	1	2
266	до сих	1	2
267	тысяч лет	1	2
268	с помощью	6	2
269	он говорит	1	2
270	наряду с	1	2
271	да и	4	2
272	в первой	2	2
273	бросается в	1	2
274	с этой	1	2
275	сих пор	2	2
276	но для	3	2
277	один из	4	2
278	тех или	4	2
279	это уже	1	2
280	мира и	1	2
281	в те	1	2
282	всякого рода	1	2
283	у которого	5	2
284	хотя бы	18	2
285	не будет	3	2
286	в свою	6	2
287	из тех	1	2
288	была бы	1	2
289	с прометеем	1	2
290	жизни и	3	2
291	но еще	1	2
292	к этому	2	2
293	все что	1	2
294	я и	2	1
295	если б	4	1
296	отношения к	3	1
297	должен быть	2	1
298	на самом	3	1
299	в христианском	1	1
300	к своей	1	1
301	это и	1	1
302	даже еще	1	1
303	своей первой	1	1
304	и есть	1	1
305	в их	1	1
306	мы уже	10	1
307	пока он	1	1
308	которую мы	1	1
309	бы что	1	1
310	вопрос о	2	1
311	так чтобы	1	1
312	на себя	1	1
313	жизни как	1	1
314	они были	1	1
315	увидим ниже	1	1
316	жизни это	2	1
317	же мере	1	1
318	это возможно	1	1
319	на кого	1	1
320	не был	1	1
321	или от	1	1
322	с его	7	1
323	сама собой	1	1
324	то мы	3	1
325	и всего	2	1
326	то он	3	1
327	бы в	5	1
328	что было	3	1
329	если в	1	1
330	у них	2	1
331	и разными	1	1
332	оно является	2	1
333	или иное	4	1
334	определенной форме	1	1
335	грома и	1	1
336	первый взгляд	1	1
337	если она	1	1
338	с этим	2	1
339	своей и	1	1
340	желаний и	1	1
341	для всех	2	1
342	не думал	1	1
343	перед нами	3	1
344	этого еще	1	1
345	и наконец	5	1
346	бы стать	1	1
347	с определенной	4	1
348	ясно и	1	1
349	тон и	1	1
350	или иную	3	1
351	то в	1	1
352	бы и	2	1
353	что это	4	1
354	формы в	1	1
355	чуть ли	2	1
356	в нашем	5	1
357	из этих	1	1
358	в тех	3	1
359	если мы	4	1
360	большей части	1	1
361	вопроса о	4	1
362	и те	1	1
363	тем он	1	1
364	имеем в	1	1
365	имеет для	1	1
366	и если	1	1
367	вообще не	1	1
368	главным образом	3	1
369	он ни	1	1
370	у древних	1	1
371	всех этих	1	1
372	он должен	3	1
373	и вот	3	1
374	содержит в	1	1
375	зрения весь	1	1
376	лишь с	1	1
377	так например	1	1
378	времени и	2	1
379	говорить не	1	1
380	который уже	1	1
381	общества в	2	1
382	образом если	1	1
383	искусства в	1	1
384	и тоже	1	1
385	человечества но	1	1
386	и дает	1	1
387	должен был	1	1
388	весь мир	1	1
389	знаком с	1	1
390	и находит	1	1
391	только лишь	1	1
392	ту или	3	1
393	же эти	1	1
394	для тех	1	1
395	при виде	1	1
396	он конечно	1	1
397	с более	1	1
398	на первый	1	1
399	совсем другое	1	1
400	мы как	2	1
401	с ума	1	1
402	не поймут	1	1
403	и при	2	1
404	что такое	4	1
405	в следующем	1	1
