N	4gram	Losev_Dial_3	Myshleni
1	в то время как	4	5
2	одной и той же	1	3
3	в том смысле что	1	2
4	когда мы говорим что	1	2
5	сами по себе совершенно	1	1
6	внимание на то что	1	1
7	есть не что иное	3	1
8	не что иное как	6	1
9	может и должен быть	1	1
10	он исходит из того	1	1
11	с этой точки зрения	2	1
12	и в зависимости от	1	1
13	что мы не можем	1	1
14	не может выйти из	1	1
15	это не значит что	1	1
16	исходит из того что	1	1
17	не содержит в себе	1	1
18	в том что в	1	1
19	которые сами по себе	1	1
20	же как и в	1	1
21	так же как и	1	1
22	в связи с этим	1	1
