N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	49
2	прежде всего	1	19
3	в его	3	18
4	не только	9	17
5	и его	3	17
6	в этом	8	15
7	и не	5	15
8	в году	18	13
9	в них	2	13
10	но и	7	13
11	во время	2	12
12	как и	6	11
13	и т.п	2	11
14	как бы	4	11
15	в этой	2	10
16	в нем	6	9
17	для него	2	9
18	все это	4	9
19	в романе	6	9
20	отношение к	2	8
21	смеха и	1	8
22	во франции	1	8
23	то же	5	7
24	все же	6	7
25	таким образом	2	7
26	один из	1	7
27	не может	2	7
28	жизни и	1	7
29	именно в	1	6
30	во всех	1	6
31	в истории	4	6
32	так и	1	6
33	и с	6	6
34	рядом с	2	6
35	точки зрения	2	6
36	но он	3	6
37	в то	5	6
38	же время	5	6
39	в литературе	1	6
40	то что	7	6
41	с точки	2	5
42	с его	3	5
43	но не	1	5
44	в своем	3	5
45	выражение в	1	5
46	при этом	4	5
47	в эту	2	5
48	в своей	2	5
49	никогда не	2	5
50	роль в	1	5
51	уже в	4	5
52	в начале	6	5
53	может быть	4	5
54	в особенности	1	5
55	в основном	1	5
56	отношения к	2	4
57	но в	6	4
58	в себе	2	4
59	этот процесс	1	4
60	в жизни	1	4
61	в этих	1	4
62	с ним	4	4
63	одна из	2	4
64	году в	2	4
65	с другой	1	4
66	и во	3	4
67	этот момент	2	4
68	в известной	1	4
69	мы находим	1	4
70	а в	2	4
71	тем что	3	4
72	в форме	1	4
73	до сих	1	4
74	не было	5	4
75	de la	1	4
76	и о	3	4
77	сих пор	1	4
78	том что	3	4
79	в духе	1	4
80	в свое	1	4
81	в своих	4	4
82	как на	1	4
83	также и	1	3
84	человека и	1	3
85	в самом	1	3
86	место в	2	3
87	был еще	1	3
88	не был	1	3
89	он пишет	2	3
90	раз в	3	3
91	да и	1	3
92	всех этих	1	3
93	в плане	1	3
94	было бы	1	3
95	из них	2	3
96	далеко не	3	3
97	несмотря на	4	3
98	во всем	1	3
99	в одном	1	3
100	их в	2	3
101	но они	1	3
102	и это	2	3
103	с ее	1	3
104	в ее	1	3
105	так в	2	3
106	и вообще	1	3
107	в виду	4	3
108	о том	4	3
109	к нему	1	3
110	же в	2	3
111	что он	4	3
112	этом отношении	1	3
113	связан с	1	3
114	что для	1	3
115	о чем	2	3
116	и перед	1	3
117	и все	7	3
118	в том	3	3
119	другой стороны	1	3
120	как известно	1	2
121	одним из	3	2
122	по преимуществу	1	2
123	он как	1	2
124	в ней	4	2
125	еще не	2	2
126	он был	3	2
127	ту эпоху	1	2
128	это и	1	2
129	что они	1	2
130	же с	1	2
131	дает нам	1	2
132	как к	1	2
133	целый ряд	4	2
134	что слово	1	2
135	на то	3	2
136	ключ к	1	2
137	в свет	1	2
138	в мире	2	2
139	эта была	1	2
140	можно найти	1	2
141	в их	1	2
142	жизнь и	1	2
143	его современников	1	2
144	в условиях	1	2
145	что в	7	2
146	вплоть до	1	2
147	того как	1	2
148	ничего не	1	2
149	что только	1	2
150	эпизода с	1	2
151	связи с	3	2
152	вот в	1	2
153	могут быть	1	2
154	в одну	2	2
155	на основе	2	2
156	на страницах	1	2
157	еще в	1	2
158	и т.д	1	2
159	там же	2	2
160	во все	1	2
161	в ту	1	2
162	и образы	2	2
163	проникнуть в	1	2
164	всяком случае	1	2
165	в качестве	1	2
166	никто не	1	2
167	в конце	3	2
168	у него	5	2
169	и даже	6	2
170	в предисловии	1	2
171	до конца	1	2
172	человек в	1	2
173	одну из	1	2
174	под влиянием	1	2
175	в связи	3	2
176	вместе с	2	2
177	так же	4	2
178	в него	2	2
179	но это	2	2
180	вряд ли	1	2
181	еще раз	1	2
182	хотя и	1	2
183	очень хорошо	2	2
184	это в	2	2
185	во всяком	1	2
186	все что	1	2
187	этого романа	1	1
188	и то	2	1
189	к своей	1	1
190	несколько позже	1	1
191	в котором	6	1
192	своей эпохи	1	1
193	он всегда	1	1
194	и этот	1	1
195	той же	1	1
196	из всех	1	1
197	еще до	1	1
198	который был	3	1
199	роман в	1	1
200	того же	1	1
201	и он	2	1
202	литературой в	1	1
203	на них	1	1
204	складывались и	1	1
205	в чем	3	1
206	в комментариях	1	1
207	и речи	1	1
208	чтобы потом	1	1
209	независимо от	1	1
210	как в	1	1
211	по которому	1	1
212	он часто	1	1
213	не будем	1	1
214	и наконец	1	1
215	с конца	1	1
216	мотивы и	2	1
217	был врагом	1	1
218	в целом	1	1
219	всего романа	1	1
220	романа это	1	1
221	что к	2	1
222	не могла	1	1
223	развиваться в	1	1
224	безумия или	1	1
225	знали что	1	1
226	он не	3	1
227	в силу	1	1
228	из него	1	1
229	людей и	1	1
230	перейдя в	1	1
231	истин в	1	1
232	об этом	5	1
233	говорить не	1	1
234	в будущее	1	1
235	его в	3	1
236	это не	4	1
237	эпохи он	1	1
238	в итоге	1	1
239	с настроениями	1	1
240	в париже	3	1
241	его отношения	1	1
242	не всегда	1	1
243	свою книгу	1	1
244	в развитии	1	1
245	года и	1	1
246	скептицизм и	1	1
247	не мог	2	1
248	вторая часть	1	1
249	представление о	1	1
250	году когда	1	1
251	на большую	1	1
252	не менее	2	1
253	том же	2	1
254	что этот	1	1
255	что эта	1	1
256	и есть	1	1
257	свободой и	1	1
258	из которых	1	1
259	литературной среде	1	1
260	как о	1	1
261	в какую-то	1	1
262	первая часть	1	1
263	было не	1	1
264	только не	1	1
265	я не	3	1
266	такое понимание	1	1
267	потому что	1	1
268	же он	1	1
269	по первому	1	1
270	в девяти	1	1
271	такие же	1	1
272	была на	1	1
273	к себе	2	1
274	и сам	1	1
275	что уже	1	1
276	из вариаций	1	1
277	не есть	1	1
278	правда не	1	1
279	знаменитое письмо	1	1
280	роман сервантеса	1	1
281	во многом	4	1
282	именно этот	1	1
283	во второй	1	1
284	правда в	1	1
285	а их	1	1
286	строки из	1	1
287	о нем	6	1
288	году и	2	1
289	второй половине	1	1
290	она же	1	1
291	еще относительно	1	1
292	играл известную	1	1
293	с мотивами	1	1
294	особенно резко	1	1
295	полную волю	1	1
296	во всей	1	1
297	можно проследить	1	1
298	в свете	1	1
299	если это	1	1
300	конце концов	1	1
301	и всего	1	1
302	того что	1	1
303	к роману	1	1
304	года в	7	1
305	он стал	1	1
306	ясно что	1	1
307	в разные	1	1
308	в литературу	1	1
309	начало в	1	1
310	и ее	2	1
311	литературе и	1	1
312	за которую	1	1
313	в эти	2	1
314	свил себе	1	1
315	что из	1	1
316	из которого	1	1
317	с нею	2	1
318	и у	3	1
319	своего рода	1	1
320	а это	1	1
321	высокой оценке	1	1
322	шестьдесят лет	1	1
323	ни с	1	1
324	мы знаем	2	1
325	искать в	1	1
326	и их	1	1
327	пока не	1	1
328	узнает в	1	1
329	привела к	1	1
330	к ним	2	1
331	как раз	2	1
332	из основателей	1	1
333	о своей	1	1
334	о влиянии	2	1
335	а о	1	1
336	после смерти	2	1
337	к которому	1	1
338	как же	2	1
339	которой был	1	1
340	целым рядом	1	1
341	своих литературных	2	1
342	говорит о	1	1
343	говорит я	1	1
344	на этот	1	1
345	более того	1	1
346	и далее	2	1
347	только как	1	1
348	года с	1	1
349	только от	1	1
350	ближе к	1	1
351	он и	1	1
352	в те	3	1
353	с помощью	1	1
354	в частности	1	1
355	в честь	2	1
356	ко всем	1	1
357	не знал	1	1
358	по своему	1	1
359	что за	1	1
360	романа в	1	1
361	сильные стороны	1	1
362	еще к	1	1
363	над тем	1	1
364	и служило	1	1
365	письме к	4	1
366	вне его	1	1
367	и от	1	1
368	это как	1	1
369	год в	1	1
370	для нас	4	1
371	бы в	1	1
372	еще более	1	1
373	и как	3	1
374	лести и	1	1
375	но вот	1	1
376	гораздо больше	1	1
377	далее он	1	1
378	равно как	1	1
379	в свою	2	1
380	на это	2	1
381	эти слова	3	1
382	знал в	1	1
383	к этому	3	1
