N	3gram	Vygotskiy__2	Problemy
1	и т п	8	9
2	с точки зрения	10	8
3	до сих пор	5	7
4	сам по себе	4	5
5	то же время	2	5
6	в то же	2	5
7	и не может	2	4
8	в отличие от	1	4
9	не может быть	8	4
10	друг с другом	1	4
11	в самом деле	11	4
12	и т д	2	4
13	более или менее	1	3
14	можно было бы	4	3
15	с другой стороны	2	3
16	никак не может	1	3
17	как и в	2	3
18	в этом смысле	1	2
19	том что он	3	2
20	и та же	1	2
21	того и другого	2	2
22	на этот вопрос	2	2
23	как если бы	1	2
24	и в этих	1	2
25	в конце концов	3	2
26	в отношении к	3	2
27	но при этом	1	2
28	и то же	1	2
29	то время как	2	2
30	одно и то	1	2
31	одна и та	1	2
32	тем не менее	4	2
33	в то время	3	2
34	никогда не может	3	2
35	на то что	6	2
36	друг от друга	1	2
37	по себе но	1	2
38	в узком смысле	1	2
39	о том как	1	1
40	точки зрения и	1	1
41	и в поэзии	1	1
42	а между тем	1	1
43	в каждом романе	1	1
44	те же явления	1	1
45	все эти вопросы	1	1
46	то есть не	1	1
47	на том же	2	1
48	в том и	2	1
49	он не только	1	1
50	то же самое	6	1
51	так что он	1	1
52	же как и	1	1
53	по крайней мере	1	1
54	и во всех	1	1
55	в таком случае	1	1
56	а не как	1	1
57	и в других	1	1
58	не может найти	1	1
59	сами по себе	3	1
60	в сознании и	2	1
61	что он не	2	1
62	бы то ни	2	1
63	лишь тогда когда	1	1
64	но и в	1	1
65	может быть даже	1	1
66	как и всегда	1	1
67	то что было	1	1
68	скорее на то	1	1
69	не согласиться с	1	1
70	что он так	1	1
71	и со всеми	1	1
72	к другому и	1	1
73	в которых может	1	1
74	они еще не	1	1
75	дело идет о	1	1
76	то ни было	1	1
77	с одной стороны	1	1
78	в связи с	1	1
79	если мы не	1	1
80	все больше и	1	1
81	каждый из них	2	1
82	все действующие лица	1	1
83	все же не	1	1
84	ни на что	1	1
85	во всяком случае	2	1
86	всего того что	1	1
87	мы не найдем	1	1
88	и в том	2	1
89	вместо того чтобы	1	1
90	бы не было	1	1
91	о том что	4	1
92	не менее чем	1	1
93	и только на	1	1
94	по себе и	1	1
95	в душевной жизни	1	1
96	т п так	1	1
97	как бы вбирает	1	1
98	само по себе	3	1
99	на самом деле	5	1
100	притом так чтобы	1	1
101	но и на	1	1
102	этой точки зрения	2	1
103	не только не	1	1
104	т п в	1	1
105	он никогда не	1	1
106	можно сказать что	1	1
107	в его творчестве	1	1
108	если бы не	1	1
109	в другом случае	1	1
110	после того как	1	1
111	больше и больше	1	1
112	таким образом и	3	1
113	и что он	1	1
114	в том что	17	1
115	и каждый из	1	1
116	мы увидим что	1	1
117	в своих произведениях	1	1
