N	4gram	Vygotskiy__4	Analitik
1	не что иное как	1	4
2	мы имеем дело с	1	3
3	состоит в том что	3	3
4	бы то ни было	1	3
5	в том что он	1	2
6	одного и того же	5	2
7	только в том что	2	1
8	собой не что иное	1	1
9	в самом деле как	1	1
10	одно и то же	6	1
11	одна и та же	1	1
12	связи и отношения между	1	1
13	в собственном смысле слова	1	1
14	в том случае если	1	1
15	одной и той же	4	1
16	у одного и того	2	1
17	с этой точки зрения	4	1
18	истинном значении этого слова	1	1
19	в том числе и	2	1
20	в такой же мере	1	1
21	одни и те же	3	1
22	один и тот же	7	1
23	в истинном значении этого	1	1
24	в том виде в	1	1
25	том виде в каком	1	1
26	не говоря уже о	1	1
27	тех или иных элементов	1	1
28	это означает что в	1	1
