N	2gram	Ircho_Kome_1	Problemy
1	и не	8	31
2	и в	22	29
3	в его	5	24
4	может быть	9	24
5	в этом	3	22
6	т е	13	21
7	в нем	4	19
8	точки зрения	4	19
9	как бы	1	19
10	не только	10	15
11	то что	2	15
12	то же	6	14
13	и его	8	14
14	но и	11	14
15	таким образом	8	12
16	как и	9	12
17	не может	2	12
18	в самом	2	10
19	в то	10	10
20	только в	3	10
21	в одном	8	10
22	все же	3	9
23	же время	4	9
24	о нем	1	9
25	идеи в	1	9
26	но не	2	9
27	по отношению	3	8
28	последнее слово	1	8
29	что в	6	8
30	по себе	1	8
31	в каждом	1	8
32	в том	11	8
33	что он	6	8
34	потому что	5	8
35	до конца	2	8
36	в своем	1	8
37	отношению к	3	8
38	а как	1	7
39	и на	3	7
40	за пределы	2	7
41	и как	3	7
42	но в	4	7
43	в себе	2	7
44	зрения на	1	7
45	том что	12	7
46	не в	6	7
47	вовсе не	2	7
48	так и	5	7
49	в форме	2	7
50	прежде всего	5	7
51	мира и	1	7
52	а в	6	7
53	одним из	1	6
54	так же	3	6
55	как в	5	6
56	в целом	3	6
57	что она	1	6
58	в мире	1	6
59	его в	3	6
60	несмотря на	4	6
61	могут быть	3	6
62	к нему	2	6
63	говорит он	1	6
64	в конце	6	6
65	так как	4	6
66	как раз	3	6
67	и потому	1	6
68	не могут	1	6
69	все это	5	6
70	на самом	1	5
71	в зависимости	1	5
72	той же	1	5
73	зависимости от	1	5
74	у него	3	5
75	перед нами	1	5
76	он не	3	5
77	но все	1	5
78	было бы	2	5
79	в сущности	2	5
80	и это	1	5
81	и о	3	5
82	еще не	2	5
83	с ним	1	5
84	ничего не	3	5
85	между тем	5	5
86	именно в	4	5
87	и др	1	5
88	мира в	1	5
89	конце концов	4	5
90	во всяком	2	5
91	и т	9	4
92	идет о	3	4
93	поэтому и	1	4
94	и самого	2	4
95	тем как	2	4
96	в этой	7	4
97	человека в	1	4
98	даже в	3	4
99	как мы	4	4
100	от того	1	4
101	и с	3	4
102	и следовательно	1	4
103	в литературе	1	4
104	тем что	4	4
105	что и	4	4
106	превращается в	1	4
107	его как	1	4
108	должна была	2	4
109	что же	1	4
110	но это	2	4
111	и для	1	4
112	в результате	4	4
113	они не	1	4
114	отношении к	1	3
115	он может	1	3
116	он в	1	3
117	не входит	1	3
118	уже в	5	3
119	ее как	1	3
120	подобно тому	1	3
121	далеко не	1	3
122	в их	4	3
123	тому что	1	3
124	одна из	2	3
125	на него	4	3
126	как будто	2	3
127	этом отношении	3	3
128	в духе	1	3
129	и этим	1	3
130	в себя	2	3
131	приводит к	1	3
132	и здесь	2	3
133	все его	1	3
134	с другой	5	3
135	в них	3	3
136	во времени	1	3
137	и у	3	3
138	за ним	1	3
139	мир в	1	3
140	всяком случае	2	3
141	ни в	6	3
142	т п	5	3
143	друг друга	1	3
144	точек зрения	2	3
145	хоть и	2	3
146	нового времени	5	3
147	тому как	1	3
148	по существу	1	3
149	его творчества	3	3
150	и одновременно	3	3
151	бы в	1	3
152	как вы	1	3
153	не дает	1	3
154	не знает	1	3
155	сказать что	1	3
156	другой стороны	5	3
157	автора в	1	3
158	время не	1	3
159	в своих	2	3
160	как на	1	3
161	все что	2	3
162	переходит к	1	2
163	все остальное	1	2
164	или к	1	2
165	из его	4	2
166	мы уже	1	2
167	о способах	1	2
168	для своего	1	2
169	в которой	6	2
170	вопрос о	3	2
171	совпадает с	1	2
172	на себя	2	2
173	из которых	2	2
174	как свой	1	2
175	в ней	1	2
176	бы то	2	2
177	отношение к	3	2
178	в настоящем	2	2
179	так что	1	2
180	в истории	5	2
181	толстого и	1	2
182	в той	1	2
183	с этим	1	2
184	для создания	1	2
185	однако не	1	2
186	его к	1	2
187	и к	1	2
188	в противоположность	2	2
189	тут и	1	2
190	на его	5	2
191	здесь мы	3	2
192	то ни	2	2
193	же не	1	2
194	при этом	5	2
195	а его	1	2
196	художественный образ	2	2
197	между отдельными	1	2
198	в жизни	1	2
199	ни одной	2	2
200	и уже	1	2
201	как целое	1	2
202	в отношении	6	2
203	в котором	4	2
204	в которых	1	2
205	но он	2	2
206	друг другу	1	2
207	однако в	3	2
208	но они	1	2
209	на твердом	1	2
210	самого начала	1	2
211	чтобы в	1	2
212	на себе	1	2
213	к этим	3	2
214	следовательно и	1	2
215	правда в	2	2
216	со своим	5	2
217	в сознании	3	2
218	к себе	1	2
219	вывод из	1	2
220	для себя	2	2
221	данном случае	1	2
222	него самого	1	2
223	и что	1	2
224	и сам	3	2
225	те же	1	2
226	начала и	1	2
227	отсюда и	1	2
228	находится в	2	2
229	именно потому	2	2
230	на вопрос	1	2
231	и во	2	2
232	образом все	1	2
233	от них	2	2
234	непосредственно в	1	2
235	наконец в	1	2
236	по своим	1	2
237	один из	5	2
238	тот же	3	2
