N	2gram	Bakhtin_Fr_7	VLabPisa
1	таким образом	19	27
2	в этом	15	26
3	и в	41	25
4	не только	5	22
5	может быть	4	21
6	и не	7	19
7	не может	3	17
8	в его	12	15
9	в процессе	2	14
10	в письме	1	14
11	этом отношении	2	13
12	в том	11	13
13	прежде всего	11	13
14	в частности	1	12
15	как это	1	12
16	все это	10	12
17	в силу	1	11
18	из них	3	11
19	в качестве	9	10
20	не могут	1	10
21	о том	6	10
22	то же	13	9
23	что в	9	9
24	об этом	1	9
25	по этому	3	9
26	для него	6	9
27	но и	9	9
28	и др	2	9
29	к этому	5	9
30	в своем	9	8
31	все эти	13	8
32	по словам	1	8
33	в году	5	7
34	во всех	3	7
35	по отношению	2	7
36	он пишет	1	7
37	вот например	1	7
38	было бы	4	7
39	как и	14	7
40	том что	4	7
41	этому поводу	1	7
42	говорит о	1	7
43	не было	3	7
44	а не	2	7
45	вместе с	5	7
46	же в	2	7
47	отношению к	2	7
48	это и	1	6
49	более или	2	6
50	в себе	11	6
51	в нем	7	6
52	это не	6	6
53	или менее	2	6
54	их в	2	6
55	том же	1	6
56	и его	9	6
57	в то	10	6
58	так и	10	6
59	между тем	1	6
60	у него	6	6
61	в основном	1	6
62	то что	8	6
63	одним из	1	5
64	и есть	3	5
65	в их	3	5
66	все же	1	5
67	в плане	5	5
68	и при	1	5
69	не в	9	5
70	же время	9	5
71	связи с	1	5
72	один из	1	5
73	он говорит	1	5
74	как бы	7	5
75	в результате	2	5
76	сказать что	1	5
77	только в	6	5
78	с его	2	4
79	замысла и	1	4
80	в этой	13	4
81	чем же	1	4
82	вот как	1	4
83	перед нами	2	4
84	в самом	1	4
85	что все	2	4
86	в них	7	4
87	даже в	1	4
88	одна из	4	4
89	никогда не	2	4
90	вот почему	1	4
91	к тому	2	4
92	должен быть	2	4
93	в ее	1	4
94	образов и	1	4
95	с ними	3	4
96	что он	3	4
97	рассказывает о	1	4
98	в одном	3	4
99	в связи	2	4
100	в романе	7	4
101	в своей	3	4
102	например в	3	3
103	человека и	1	3
104	в котором	1	3
105	его не	1	3
106	в которых	2	3
107	явлений и	2	3
108	что они	1	3
109	с этим	2	3
110	и как	2	3
111	и к	5	3
112	и по	3	3
113	говорить не	1	3
114	его в	3	3
115	далеко не	2	3
116	с тем	1	3
117	в слове	1	3
118	мы видели	5	3
119	во время	3	3
120	точки зрения	5	3
121	и ее	2	3
122	одном из	4	3
123	как о	3	3
124	со своим	1	3
125	у нас	1	3
126	она не	1	3
127	том как	2	3
128	образом в	1	3
129	в виду	4	3
130	утверждает что	1	3
131	в значительной	2	3
132	что и	5	3
133	того что	2	3
134	и образы	4	3
135	этот вопрос	1	3
136	января года	1	3
137	не обходится	1	3
138	и их	3	3
139	даже и	1	3
140	момент в	4	3
141	в конце	8	3
142	именно в	2	3
143	попал в	1	3
144	него в	1	3
145	так же	5	3
146	этого типа	1	3
147	всех других	1	3
148	по существу	8	3
149	при всем	1	3
150	писал в	1	3
151	и от	8	3
152	или в	2	3
153	бы в	2	3
154	жизни и	3	3
155	как на	1	3
156	ее в	1	3
157	частности к	1	2
158	ту же	2	2
159	также и	2	2
160	и через	1	2
161	он может	3	2
162	самого замысла	1	2
163	по его	1	2
164	а как	1	2
165	мы имеем	2	2
166	в которой	2	2
167	на эти	1	2
168	но даже	1	2
169	подчеркнуть что	1	2
170	в ней	5	2
171	еще не	2	2
172	например у	2	2
173	что его	1	2
174	в различных	1	2
175	в чем	2	2
176	но не	1	2
177	том числе	4	2
178	и слова	1	2
179	хотя и	4	2
180	как процесс	1	2
181	но в	8	2
182	не приходится	1	2
183	он в	1	2
184	ее как	1	2
185	лица и	3	2
186	как он	2	2
187	после этого	1	2
188	он не	4	2
189	том чтобы	1	2
190	так например	1	2
191	человека в	2	2
192	в каждом	1	2
193	в другом	1	2
194	или наконец	1	2
195	и отдельные	1	2
196	в жизни	1	2
197	рассказывает что	1	2
198	как об	1	2
199	дель арте	1	2
200	он и	1	2
201	и для	5	2
202	никаких оснований	1	2
203	не интересует	1	2
204	всяком случае	1	2
205	знаем что	1	2
206	эта не	1	2
207	которые в	1	2
208	как от	1	2
209	чрезвычайно разнообразны	1	2
210	по себе	1	2
211	не по	1	2
212	этом процессе	1	2
213	связанное с	2	2
214	в сознании	1	2
215	в области	2	2
216	в образах	2	2
217	что образы	1	2
218	нет ни	2	2
219	же самое	1	2
220	числе и	2	2
221	они и	2	2
222	мысль о	1	2
223	и может	2	2
224	роль в	2	2
225	в образе	4	2
226	он сам	1	2
227	и даже	1	2
228	остановимся на	2	2
229	бы еще	1	2
230	вот это	1	2
231	во всяком	2	2
232	но к	1	2
233	от них	1	2
234	во всей	2	2
235	конце концов	4	2
236	до нас	5	2
237	одной из	2	2
238	у них	2	2
239	при помощи	1	2
240	вовсе не	7	2
241	к ним	1	2
242	эти явления	1	2
243	в особенности	2	2
244	как у	1	2
245	писателя и	1	2
246	еще и	1	2
247	и образов	2	2
248	и непосредственно	1	2
249	о чем	1	2
250	показывает как	1	2
251	с половиной	1	2
252	нет никаких	1	2
253	начиная с	1	2
254	и потому	3	2
255	из которых	2	2
256	в течение	2	2
257	и формы	1	2
258	и некоторые	1	2
259	между прочим	1	2
260	можно было	3	2
261	не подлежит	3	2
262	мира и	4	2
263	все они	6	2
264	а в	5	2
265	в системе	1	2
266	между ними	1	2
267	к его	1	2
268	в своих	1	2
269	явления в	1	2
270	они не	1	2
271	которая не	1	2
272	вряд ли	1	1
273	лежат в	1	1
274	с жизнью	1	1
275	начинается с	2	1
276	и без	1	1
277	самом деле	1	1
278	применении к	1	1
279	все его	3	1
280	между всеми	1	1
281	почти не	1	1
282	и так	2	1
283	определить как	1	1
284	всем что	1	1
285	все те	2	1
286	должна быть	1	1
287	со всех	2	1
288	без труда	2	1
289	пока он	2	1
290	как мы	11	1
291	форме которую	1	1
292	именно к	1	1
293	почти все	1	1
294	себя свою	1	1
295	но она	1	1
296	типа мы	1	1
297	всех сторон	1	1
298	сам по	1	1
299	это время	1	1
300	проявляется в	3	1
301	свою очередь	3	1
302	и то	2	1
303	он был	3	1
304	вещь в	1	1
305	именно эти	1	1
306	быть в	1	1
307	не был	1	1
308	здесь не	1	1
309	и мира	2	1
310	по своему	2	1
311	не знала	1	1
312	а только	2	1
313	значение и	1	1
314	некоторые черты	1	1
315	себе и	1	1
316	процесса не	1	1
317	лицом к	1	1
318	в истории	1	1
319	что во	1	1
320	общего с	1	1
321	кроме того	3	1
322	целый ряд	4	1
323	говорит что	2	1
324	что по	1	1
325	и наконец	4	1
326	не являются	1	1
327	первоначальный замысел	1	1
328	в каком-то	1	1
329	роль играет	2	1
330	а во-вторых	1	1
331	уже в	5	1
332	есть для	1	1
333	за это	1	1
334	рассказ о	2	1
335	имеем в	2	1
336	наконец ряд	1	1
337	тому же	1	1
338	но на	1	1
339	так сказать	3	1
340	очень важную	1	1
341	время и	1	1
342	силой и	1	1
343	всем своем	1	1
344	момента в	1	1
345	и еще	2	1
346	не как	1	1
347	что еще	1	1
348	к каждому	1	1
349	уже не	2	1
350	его от	1	1
351	на этом	5	1
352	именно это	1	1
353	одно и	2	1
354	оно и	2	1
355	и сложного	1	1
356	связанных с	3	1
357	то есть	20	1
358	в несколько	1	1
359	не нашел	1	1
360	это одна	3	1
361	этом смысле	1	1
362	что один	1	1
363	и исключительной	1	1
364	отражение в	1	1
365	основная идея	1	1
366	смерть и	1	1
367	в ином	1	1
368	для них	1	1
369	этого не	1	1
370	с этой	1	1
371	практической жизни	1	1
372	образы в	1	1
373	этим и	1	1
374	которой он	2	1
375	несмотря на	3	1
376	в плоть	1	1
377	на этот	1	1
378	как целое	1	1
379	данте и	1	1
380	обратимся к	1	1
381	понятия и	1	1
382	себе все	2	1
383	в этих	2	1
384	или вообще	1	1
385	вещи в	2	1
386	отрыве от	2	1
387	их ложной	1	1
388	и благодаря	3	1
389	знает и	1	1
390	плоть и	1	1
391	признать что	1	1
392	их индивидуальность	1	1
393	однако от	1	1
394	произведения но	1	1
395	образом и	2	1
396	ряда других	1	1
397	но он	4	1
398	в прямом	1	1
399	этого только	1	1
400	не должна	1	1
401	радости и	1	1
402	что есть	2	1
403	перед собою	1	1
404	а иногда	1	1
405	мысли в	1	1
406	дело не	2	1
407	эти формы	1	1
408	и отсюда	1	1
409	того как	5	1
410	время как	1	1
411	и искусство	1	1
412	весь роман	1	1
413	но только	1	1
414	и автор	1	1
415	не имеет	3	1
416	нам предстоит	1	1
417	нет места	1	1
418	о природе	1	1
419	отметим еще	1	1
420	и иметь	1	1
421	три с	1	1
422	видим что	1	1
423	от него	1	1
424	мы бы	1	1
425	в основе	1	1
426	в каком	1	1
427	нет даже	1	1
428	все то	3	1
429	характер этой	1	1
430	ничего общего	1	1
431	о судьбе	1	1
432	в применении	1	1
433	и это	5	1
434	своего развития	1	1
435	но по	2	1
436	с ее	3	1
437	заимствовал из	1	1
438	связи со	1	1
439	данном случае	1	1
440	в дальнейшем	1	1
441	на другом	2	1
442	что у	3	1
443	легенды о	3	1
444	по аналогии	1	1
445	и практики	1	1
446	по ее	1	1
447	жизнь и	2	1
448	мы в	2	1
449	природа их	1	1
450	же духе	1	1
451	поэтому в	1	1
452	о котором	2	1
453	с ним	2	1
454	и кровь	1	1
455	и значительное	1	1
456	отчетливо хотя	1	1
457	о нем	3	1
458	до последних	1	1
459	материала и	1	1
460	на него	1	1
461	и та	1	1
462	и что	1	1
463	в глаза	1	1
464	после того	4	1
465	а также	2	1
466	с целью	1	1
467	первоначального замысла	1	1
468	аналогии с	1	1
469	и многих	1	1
470	по их	1	1
471	распространение в	1	1
472	несомненно и	1	1
473	подлежит сомнению	1	1
474	или как	1	1
475	разнообразны они	1	1
476	говорят о	1	1
477	доходит до	1	1
478	души по	1	1
479	которой мы	1	1
480	и во	2	1
481	на одном	5	1
482	и огромное	1	1
483	в форме	3	1
484	всего этого	2	1
485	в ту	1	1
486	в свете	3	1
487	о своих	1	1
