N	2gram	Voloshinov_1	RusskieA
1	и в	15	29
2	том что	5	22
3	в том	4	22
4	что в	6	22
5	в поле	1	19
6	как бы	11	18
7	и другие	2	14
8	так как	9	13
9	может быть	13	13
10	в землю	1	13
11	во время	5	12
12	там же	1	12
13	в этом	13	11
14	как и	6	11
15	одна из	3	11
16	в этот	4	10
17	не только	5	10
18	и с	7	10
19	все это	5	10
20	во многих	1	9
21	о том	1	9
22	в некоторых	1	9
23	а в	6	9
24	его в	8	8
25	но и	4	8
26	ее в	2	8
27	как в	3	7
28	данном случае	3	7
29	мы видели	5	7
30	или в	1	7
31	мы имеем	1	6
32	мы не	4	6
33	еще не	7	6
34	и на	3	6
35	при этом	7	6
36	таким образом	21	6
37	того чтобы	2	6
38	для того	1	6
39	вместе с	4	6
40	в данном	3	6
41	этом случае	1	6
42	и т	1	5
43	но не	5	5
44	но в	9	5
45	это не	2	5
46	т д	1	5
47	не может	13	5
48	потому что	4	5
49	для этого	4	5
50	и что	3	5
51	будто бы	2	5
52	или же	1	5
53	то что	10	5
54	к этому	7	5
55	же как	1	4
56	то же	7	4
57	вопрос о	1	4
58	на них	1	4
59	видели что	1	4
60	не все	1	4
61	что по	1	4
62	уже не	5	4
63	их в	2	4
64	а затем	1	4
65	далеко не	4	4
66	не в	4	4
67	у русских	1	4
68	тогда когда	1	4
69	у нас	3	4
70	а также	1	4
71	к нему	7	4
72	то и	1	4
73	из них	1	4
74	именно в	3	4
75	а не	2	4
76	так же	1	4
77	как это	1	4
78	эта теория	1	4
79	предположить что	1	4
80	по существу	1	4
81	и все	4	4
82	в таком	3	4
83	и через	2	3
84	и о	3	3
85	в ее	4	3
86	что это	3	3
87	все эти	9	3
88	представления не	1	3
89	в этой	5	3
90	что она	2	3
91	главным образом	4	3
92	и по	5	3
93	на этом	5	3
94	с другими	5	3
95	должен был	1	3
96	не всегда	4	3
97	на первый	1	3
98	в эту	2	3
99	в этих	2	3
100	в котором	1	3
101	в отличие	1	3
102	не будем	2	3
103	она не	2	3
104	в таких	3	3
105	такие же	1	3
106	и другой	1	3
107	как мы	10	3
