N	3gram	Trubetskoy_1	Literetu
1	то же время	2	9
2	в то же	2	9
3	не может быть	3	7
4	с одной стороны	2	6
5	в том что	15	5
6	состоит в том	1	4
7	с другой стороны	4	4
8	с точки зрения	8	3
9	в данном случае	3	3
10	по отношению к	9	3
11	но с другой	1	3
12	о том что	4	2
13	не говоря уже	1	2
14	в этом случае	4	2
15	говоря уже о	1	2
16	за то что	1	2
17	по крайней мере	1	2
18	одно и то	1	2
19	и то же	1	2
20	в том числе	1	2
21	тем не менее	4	2
22	нет и не	1	1
23	которые не могут	1	1
24	и культуры в	1	1
25	с лица земли	1	1
26	то же самое	1	1
27	что же касается	2	1
28	он не может	2	1
29	и не может	1	1
30	тем самым все	1	1
31	вместе с тем	2	1
32	вдруг оказывается что	1	1
33	является одним из	1	1
34	бы то ни	2	1
35	а так как	1	1
36	культуры которые не	1	1
37	только то что	2	1
38	в себе и	1	1
39	из того что	1	1
40	при этом однако	1	1
41	том числе и	1	1
42	можно было бы	1	1
43	до тех пор	1	1
44	с этой точки	1	1
45	и то что	3	1
46	в равной мере	1	1
47	ничего общего с	2	1
48	для тех кто	1	1
49	но и его	1	1
50	в данный момент	1	1
51	этом случае мы	1	1
52	в конце концов	4	1
53	во всех этих	2	1
54	в нашем случае	2	1
55	всего что на	1	1
56	приводит к тому	1	1
57	не в том	1	1
58	не свидетельствует о	1	1
59	исходит из того	1	1
60	так и от	1	1
61	по существу он	1	1
62	я не могу	1	1
63	в целом ряде	3	1
64	все то что	1	1
65	тогда как сам	1	1
66	этой точки зрения	1	1
67	однако это не	1	1
68	при этом у	1	1
69	а в том	1	1
70	по тем же	1	1
71	и некоторые другие	1	1
72	самом деле есть	1	1
73	из того же	2	1
74	в свою очередь	2	1
75	на самом деле	7	1
76	то есть в	1	1
77	не только не	1	1
78	тогда как при	1	1
79	то ни было	2	1
80	есть не более	1	1
81	а с другой	2	1
82	к тому что	1	1
83	во многих отношениях	1	1
84	для того чтобы	7	1
85	том что только	1	1
86	для этого необходимо	1	1
87	как мы видели	1	1
