N	2gram	Bakhtin_sl_1	Myslijsy
1	то есть	26	34
2	потому что	2	33
3	может быть	14	26
4	таким образом	9	24
5	в этом	12	23
6	в том	3	23
7	и в	41	23
8	в слове	7	22
9	и проч	2	18
10	и не	16	18
11	в языке	5	16
12	при этом	6	15
13	только в	6	15
14	то же	14	14
15	в себе	3	14
16	как и	4	14
17	того что	3	14
18	так как	3	14
19	для нас	2	14
20	если бы	1	13
21	не было	3	12
22	а не	15	12
23	том что	2	12
24	не в	7	11
25	но и	16	11
26	не может	14	11
27	не только	16	10
28	что мы	1	10
29	и потому	4	10
30	между тем	2	9
31	не есть	2	9
32	мы не	2	8
33	в своем	3	8
34	но в	8	8
35	было бы	3	8
36	о том	3	8
37	сказать что	2	8
38	и т	28	7
39	поэзии и	4	7
40	как в	8	7
41	с этим	3	7
42	на то	1	7
43	в нем	30	7
44	это не	6	7
45	и что	1	7
46	что и	1	7
47	вовсе не	7	7
48	могут быть	19	7
49	этого слова	1	7
50	и к	5	6
51	в которой	4	6
52	так и	11	6
53	что не	1	6
54	для того	2	6
55	вместе с	1	6
56	тем и	2	6
57	и то	2	5
58	один и	1	5
59	хотя и	2	5
60	бы и	3	5
61	есть для	2	5
62	как бы	12	5
63	так сказать	5	5
64	должно быть	2	5
65	по крайней	1	5
66	не менее	1	5
67	поэтического произведения	1	5
68	с ним	7	5
69	образом в	3	5
70	есть только	1	5
71	находится в	1	5
72	к нему	5	5
73	крайней мере	1	5
74	так что	2	5
75	есть в	1	5
76	в его	13	5
77	для него	3	5
78	не из	2	5
79	слова и	13	5
80	этом случае	2	5
81	все это	5	5
82	тем более	1	5
83	язык не	2	5
84	а в	6	5
85	таким же	1	5
86	во всяком	7	5
87	а между	2	4
88	есть не	1	4
89	и о	2	4
90	в истории	3	4
91	что как	1	4
92	могли бы	1	4
93	что все	2	4
94	и с	4	4
95	его в	3	4
96	с другими	5	4
97	и тем	2	4
98	мы имеем	1	4
99	точки зрения	16	4
100	в котором	2	4
101	сих пор	2	4
102	тем не	1	4
103	т п	23	4
104	и более	1	4
105	в то	14	4
106	на котором	1	4
107	того чтобы	1	4
108	со своим	5	4
109	в сознании	2	4
110	в каком	1	4
111	языке и	2	4
112	и может	3	4
113	можно сказать	2	4
114	хотя бы	3	4
115	то и	1	4
116	в одном	2	4
117	от того	1	4
118	только на	2	4
119	до сих	2	4
120	самое слово	1	4
121	так же	2	4
122	в данном	3	4
123	в той	10	4
124	да и	1	4
125	и все	4	4
126	есть уже	1	4
127	слово в	10	4
128	между ними	2	4
129	только как	1	4
130	в таком	1	4
131	например в	2	3
132	на самом	2	3
133	и есть	1	3
134	в первом	3	3
135	и до	1	3
136	слова в	8	3
137	мы уже	2	3
138	той же	2	3
139	что между	1	3
140	еще не	4	3
141	и на	14	3
142	к слову	1	3
143	там где	4	3
144	по которому	1	3
145	в действительности	1	3
146	в самом	5	3
147	все эти	9	3
148	бы не	1	3
149	так в	2	3
150	и тот	1	3
151	лица и	1	3
152	и если	1	3
153	на его	8	3
154	т д	5	3
155	к одному	1	3
156	нашего времени	1	3
157	языком и	1	3
158	и по	2	3
159	в нее	1	3
160	ни был	1	3
161	в каждом	4	3
162	лишь в	4	3
163	но уже	1	3
164	в них	6	3
165	с точки	8	3
166	но это	1	3
167	не от	1	3
168	в которых	1	3
169	на себе	1	3
170	связанная с	1	3
171	только не	1	3
172	никогда не	3	3
173	в разных	3	3
174	же время	12	3
175	связи с	2	3
176	внутреннюю форму	1	3
177	к тому	3	3
178	языка и	12	3
179	те же	2	3
180	ту же	4	3
181	из одного	2	3
182	в виду	1	3
183	и только	1	3
184	и следовательно	7	3
185	с ними	3	3
186	то в	2	3
187	и так	1	3
188	уже не	2	3
189	в поэзии	3	3
190	слова не	1	3
191	и других	3	3
192	и их	1	3
193	всяком случае	5	3
194	самого слова	1	3
195	со стороны	1	3
196	именно в	3	3
197	до этого	1	3
198	нет ничего	1	3
199	ко всем	1	3
200	возможность в	1	3
201	между прочим	1	3
202	в смысле	4	3
203	кроме того	4	3
204	известной степени	4	3
205	и другим	2	3
206	в этих	2	3
207	в процессе	4	3
208	в зародыше	1	2
209	языку и	5	2
210	явления и	1	2
211	а как	2	2
212	как мы	8	2
213	форму слова	1	2
214	но даже	1	2
215	мы и	2	2
216	в ней	4	2
217	не нужно	1	2
218	столь же	2	2
219	в различных	1	2
220	к ним	1	2
221	еще дальше	1	2
222	одном из	1	2
223	в отдельных	1	2
224	и слова	1	2
225	что по	1	2
226	говорящего не	1	2
