N	2gram	Losev_Dial_3	Analitik
1	в качестве	1	31
2	может быть	13	29
3	в том	5	27
4	не может	19	22
5	и не	27	21
6	в частности	2	19
7	и в	24	18
8	но и	9	17
9	а не	26	17
10	отнюдь не	10	15
11	не только	23	15
12	тогда как	1	14
13	не в	3	14
14	в этом	8	13
15	как и	7	13
16	в его	2	13
17	при этом	2	12
18	том что	8	12
19	в себе	2	11
20	то есть	1	11
21	но не	2	10
22	то же	6	9
23	в то	5	9
24	а в	2	9
25	есть не	9	8
26	в мире	1	8
27	но в	2	8
28	не есть	54	8
29	тем самым	3	7
30	к тому	4	7
31	особого рода	3	7
32	я и	2	6
33	мы имеем	1	6
34	в сущности	10	6
35	в самом	7	6
36	это не	4	6
37	далеко не	1	6
38	точки зрения	25	6
39	в основе	3	6
40	по своей	1	6
41	той или	2	6
42	должен быть	1	6
43	в себя	1	6
44	же время	3	6
45	только в	5	6
46	себя в	2	6
47	то что	14	6
48	или иной	4	6
49	прежде всего	8	6
50	в их	2	5
51	что иное	6	5
52	и на	3	5
53	иное как	6	5
54	и как	8	5
55	и его	5	5
56	имеет место	1	5
57	о том	6	5
58	как бы	3	5
59	что в	7	5
60	не что	6	4
61	из того	2	4
62	все же	3	4
63	сознания в	2	4
64	тому же	2	4
65	не всегда	1	4
66	с точки	14	4
67	и другого	1	4
68	и более	1	4
69	по себе	20	4
70	имеем дело	1	4
71	ни в	9	4
72	могут быть	2	4
73	так и	5	4
74	не с	1	4
75	с ним	1	4
76	на вопрос	1	4
77	с другой	4	4
78	в конечном	1	4
79	того что	12	4
80	субъекта и	4	4
81	уже не	5	4
82	конечном счете	1	4
83	для того	3	4
84	именно в	2	4
85	себя и	2	4
86	реальности в	1	4
87	вместе с	1	4
88	из которых	3	4
89	собственно говоря	4	4
90	не более	1	4
91	ни было	1	4
92	и т	24	3
93	таком случае	10	3
94	мере в	3	3
95	для науки	2	3
96	и есть	16	3
97	говоря и	1	3
98	место в	1	3
99	бы то	2	3
100	что как	1	3
101	однако не	2	3
102	и к	5	3
103	в нем	3	3
104	он не	5	3
105	в силу	3	3
106	подобно тому	4	3
107	таким образом	13	3
108	то ни	1	3
109	не будет	3	3
110	бы быть	2	3
111	того или	3	3
112	даже в	1	3
113	в котором	1	3
114	разного рода	2	3
115	дело не	1	3
116	того и	2	3
117	о нем	4	3
118	в таком	14	3
119	не могут	4	3
120	если бы	6	3
121	к нему	3	3
122	с его	2	3
123	еще не	2	3
124	вопрос об	3	3
125	с одной	3	3
126	вопроса о	1	3
127	обратиться к	1	3
128	от себя	4	3
129	никто не	2	3
130	что и	6	3
131	одной стороны	3	3
132	а именно	2	3
133	что не	5	3
134	личности в	2	3
135	тому как	4	3
136	быть не	2	3
137	что мы	8	3
138	в культуре	1	3
139	объекта и	1	3
140	которая в	1	3
141	и все	6	3
142	хотя бы	4	3
143	что он	13	3
144	своего предмета	1	3
145	или иного	2	3
146	говоря о	1	2
147	отношения к	1	2
148	самом деле	6	2
149	на самом	1	2
150	он может	1	2
151	в первом	2	2
152	субъект и	2	2
153	едва ли	1	2
154	также и	2	2
155	той же	3	2
156	а как	1	2
157	на место	1	2
158	на себя	3	2
159	как совокупность	1	2
160	и то	4	2
161	и самого	1	2
162	же мере	1	2
163	данном случае	1	2
164	то он	1	2
165	не просто	18	2
166	нет и	4	2
167	за пределы	3	2
168	что именно	3	2
169	как к	1	2
170	то в	2	2
171	в которой	1	2
172	все эти	3	2
173	из этих	2	2
174	есть вещь	1	2
175	думать что	2	2
176	как личность	1	2
177	не к	1	2
178	и по	2	2
179	на этом	2	2
180	или иных	1	2
181	и с	6	2
182	вещь может	1	2
183	из них	3	2
184	вовсе не	13	2
185	так как	6	2
186	несмотря на	2	2
187	жизни но	1	2
188	такой же	1	2
189	для него	4	2
190	от своего	2	2
191	не становится	1	2
192	вопрос о	5	2
193	творчества и	1	2
194	для этого	2	2
195	тогда когда	5	2
196	в процессе	1	2
197	только не	10	2
198	никогда не	7	2
199	в коем	3	2
200	и является	2	2
201	потому что	7	2
202	ничто не	2	2
203	нас самих	1	2
204	отличается от	8	2
205	же самое	1	2
206	для себя	2	2
207	как мы	2	2
208	и о	3	2
209	быть может	3	2
210	здесь не	1	2
211	не могу	1	2
212	и сам	1	2
213	не говоря	2	2
214	должно быть	3	2
215	иной личности	1	2
216	и восприятия	1	2
217	но к	1	2
218	и та	1	2
219	все прочие	1	2
220	с целью	1	2
221	можно сказать	1	2
222	в личности	1	2
223	коем случае	3	2
224	в т	1	2
225	или не	5	2
226	при помощи	3	2
227	сами по	3	2
228	при всей	1	2
229	не о	2	2
230	бытия и	2	2
231	случае не	3	2
232	каждый из	1	2
233	этом отношении	1	2
234	со стороны	2	2
235	было бы	5	2
236	но о	2	2
237	только через	1	2
238	что из	1	2
239	мира в	1	2
240	личность есть	3	2
241	и потому	2	2
242	как от	1	2
243	в данном	2	2
244	другого я	1	2
245	она есть	10	2
246	что же	11	2
247	внешнего мира	1	2
248	и тогда	5	2
249	в некий	1	2
250	тех или	2	2
251	тем более	3	2
252	нет ничего	9	2
253	понимать как	3	2
254	другой стороны	2	2
255	была бы	3	2
256	себя как	3	1
257	вещь но	3	1
258	речь идет	1	1
259	которых состоит	3	1
260	например в	2	1
261	зависимость от	1	1
262	и фактически	1	1
263	сам по	5	1
264	мира не	1	1
265	целое как	1	1
266	и субъект	2	1
267	ничего нельзя	2	1
268	к сказанному	1	1
269	знания не	1	1
270	есть сама	1	1
271	явления и	4	1
272	объект как	1	1
273	или о	1	1
274	по преимуществу	1	1
275	он всегда	1	1
276	не имеют	2	1
277	должна быть	6	1
278	и больше	4	1
279	в зависимости	2	1
280	то самое	1	1
281	по его	1	1
282	мы уже	3	1
283	должна уступить	1	1
284	она в	1	1
285	и души	1	1
286	мы не	5	1
287	за несколько	1	1
288	потребности и	1	1
289	есть нечто	23	1
290	и объект	3	1
291	не вполне	2	1
292	оно есть	2	1
293	не всякая	1	1
294	как я	2	1
295	которое не	2	1
296	что можно	2	1
297	до полного	1	1
298	как не	2	1
299	зависимости от	3	1
300	в ней	2	1
301	начало и	2	1
302	на нем	1	1
303	он был	1	1
304	и служит	1	1
305	в чем	4	1
306	во всех	1	1
307	говоря не	1	1
308	объект не	1	1
309	в ее	1	1
310	они имеют	1	1
311	но как	2	1
312	а только	1	1
313	воздействие на	1	1
314	в сторону	1	1
315	только тогда	3	1
316	или по	1	1
317	личность как	2	1
318	неизменным в	1	1
