N	2gram	Propp_Isto_5	slovoVRo
1	и в	25	39
2	может быть	17	37
3	и т	20	35
4	и его	9	33
5	не только	13	24
6	и не	11	22
7	но и	13	21
8	не может	6	20
9	в нем	7	19
10	в этом	10	16
11	все это	4	16
12	а не	2	14
13	отличие от	1	13
14	как в	6	13
15	в процессе	1	13
16	в пределах	4	13
17	слова в	1	13
18	во всех	2	12
19	в отличие	1	12
20	в истории	4	11
21	вовсе не	2	10
22	к своему	1	9
23	и с	3	9
24	не в	6	9
25	со своим	1	9
26	таким образом	9	8
27	оно не	1	8
28	себя в	6	8
29	прежде всего	6	8
30	точки зрения	2	8
31	еще не	8	7
32	в него	5	7
33	пределах одного	1	7
34	при этом	1	7
35	в этих	6	7
36	для него	1	7
37	с ним	4	7
38	никогда не	3	7
39	могут быть	6	7
40	как мы	5	7
41	язык и	2	7
42	в его	12	7
43	и даже	1	7
44	и потому	2	7
45	как бы	2	7
46	но не	5	6
47	в своем	1	6
48	все же	10	6
49	и к	1	6
50	но в	1	6
51	все эти	8	6
52	как и	7	6
53	она не	2	6
54	языка в	1	6
55	человек в	1	6
56	там где	6	6
57	этом случае	7	6
58	жизни и	2	6
59	например в	5	5
60	героя и	3	5
61	человека в	3	5
62	это не	6	5
63	том что	8	5
64	по себе	2	5
65	но все	5	5
66	мира и	1	5
67	с другой	9	5
68	один из	2	5
69	в том	6	5
70	с одной	7	5
71	конечно не	1	5
72	уже не	11	5
73	одной стороны	7	5
74	или иной	1	5
75	и для	2	5
76	только в	7	5
77	для нас	5	5
78	от него	1	5
79	и все	3	5
80	и наконец	1	5
81	языку и	1	4
82	в зависимости	1	4
83	его не	3	4
84	и на	8	4
85	по отношению	2	4
86	отношение к	1	4
87	словом в	1	4
88	сливается с	1	4
89	связанные с	2	4
90	всех этих	1	4
91	то же	4	4
92	его в	9	4
93	входит в	5	4
94	с другими	4	4
95	на почве	1	4
96	не менее	4	4
97	в то	3	4
98	одна из	2	4
99	в основе	1	4
100	эти формы	1	4
101	же время	1	4
102	или как	2	4
103	во всем	2	4
104	зависимости от	1	4
105	что оно	1	4
106	здесь не	1	4
107	для этого	1	4
108	борьба с	1	4
109	наконец в	1	4
110	и других	2	4
111	так как	11	4
112	и др	3	4
113	xix века	1	4
114	в основном	4	4
115	а в	3	4
116	отношению к	2	4
117	в таком	1	4
118	ту же	2	3
119	как это	1	3
120	должна быть	1	3
121	той же	1	3
122	человека и	2	3
123	стороны и	1	3
124	перед нами	2	3
125	и как	3	3
126	борьбы с	1	3
127	и социальной	1	3
128	на этом	3	3
129	с точки	1	3
130	нем в	1	3
131	связи с	8	3
132	в ней	5	3
133	в состав	1	3
134	а также	1	3
135	к нему	3	3
136	что и	6	3
137	в свете	3	3
138	или даже	1	3
139	него нет	1	3
140	у него	2	3
141	в особенности	3	3
142	связан с	2	3
143	здесь в	1	3
144	в свою	3	3
145	может иметь	1	3
146	в некоторых	4	3
147	связано с	5	3
148	материал и	1	3
149	и там	1	3
150	как к	1	3
151	и от	1	3
152	но это	7	3
153	и часто	1	3
154	как для	1	3
155	что в	8	3
156	из себя	4	3
157	хотя бы	1	3
158	сказать что	2	3
159	героя в	9	3
160	во всяком	1	3
161	немецкой науке	1	2
162	одним из	2	2
163	также и	1	2
164	оно входит	1	2
165	мы уже	4	2
166	мы не	5	2
167	именно к	1	2
168	на них	2	2
169	не был	1	2
170	его так	1	2
171	одним словом	1	2
172	оно уже	2	2
173	но как	1	2
174	иметь дело	1	2
175	с этим	5	2
176	как уже	1	2
177	в себе	1	2
178	роль в	2	2
179	т д	18	2
180	он не	4	2
181	в xvii	1	2
182	в виде	9	2
183	борьбу с	1	2
184	и более	1	2
185	из него	2	2
186	в нее	6	2
187	за ней	2	2
188	мы видели	7	2
189	смысл и	1	2
190	и другие	1	2
191	и при	2	2
192	в их	1	2
193	свой смысл	1	2
194	но он	2	2
195	даже в	2	2
196	на котором	1	2
197	тогда когда	2	2
198	того как	4	2
199	материала в	1	2
200	того чтобы	3	2
201	в одном	1	2
202	к ней	1	2
203	и оно	1	2
204	должен быть	2	2
205	свою очередь	1	2
206	на нем	1	2
207	без всякого	1	2
208	в себя	3	2
209	так в	2	2
210	в дальнейшем	4	2
211	здесь как	2	2
212	особенно в	2	2
213	о нем	3	2
214	и здесь	7	2
215	на него	8	2
216	о том	7	2
217	но мы	3	2
218	или на	2	2
219	в различных	2	2
220	ним и	2	2
221	в форме	3	2
222	нем и	3	2
223	что он	22	2
224	мы увидим	5	2
225	всяком случае	1	2
226	именно на	2	2
227	же и	1	2
228	уже в	2	2
229	его и	2	2
230	проникает в	1	2
231	для того	3	2
232	то что	7	2
233	не было	1	2
234	во власти	2	2
235	до сих	2	2
236	а именно	4	2
237	и затем	2	2
238	с которым	2	2
239	как о	1	2
240	не всегда	4	2
241	в одно	2	2
242	в связи	4	2
243	но оно	3	2
244	вместе с	22	2
245	здесь уже	1	2
246	в данном	3	2
247	есть на	2	2
248	сих пор	2	2
249	вокруг него	1	2
250	в более	3	2
251	этих случаях	8	2
252	не знаем	3	2
253	или в	6	2
254	все они	1	2
255	не знает	1	2
256	к его	2	2
257	только о	1	2
258	все что	1	2
259	они не	3	2
260	себя как	1	1
261	совсем как	1	1
262	того же	2	1
263	пусть не	1	1
264	он может	2	1
265	силы и	1	1
266	и должны	1	1
267	и есть	1	1
268	между двумя	1	1
269	за собой	1	1
270	когда это	1	1
271	и могут	1	1
272	встречается и	2	1
273	а как	2	1
274	есть не	1	1
275	на тех	2	1
276	он знает	1	1
277	и о	1	1
278	и свой	1	1
279	что уже	1	1
280	героя но	2	1
281	место в	1	1
282	нас это	1	1
283	и такой	1	1
284	для наших	1	1
285	и заставляет	1	1
286	в судьбах	1	1
287	было стать	1	1
288	и этого	1	1
289	не нужно	1	1
290	он сам	1	1
291	быть в	1	1
292	что его	3	1
293	процесс этот	1	1
294	то мы	1	1
295	видели что	2	1
296	совсем не	1	1
297	то он	1	1
298	остаются в	1	1
299	с каким	1	1
300	что так	1	1
301	как первая	1	1
302	чем же	1	1
303	трудно сказать	1	1
304	в одной	1	1
305	его на	4	1
306	если на	1	1
307	до его	2	1
308	что как	1	1
309	пределах одной	1	1
310	все остальные	1	1
311	не два	1	1
312	процессе развития	1	1
313	они дают	2	1
314	целый ряд	1	1
315	очень распространены	1	1
316	увидим что	1	1
317	в самом	1	1
318	та же	1	1
319	в целом	3	1
320	его роль	1	1
321	он в	1	1
322	в этой	3	1
323	нами в	1	1
324	формы не	1	1
325	на то	2	1
326	если он	1	1
327	дальше и	1	1
328	самая постановка	1	1
329	в чужую	1	1
330	что она	1	1
331	он ни	1	1
332	и только	1	1
333	и еще	1	1
334	очень разнообразны	1	1
335	и сам	2	1
336	но некоторые	1	1
337	и по	2	1
338	с собой	1	1
339	как таковое	2	1
340	смысле в	1	1
341	борьбы и	1	1
342	об этом	2	1
343	на этой	4	1
344	знает что	1	1
345	это было	2	1
346	новые и	1	1
347	и тем	4	1
348	не соответствует	1	1
349	здесь нет	1	1
350	мог бы	1	1
351	но уже	3	1
352	он является	1	1
353	о которых	2	1
354	на основании	1	1
355	попадает в	2	1
356	они часто	1	1
357	этим и	1	1
358	несмотря на	2	1
359	такой же	2	1
360	здесь конечно	1	1
361	ведут к	1	1
362	в своей	2	1
363	работы в	1	1
364	она в	1	1
365	прийти к	2	1
366	то его	2	1
367	от его	1	1
368	должны были	1	1
369	заставляет нас	1	1
370	он живет	3	1
371	силу и	2	1
372	тем не	4	1
373	в таких	3	1
374	все способы	1	1
375	и герой	2	1
376	например и	1	1
377	лишь косвенно	1	1
378	категория в	1	1
379	и сказал	1	1
380	с которой	1	1
381	самого начала	1	1
382	этими двумя	1	1
383	дело не	1	1
384	иметь в	1	1
385	и уже	1	1
386	здесь может	1	1
387	ничего не	2	1
388	и характер	1	1
389	в русском	1	1
390	где уже	2	1
391	же он	1	1
392	в сознании	1	1
393	можем здесь	1	1
394	их от	1	1
395	к себе	1	1
396	иногда даже	2	1
397	как только	1	1
398	числе и	1	1
399	чем перейти	1	1
400	которые его	2	1
401	что при	3	1
402	утверждать что	1	1
403	с образом	1	1
404	и это	4	1
405	некоторой степени	1	1
406	в виду	1	1
407	чтобы быть	1	1
408	и говорит	1	1
409	и этим	2	1
410	с самого	1	1
411	приводит к	1	1
412	на том	3	1
413	сам становится	1	1
414	еще в	2	1
415	одно из	1	1
416	с некоторыми	1	1
417	случаях мы	2	1
418	с человеком	1	1
419	образом в	2	1
420	одной культуры	1	1
421	другими словами	1	1
422	за пределами	1	1
423	никак не	1	1
424	и что	8	1
425	можно сказать	2	1
426	должно было	2	1
427	это может	1	1
428	затем в	3	1
429	во всей	1	1
430	вокруг героя	1	1
431	представления о	3	1
432	в ту	1	1
433	знания и	1	1
434	и она	3	1
435	несколько иначе	1	1
436	на те	1	1
437	того что	2	1
438	в формах	2	1
439	героя до	1	1
440	одной из	1	1
441	два основных	1	1
442	проникнуть в	1	1
443	друг друга	3	1
444	уже говорили	1	1
445	и действительно	5	1
446	и ее	1	1
447	их не	1	1
448	человек при	1	1
449	в качестве	7	1
450	чаще всего	1	1
451	наших целей	1	1
452	только на	1	1
453	до появления	1	1
454	него и	5	1
455	а это	1	1
456	постановка вопроса	1	1
457	но есть	2	1
458	за ним	4	1
459	характерно что	1	1
460	в конце	1	1
461	с этими	1	1
462	до некоторой	1	1
463	мы можем	2	1
464	тем что	10	1
465	в других	2	1
466	перейти к	1	1
467	к совершенно	1	1
468	не были	1	1
469	не связано	1	1
470	себе представить	1	1
471	как у	2	1
472	не обязательно	1	1
473	случаев в	1	1
474	мы еще	1	1
475	что не	1	1
476	говорит о	2	1
477	к сожалению	1	1
478	превращается в	7	1
479	а на	2	1
480	этого не	1	1
481	другой стороны	8	1
482	в подлинной	1	1
483	отнюдь не	1	1
484	и выше	1	1
485	в частности	7	1
486	можно утверждать	1	1
487	из форм	1	1
488	даже не	1	1
489	она во	1	1
