1	и в	16	31
2	не только	16	24
3	но и	6	19
4	то что	26	18
5	и не	12	17
6	и даже	2	15
7	у него	6	15
8	в этом	25	14
9	том что	15	14
10	что в	16	14
11	и с	3	14
12	он был	1	14
13	но в	6	12
14	по поводу	2	12
15	что он	25	12
16	в его	11	12
17	с его	1	11
18	в том	18	11
19	потому что	21	11
20	о том	8	11
21	так что	4	10
22	также и	1	10
23	он не	8	10
24	и то	4	10
25	в конце	1	9
26	никогда не	5	9
27	а в	3	9
28	только в	10	9
29	как мы	10	9
30	в письме	1	8
31	и по	4	8
32	в то	5	8
33	так как	16	8
34	для него	5	7
35	и его	3	7
36	как это	8	7
37	сказать что	13	7
38	об этом	1	7
39	мы уже	1	7
40	как раз	1	7
41	кроме того	1	7
42	еще и	3	7
43	уже в	1	7
44	так и	7	6
45	то же	8	6
46	к этому	3	6
47	и потому	2	6
48	того же	7	6
49	у нас	2	6
50	в качестве	4	6
51	и что	12	6
52	это было	1	6
53	в котором	2	6
54	и к	2	6
55	не может	18	6
56	на этот	4	6
57	свое время	2	6
58	может быть	9	6
59	можно сказать	5	6
60	в своих	2	5
61	а с	2	5
62	но он	7	5
63	все это	2	5
64	которой он	1	5
65	с ним	5	5
66	жизни и	2	5
67	вовсе не	2	5
68	когда он	2	5
69	на то	1	5
70	не в	6	5
71	что и	3	5
72	что же	1	5
73	но как	3	5
74	не было	1	5
75	в свое	2	5
76	и от	2	5
77	несмотря на	1	4
78	к нему	3	4
79	в которой	5	4
80	да и	1	4
81	я не	2	4
82	для нас	1	4
83	никак не	3	4
84	в истории	2	4
85	в нем	7	4
86	и все	1	4
87	во всем	2	4
88	говорит что	5	4
89	в этой	6	4
90	к ней	1	4
91	что у	2	4
92	и как	3	4
93	мысли и	5	4
94	в своей	2	4
95	себя в	1	4
96	как и	8	4
97	из его	1	4
98	в нашем	1	4
99	в этот	2	4
100	что его	1	4
101	в своем	5	4
102	этом смысле	1	4
103	главным образом	1	4
104	один из	1	4
105	еще в	3	4
106	что для	2	4
107	в себе	1	4
108	мы и	5	4
109	по своей	3	4
110	как он	6	4
111	только на	2	3
112	под влиянием	1	3
113	то мы	1	3
114	и здесь	2	3
115	на его	2	3
116	здесь мы	1	3
117	в отношении	9	3
118	мы увидим	1	3
119	в виде	1	3
120	все эти	4	3
121	с этими	1	3
122	и притом	1	3
123	нам представляется	1	3
124	но только	2	3
125	вместе с	4	3
126	и просто	1	3
127	что к	1	3
128	но что	3	3
129	но она	1	3
130	взгляд на	1	3
131	по своему	3	3
132	к тому	6	3
133	если не	1	3
134	и из	2	3
135	и он	1	3
136	с другой	4	3
137	хотели бы	1	3
138	только к	2	3
139	ничего не	5	3
140	что этот	1	3
141	тот же	5	3
142	в начале	1	3
143	но не	10	3
144	в связи	1	3
145	к его	3	3
146	за пределы	4	3
147	другой стороны	2	3
148	таким образом	19	3
149	в лет	1	3
150	он в	3	3
151	мы хотели	1	3
152	как в	5	3
153	и на	6	3
154	более или	1	3
155	в целом	4	3
156	но это	3	3
157	это можно	1	3
158	но этот	2	3
159	в жизни	2	3
160	отношение к	11	3
161	или менее	1	3
162	все же	3	3
163	на свою	2	3
164	в общем	1	3
165	что они	5	3
166	но на	1	3
167	что с	5	2
168	то обстоятельство	2	2
169	обстоятельство что	2	2
170	чтобы он	1	2
171	точки зрения	18	2
172	где он	1	2
173	в тех	1	2
174	все что	2	2
175	даже не	1	2
176	тому же	2	2
177	этот момент	1	2
178	он так	1	2
179	при этом	4	2
180	на все	5	2
181	в чем	3	2
182	образом в	2	2
183	того чтобы	17	2
184	а это	1	2
185	в частности	3	2
186	но зато	1	2
187	то как	3	2
188	первый план	1	2
189	и для	1	2
190	тем более	4	2
191	это мы	2	2
192	и о	1	2
193	известно что	1	2
194	не столько	1	2
195	тем не	1	2
196	мы будем	2	2
197	на ту	1	2
198	для себя	1	2
199	раннем детстве	1	2
200	место в	1	2
201	которая как	2	2
202	в тот	2	2
203	что мы	4	2
204	лет и	1	2
205	но мы	5	2
206	для своего	1	2
207	ни в	1	2
208	отношением к	2	2
209	что она	2	2
210	этого последнего	1	2
211	как к	1	2
212	только что	5	2
213	что на	1	2
214	на что	1	2
215	том чтобы	1	2
216	особого рода	1	2
217	речи с	2	2
218	с первого	1	2
219	как на	3	2
220	с ними	1	2
221	на первом	1	2
222	учение о	2	2
223	тем самым	8	2
224	нисколько не	1	2
225	во всяком	2	2
226	от него	1	2
227	в самом	4	2
228	этот факт	1	2
