N	2gram	Bakhtin_Fr_6	Stilisti
1	и в	41	42
2	не только	10	27
3	как бы	7	27
4	и т.п	19	24
5	прежде всего	10	22
6	и т.д	1	20
7	то же	5	15
8	но и	13	15
9	и не	3	14
10	не может	4	12
11	может быть	2	12
12	мы уже	18	11
13	как и	7	11
14	точки зрения	2	11
15	в этом	12	10
16	и как	4	10
17	как мы	12	10
18	что мы	2	10
19	мы не	2	9
20	при этом	3	9
21	в то	6	9
22	для того	1	9
23	то что	10	9
24	в ней	4	8
25	все же	4	8
26	в себе	5	8
27	таким образом	17	8
28	и это	1	8
29	с тем	1	8
30	что же	1	8
31	в зависимости	1	7
32	зависимости от	1	7
33	и на	9	7
34	в которой	1	7
35	было бы	3	7
36	и тем	1	7
37	так как	10	7
38	никогда не	8	7
39	же время	5	7
40	потому что	3	7
41	того чтобы	4	7
42	ничего не	1	7
43	с его	5	7
44	только в	3	7
45	и его	13	7
46	мы можем	1	7
47	а не	2	7
48	и от	4	7
49	во всех	17	6
50	мы будем	3	6
51	точку зрения	1	6
52	в этой	8	6
53	жестов и	1	6
54	на его	2	6
55	в нем	16	6
56	не в	4	6
57	в области	2	6
58	так и	5	6
59	язык и	1	6
60	в форме	2	6
61	и так	1	6
62	в конце	2	6
63	или иной	1	6
64	той же	5	5
65	обратное влияние	1	5
66	уже в	4	5
67	в нашем	1	5
68	в той	5	5
69	и наконец	4	5
70	и с	16	5
71	же мы	1	5
72	мы видели	2	5
73	с точки	2	5
74	а в	4	5
75	не является	1	5
76	те же	3	5
77	в его	7	5
78	и их	3	5
79	с помощью	6	5
80	вместе с	6	5
81	как это	2	5
82	слова и	1	5
83	если б	2	4
84	и то	2	4
85	самом деле	4	4
86	тем же	1	4
87	себя в	2	4
88	что именно	2	4
89	и к	1	4
90	но в	8	4
91	в самом	10	4
92	что это	5	4
93	так сказать	2	4
94	уже не	1	4
95	можно было	1	4
96	в каждом	1	4
97	его в	1	4
98	не забудем	1	4
99	на него	1	4
100	у нас	4	4
101	но все	1	4
102	той или	1	4
103	на это	1	4
104	о том	9	4
105	влияние на	1	4
106	можно сказать	1	4
107	все время	4	4
108	того что	3	4
109	один из	6	4
110	мы видим	6	4
111	мы увидим	3	4
112	если мы	2	4
113	связаны с	7	4
114	не просто	1	4
115	а с	1	4
116	то есть	24	4
117	к своему	1	4
118	все это	11	4
119	не существует	1	4
120	бы в	2	4
121	того времени	2	4
122	так же	5	4
123	словом и	1	3
124	на самом	1	3
125	и само	2	3
126	общества и	1	3
127	еще не	1	3
128	видели что	1	3
129	то он	2	3
130	нет и	1	3
131	перед нами	3	3
132	хотя и	2	3
133	та же	4	3
134	если он	1	3
135	и вот	1	3
136	их в	2	3
137	будем говорить	2	3
138	об этом	1	3
139	связанных с	3	3
140	лишь в	2	3
141	это не	1	3
142	ведь в	1	3
143	не мог	3	3
144	том что	7	3
145	связи с	2	3
146	до того	3	3
147	т.п и	2	3
148	да и	1	3
149	в ее	5	3
150	роль в	4	3
151	во второй	1	3
152	и здесь	1	3
153	и поэтому	1	3
154	жизни и	3	3
155	конечно не	3	3
156	из них	5	3
157	в котором	4	3
158	в одном	5	3
159	явления природы	1	3
160	что и	1	3
161	и даже	4	3
162	конце концов	1	3
163	забудем что	1	3
164	этого слова	1	3
165	в целом	1	3
166	в начале	3	3
167	и слово	1	3
168	и для	3	3
169	для нас	2	3
170	и все	9	3
171	между ними	3	3
172	не знает	1	3
