N	2gram	Voloshinov_2	Tragedij
1	и в	19	18
2	в этом	15	9
3	не только	13	8
4	и с	2	7
5	и на	5	7
6	достоевский в	1	7
7	может быть	28	7
8	как бы	19	7
9	и не	19	7
10	но в	7	6
11	и его	16	6
12	же время	8	6
13	что он	4	6
14	у него	2	6
15	то же	16	5
16	все же	5	5
17	что это	2	5
18	это не	4	5
19	как и	9	5
20	несмотря на	1	5
21	в то	8	5
22	так и	10	5
23	не может	18	5
24	к жизни	1	5
25	у достоевского	1	5
26	еще не	3	4
27	в себе	4	4
28	в целом	1	4
29	в этой	3	4
30	в нем	11	4
31	том что	10	4
32	и что	1	4
33	но и	10	4
34	и даже	2	4
35	прежде всего	7	4
36	так же	5	4
37	но это	1	4
38	все это	1	4
39	что в	2	4
40	и все	6	4
41	то что	4	4
42	и он	2	3
43	отнюдь не	8	3
44	как в	1	3
45	в своем	2	3
46	и как	6	3
47	все эти	3	3
48	при этом	9	3
49	то есть	2	3
50	должно быть	3	3
51	что с	1	3
52	о чем	2	3
53	и сам	1	3
54	с ним	1	3
55	к нему	5	3
56	в его	5	3
57	уже в	2	3
58	для него	9	3
59	как это	1	3
60	в основном	4	3
61	если б	3	2
62	и до	3	2
63	что эти	1	2
64	и за	1	2
65	а как	4	2
66	никогда не	7	2
67	и то	3	2
68	он был	2	2
69	столь же	3	2
70	с его	8	2
71	отличие от	3	2
72	так что	1	2
73	и я	1	2
74	перед нами	3	2
75	в самом	6	2
76	он не	3	2
77	что она	1	2
78	но все	1	2
79	что все	1	2
80	его в	7	2
81	в это	1	2
82	к области	1	2
83	ни в	6	2
84	нет в	1	2
85	с тем	1	2
86	в отличие	3	2
87	вопрос о	2	2
88	не в	10	2
89	но они	2	2
90	одна из	7	2
91	не имеет	3	2
92	в русском	4	2
93	не могут	1	2
94	он и	2	2
95	к тому	6	2
96	и это	3	2
97	но при	1	2
98	в ее	3	2
99	еще в	1	2
100	ничего не	4	2
101	и здесь	5	2
102	о том	3	2
103	что и	3	2
104	в том	7	2
105	и ее	4	2
106	уже не	1	2
107	в виде	2	2
108	в душе	4	2
109	не так	2	2
110	в одном	1	2
111	друг друга	2	2
112	на меня	1	2
113	тем что	2	2
114	как же	1	2
115	говорит о	1	2
116	до конца	2	2
117	было в	1	2
118	в данном	5	2
119	потому что	1	2
120	по поводу	1	2
121	в таком	7	2
122	также что	1	1
123	одним из	2	1
124	например в	1	1
125	человека и	1	1
126	сам по	1	1
127	и др	1	1
128	самом деле	9	1
129	и женщины	1	1
130	это и	1	1
131	проникает в	1	1
132	исходит из	3	1
133	должна быть	4	1
134	высшей степени	3	1
135	и могут	1	1
136	той же	3	1
137	xvii века	1	1
138	что уже	1	1
139	в становлении	3	1
140	на себя	1	1
141	исторический контекст	1	1
142	подчеркнуть что	1	1
143	из ее	1	1
144	откуда же	1	1
145	в ней	3	1
146	между собой	1	1
147	это же	2	1
148	во всех	6	1
149	но не	2	1
150	но как	2	1
151	в голове	1	1
152	всем его	1	1
153	значение и	2	1
154	к проблемам	2	1
155	за пределы	3	1
156	руку и	1	1
157	сильнее и	1	1
158	это говорит	1	1
159	всю эту	1	1
160	чем же	3	1
161	в истории	3	1
162	в центре	1	1
163	опирается на	2	1
164	что именно	1	1
165	– но	1	1
166	мысль о	1	1
167	и наконец	1	1
168	и хотя	1	1
169	добро и	1	1
170	то в	1	1
171	в которой	1	1
172	выступления в	1	1
173	сливается с	1	1
174	бы не	2	1
175	же слова	3	1
176	как он	1	1
177	не могла	1	1
178	и если	1	1
179	вообще не	1	1
180	так сказать	14	1
181	перестает быть	1	1
182	не значит	1	1
183	к одному	1	1
184	не к	3	1
185	не как	3	1
186	по всем	1	1
187	ориентация на	1	1
188	таким образом	14	1
189	последнее слово	1	1
190	но без	1	1
191	здесь мы	3	1
192	же не	1	1
193	им как	2	1
194	в другом	3	1
195	конечно в	3	1
196	самого автора	1	1
197	им же	1	1
198	на все	2	1
199	не нашел	1	1
200	лишь в	14	1
201	это было	2	1
202	заключается в	1	1
203	с визгом	1	1
204	быть не	1	1
205	лишь на	5	1
206	этом мы	1	1
207	но уже	1	1
208	в них	1	1
209	в высшей	3	1
210	этого не	1	1
211	которой он	1	1
212	и вне	1	1
213	в своей	3	1
214	этой связи	4	1
215	к истории	1	1
216	почти не	1	1
217	в котором	3	1
218	не столько	1	1
219	по самой	1	1
220	понятно что	1	1
221	значение для	1	1
222	и вот	1	1
223	не понимает	1	1
224	но он	1	1
225	тем не	1	1
226	речи в	10	1
227	не могли	1	1
228	по себе	3	1
229	тому что	4	1
230	нет тайн	1	1
231	не менее	1	1
232	что эта	1	1
233	этого социального	1	1
234	самого начала	5	1
235	но только	1	1
236	как во	1	1
237	и всегда	1	1
238	в самой	1	1
239	или как	2	1
240	и притом	1	1
241	и добро	1	1
242	связи с	13	1
243	является ли	1	1
244	ли это	2	1
245	в стиле	1	1
246	мы встречаем	2	1
247	по нашему	1	1
248	к себе	1	1
249	мы узнаем	1	1
250	могут быть	3	1
251	строится как	1	1
252	уже было	1	1
253	и чужой	9	1
254	что оно	3	1
255	его с	1	1
256	и т.д	4	1
257	не есть	3	1
258	как мы	15	1
259	и о	2	1
260	того чтобы	6	1
261	всего этого	1	1
262	я вдруг	1	1
263	как система	3	1
264	является чисто	1	1
265	такие как	1	1
266	с самого	5	1
267	говорили что	1	1
268	роль в	1	1
269	повиновения и	1	1
270	на нее	1	1
271	когда в	1	1
272	по сравнению	1	1
273	но может	1	1
274	ситуации и	1	1
275	мы понимаем	1	1
276	нет это	1	1
277	от него	2	1
278	теме в	1	1
279	между тем	6	1
280	нуждается в	1	1
281	так обстоит	1	1
282	в форме	5	1
283	мысль он	1	1
284	не сводится	1	1
285	все время	2	1
286	xix век	1	1
287	того что	4	1
288	он есть	1	1
289	мы видим	1	1
290	с ними	4	1
291	только в	8	1
292	приходит в	1	1
293	в обществе	1	1
294	что ж	1	1
295	с одной	3	1
296	всегда с	1	1
297	именно на	1	1
298	есть в	1	1
299	так можно	1	1
300	только на	4	1
301	дело с	1	1
302	свидетельствует о	2	1
303	за бортом	2	1
304	говорит по	1	1
305	характерно что	3	1
306	него нет	1	1
307	одно из	1	1
308	и их	4	1
309	всяком случае	2	1
310	могло бы	1	1
311	слова в	8	1
312	и должна	1	1
313	ее не	1	1
314	к ним	1	1
315	идет в	1	1
316	для публики	1	1
317	рядом с	2	1
318	в особенности	2	1
319	чувствует себя	1	1
320	факт в	1	1
321	и внутренним	1	1
322	именно в	2	1
323	в каких	1	1
324	нет эта	1	1
325	что не	2	1
326	на общество	1	1
327	только по	1	1
328	не было	3	1
329	а на	1	1
330	– в	4	1
331	а не	9	1
332	его как	1	1
333	этом случае	1	1
334	в связи	7	1
335	себя на	1	1
336	с помощью	6	1
337	вместе с	2	1
338	и особенно	2	1
339	ко всем	2	1
340	и потому	2	1
341	эта связь	1	1
342	в духе	1	1
343	не из	1	1
344	может так	1	1
345	xix века	2	1
346	сравнению с	1	1
347	в той	5	1
348	смысле этого	4	1
349	слова он	1	1
350	оно начинает	1	1
351	он повторяет	1	1
352	для понимания	3	1
353	распадается на	2	1
354	этого слова	5	1
355	и от	3	1
356	в условиях	1	1
357	это выражение	1	1
358	и зло	1	1
359	не является	8	1
360	известной степени	1	1
361	где и	1	1
362	об отношении	1	1
363	в двух	3	1
364	это часто	1	1
365	бы в	4	1
366	хотя бы	6	1
367	только что	3	1
368	б это	1	1
369	обстоит дело	1	1
370	к ее	1	1
371	жизни в	1	1
372	героя и	1	1
373	совершенно не	5	1
374	в реальный	1	1
375	в иной	1	1
376	самой своей	1	1
377	в кругу	1	1
378	недоразумение и	1	1
379	и эта	2	1
380	во всяком	3	1
