N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	34
2	и не	16	29
3	как бы	4	27
4	что он	5	23
5	в его	5	22
6	в нем	4	19
7	может быть	15	19
8	не может	9	19
9	и все	2	19
10	как и	2	18
11	в этом	18	16
12	но в	11	16
13	и его	3	16
14	все это	5	16
15	он не	3	15
16	и с	7	15
17	что я	4	15
18	прежде всего	8	15
19	то же	6	14
20	к нему	2	14
21	самом деле	9	13
22	для него	1	13
23	у достоевского	1	13
24	и к	1	12
25	в то	4	12
26	же время	3	12
27	потому что	25	12
28	но и	7	12
29	т е	22	12
30	на самом	2	11
31	в сущности	9	11
32	вовсе не	9	11
33	то что	9	11
34	не только	20	10
35	слова и	5	10
36	не в	8	9
37	в отношении	2	9
38	а не	10	9
39	и т	39	8
40	с самого	1	8
41	самого начала	1	8
42	никогда не	2	8
43	в другом	2	8
44	в самом	12	8
45	так же	4	8
46	что же	5	8
47	и слово	1	8
48	и для	2	8
49	точки зрения	14	8
50	я не	5	7
51	как будто	2	7
52	как мы	3	7
53	слова в	6	7
54	и даже	2	7
55	что не	6	7
56	с которым	1	7
57	там где	5	7
58	этого слова	5	7
59	все же	7	7
60	что в	10	7
61	мы уже	1	6
62	и на	6	6
63	с его	1	6
64	отношение к	1	6
65	что они	2	6
66	в пределах	4	6
67	что у	2	6
68	от себя	1	6
69	не хочу	2	6
70	так и	4	6
71	в себе	1	6
72	только в	5	6
73	т п	24	6
74	с ними	2	6
75	не знает	3	6
76	на них	1	5
77	в чем	1	5
78	по отношению	1	5
79	и у	2	5
80	что это	7	5
81	в целом	1	5
82	и вот	5	5
83	но все	4	5
84	лишь в	5	5
85	на протяжении	1	5
86	с тем	2	5
87	в слове	1	5
88	он и	2	5
89	не мог	1	5
90	в конце	4	5
91	даже в	1	5
92	это слово	4	5
93	таким образом	5	5
94	к тому	4	5
95	это я	1	5
96	и что	8	5
97	что и	3	5
98	это не	6	5
99	того что	3	5
100	так что	1	5
101	всяком случае	5	5
102	в одном	1	5
103	себе и	1	5
104	и от	2	5
105	ни одного	1	5
106	мы должны	2	5
107	хотя бы	9	5
108	а в	3	5
109	во всяком	5	5
110	еще не	5	4
111	бы то	1	4
112	но не	6	4
113	но как	1	4
114	как в	3	4
115	бы и	4	4
116	все эти	12	4
117	при этом	2	4
118	на этом	3	4
119	то ни	1	4
120	что все	5	4
121	этом смысле	5	4
122	ни в	4	4
123	рядом с	2	4
124	все равно	2	4
125	с точки	8	4
126	но это	3	4
127	ничего не	4	4
128	как раз	3	4
129	и это	3	4
130	если бы	12	4
131	на вопрос	1	4
132	и прежде	1	4
133	в виде	1	4
134	в общем	1	4
135	так как	15	4
136	у него	3	4
137	даже и	2	4
138	с другой	8	4
139	тем что	3	4
140	вместе с	5	4
141	да и	6	4
142	как к	1	4
143	я в	1	4
144	ни было	1	4
145	отношением к	1	4
146	в такой	1	3
147	и то	5	3
148	за собой	2	3
149	ведь и	1	3
150	бы уже	1	3
151	уверен что	1	3
152	говорить о	4	3
153	в виду	3	3
154	в ней	3	3
155	мне все	1	3
156	нет и	1	3
157	вот как	1	3
158	хотя и	4	3
159	и как	1	3
160	уже в	3	3
161	к одному	1	3
162	не как	2	3
163	их в	1	3
164	в каждом	1	3
165	знает что	3	3
166	он все	1	3
167	его и	1	3
168	достоевского и	2	3
169	а что	1	3
170	далеко не	1	3
171	этого не	3	3
172	мы видели	2	3
173	должно быть	4	3
174	такой же	1	3
175	в своей	2	3
176	в котором	1	3
177	не менее	7	3
178	но он	1	3
179	по крайней	6	3
180	по себе	10	3
181	как можно	2	3
182	том что	11	3
183	во всем	1	3
184	слова с	1	3
185	где он	1	3
186	с ее	1	3
187	в ее	1	3
188	характер и	2	3
189	для этого	3	3
190	сводится к	3	3
191	между тем	6	3
192	крайней мере	6	3
193	в него	1	3
194	но так	2	3
195	в том	19	3
196	большинстве случаев	2	3
197	нуждается в	2	3
198	от другого	1	3
199	как такового	1	3
